id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-125-02-A,What does 'involuntary' mean in relation to urinary incontinence?,Involuntary means that the person can control their bladder,Involuntary means that the person is unable to stop urinating,Involuntary means that the person is able to stop urinating but still loses urine,Involuntary means that the person has a medical condition that causes them to lose urine,b,batch3,"{ ""answer_option"" : ""A""}",a
OIC-125-06-B,What is the primary mechanism behind stress urinary incontinence in women?,Sphincter insufficiency/hypermobility,Obstruction of the urethra,Detrusor overactivity,Urethral hypermobility,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-125-04-B,What is the primary purpose of questioning during the diagnosis of urinary incontinence?,To identify risk factors,To assess quality of life impact,To rule out neurological causes,To check for associated pelvic perineal disorders,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-125-09-B,What is the primary indication for using Retrograde Micturinal Urethrocystography?,To assess UTI and SBAU,To rule out anatomical or functional subvesical obstruction in neurological bladder contexts,To detect cervical hypermobility and/or sphincter insufficiency during pushing and micturition,"To identify signs of obstruction, such as a thick detrusor (> 5 mm)",b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-125-07-B,What is a serious underlying pathology that may result in urinary incontinence?,Bladder cancer,Urinary infection,Neurological disease,Tumors of the rectum,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-06-A,What is a common cause of physical urticaria in adults?,Food allergy,Contact dermatitis,IgE-mediated hypersensitivity to certain substances,Infectious agent,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-11-B,What is a common complication of atopic dermatitis that can be treated with antiviral medication?,Superinfection by Staphylococcus aureus,Contact eczema from topical products,Infectious contact dermatitis caused by HSV-1,Herpes simplex virus (HSV) superinfection,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-05-A,What is the main difference between chronic urticaria and anaphylaxis?,"Chronic urticaria is caused by a specific allergen, while anaphylaxis is not.","Anaphylaxis can be treated with antihistamines, whereas chronic urticaria cannot.",Both conditions are characterized by the presence of respiratory signs in anaphylaxis.,Chronic urticaria is more likely to occur in adults than children.,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-12-A,What is the recommended treatment for atopic dermatitis flare-ups in children?,Topical immunomodulator,Oral antihistamines,Dermocorticoids,Phototherapy,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-18-A,What should be done immediately after an eczema flare-up?,Apply topical corticosteroids,Use antihistamines,Wear protective clothing,Moisturize with aloe vera cream,c,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-187-02-B,What is the primary mechanism of mast cell activation in urticaria?,Immunological,Non-immunological,Direct pharmacological action,Mast cell degranulation,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-07-A,What should be done to treat acute urticaria?,Avoiding triggers,Using corticosteroids,Administering epinephrine,Inhaling beta-2 agonists,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-13-B,What is the primary mechanism by which allergic contact dermatitis occurs?,Type I hypersensitivity,Delayed hypersensitivity reaction,Autoimmune response,Cross-reactivity with other allergens,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-09-A,What is the typical location of atopic dermatitis in infants?,Face and scalp,Nose and mid-face area,Underarms,"Knees, elbows, ankles",a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-16-A,What is the main allergen responsible for causing contact dermatitis in adults?,Clothing products,Cosmetics,Medicines for cutaneous application (Topical),Occupational allergens,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-08-B,What is the primary genetic factor responsible for atopy?,Epidermal barrier genes,Immunological reactivity to environmental antigens,Genetic predisposition to skin conditions,Environmental factors play a major role in pathophysiology,a,batch3,"{ ""answer_option"" : ""B"" }",b
OIC-187-03-A,What is the primary characteristic of superficial urticaria?,"A firm, non-itchy, and painless lesion",An edematous papule with a clear border and sometimes a lighter center,A geographically-contoured plaque with annular or polycyclic lesions,A migratory lesion that is fleeting in nature,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-187-14-A,What is a characteristic feature of acute eczema?,The skin becomes dry and tight,The skin becomes oily and greasy,The skin becomes itchy and inflamed,The skin remains the same throughout the condition,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-187-17-B,What is the primary difference between an irritant and allergic reaction?,"Irritant causes redness, whereas allergic reactions cause itching.",Allergic reactions are more severe than irritants.,"Irritants do not typically cause eczema, while allergic reactions can.","Irritant reactions are always positive, while allergic reactions are never positive.",c,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-187-01-A,What is the main cause of acute urticaria?,Genetic predisposition,Immunological reaction to food or environmental factors,Hormonal imbalance,Mastocyte activation due to viral infection,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-280-02-A,What is the second most common cause of ascites in France?,Liver cancer,Kidney stones,Diabetes,Hepatitis B infection,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-280-03-B,What is the typical protein level in cirrhotic ascites?,25g/L,20g/L,30g/L,35g/L,b,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-280-01-A,What does 'ascites' mean?,A collection of fluid in the abdominal cavity,An accumulation of blood in the abdominal cavity,The presence of gas in the abdominal cavity,A condition where the liver is enlarged,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-280-04-B,What is the main difference between cirrhosis and carcinosis in terms of ascites volume?,"Cirrhosis: +++, Carcinosis: +","Cirrhosis: ++++, Carcinosis: ++","Cirrhosis: ++++ (smaller), Carcinosis: +/+","Cirrhosis: 0, Carcinosis: +",a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-280-05-A,What is a common first-line imaging examination for ascites?,Abdominal ultrasound,CT scan with contrast medium,MRI without contrast medium,X-ray of the abdomen,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-212-05-A,What is a key indication for performing a blood smear in adults?,A low white blood cell count,A high red blood cell count,A normal platelet count,An abnormal leucocyte count with no indication of infection or inflammation,d,batch3,"{ ""answer_option"" : ""a""}",a
OIC-212-06-A,What is the main etiology of anemia in adults and children?,"Macrocytic anemias (GMV > 100 fl in adults, and depending on the age group in children) in most cases reflect a disorder in DNA synthesis.",Ethylism,Cyanocobalamin (vitamin B12) or folic acid (vitamin B9) deficiency,Myelodysplastic syndromes,b,batch3,"{ ""answer_option"" : ""a""}",a
OIC-212-07-A,What is the normal range for Mean Corpuscular Volume (VGM) in children?,100-120 fl,73-79 fl,75-81 fl,80-88 fl,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-212-01-A,What is the normal range for hemoglobin (Hb) in adults and children?,130-180 g/L,120-160 g/L,140-230 g/L,105-160 g/L,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-212-08-A,What is the typical range for Basophil Polynuclear Cells in newborns and children?,0.01-0.05 x10^9/L,0.1-0.2 x10^9/L,0.5-1.0 x10^9/L,0.3-0.4 x10^9/L,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-212-02-A,What is the primary indication for a hemogram in adults?,Significant myeloma,Erythroblastosis,PRCA,Hemorrhage,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-212-03-A,What is a common indication for a hemogram in adults?,Anaemia syndrome,Haemorrhagic syndrome,Pregnancy,Occupational medicine,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-212-04-A,What is a hemogram typically used to diagnose?,A severe allergic reaction,Anemia in adults and children,Severe dehydration,Hemorrhagic stroke,b,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-223-05-A,What is the correct definition of Familial Hypercholesterolaemia (IIa)?,"A severe form secondary to single gene mutations (LDL receptor, apoB, PCSK9), causing early cardiovascular events","A rare homozygous familial hypercholesterolaemia, characterised by extremely high LDL-cholesterol levels > 10 mmol/L (i.e., 4 g/L) and the occurrence of cardiovascular events in childhood","Heterozygous familial hypercholesterolaemia, characterised by very high LDL-cholesterol levels of between 5 and 10 mmol/L (i.e., 1.90 and 4 g/L)",A different form of mixed hyperlipidaemia,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-04-A,When to Test for Dyslipidemia,Age 30,Age 60,Age 80,Age 20,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-01-A,What is the correct risk level for someone aged 70 years or older using the SCORE2 equation?,High,Very High,Low to Moderate,,b,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-223-02-A,What are the three main types of dyslipidemia?,Pure hypercholesterolaemia,Mixed hyperlipidaemia,Primary hypertriglyceridaemia,Dyslipidaemia associated with type 1 diabetes,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-08-B,What is the primary test ordered in a patient with secondary dyslipidemia?,TSH,Creatinine,Proteinuria (urine dipstick),Alkaline phosphatase,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-07-A,What is a common cause of secondary hyperlipidemia?,Hypothyroidism,Hyperthyroidism,Atherosclerosis,Corticosteroids,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-09-A,What is the recommended LDL-cholesterol target in patients with familial hypercholesterolaemia aged ≥40 years without diabetes or renal insufficiency?,1.8 mmol/L,2.6 mmol/L,3.5 mmol/L,4.9 mmol/L,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-03-B,What is the primary mechanism by which hypertriglyceridemia contributes to atherosclerosis?,Inflammation,Oxidation,Hormonal changes,Genetic predisposition,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-223-10-A,What is the recommended daily fat intake for individuals with hypercholesterolaemia?,35% of total calorie intake,40% of total calorie intake,less than 10% of total calorie intake,50% of total calorie intake,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-01-A,What is the main difference between chronic venous insufficiency and varicose veins?,"Varicose veins are caused by a blockage in the deep veins, while CVI is caused by valvular incontinence.",Both conditions affect the superficial veins of the lower limbs.,CVI affects the superficial veins and varicose veins affect the deep veins.,Varicose veins are a sign of chronic venous insufficiency.,a,batch3,"{ ""answer_option"" : ""B"" }",b
OIC-227-05-A,What is a major factor favoring the onset of chronic venous insufficiency?,Heredity,"Primary prevention through nutrition in adults and children, sedentary lifestyle",Age,Female gender,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-02-B,What is the primary mechanism responsible for varicose veins?,Atrial depression and diaphragmatic movements,Left ventricular perfusion pressure,Perforating veins,Venous reflux,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-09-A,What is the primary purpose of performing a Doppler ultrasound in the standing position to confirm the diagnosis of Chronic Venous Insufficiency (CVI)?,To check for superficial venous thrombosis,To identify functional signs and clinical examination findings,To measure toe pressure,To diagnose deep vein thrombosis,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-04-B,What is the primary cause of Chronic Venous Insufficiency (CVI)?,Varicose Disease or Essential Varicose Veins,Primary Deep Valve Insufficiency,Post-Thrombotic Syndrome,Compressive Venous Syndromes,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-03-A,What is the main difference between valve destruction and residual venous obstruction in post-thrombotic syndrome?,"Valve destruction causes reflux, while residual obstruction leads to increased pressure.","Residual obstruction causes reflux, while valve destruction leads to increased pressure.",Both cause increased pressure.,Neither affects the severity of post-thrombotic syndrome.,b,batch3,"{ ""answer_option"" : ""B"" }",b
OIC-227-10-B,What is the primary goal of elastic compression therapy for chronic venous insufficiency (CVI)?,Reduce venous pressure to improve blood flow and reduce symptoms.,"Increase venous pressure to decrease symptoms, but this can worsen CVI over time.",Use elastic compression as a temporary measure to alleviate symptoms until more definitive treatments are available.,Eliminate the need for elastic compression therapy by using advanced technologies such as ultrasound-controlled sclerotherapy or endovenous thermal techniques.,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-07-A,What is the most common symptom of chronic venous insufficiency (CVI)?,Pain or heaviness in the lower limbs,Varicose veins,Trophic disorders such as skin ulcers,No symptoms at all,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-227-08-A,What is the typical location of a varicose ulcer?,Peri-arterial,Peri-malleolar,Peri-femoral,Peri-tibial,b,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-227-06-B,What is a common characteristic of individuals with chronic venous insufficiency (CVI) in industrialized countries?,They are more likely to have diabetes.,They tend to be overweight or obese.,They often experience pain while walking.,They typically live in rural areas.,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-04-A,What is the purpose of an occupational physician's 'Pre-Reinstatement Visit'?,To assess the employee's fitness for work,To determine if working conditions need to be adapted due to a medical condition,To inform the employer about the employee's health status and provide recommendations on workstation adaptation,To declare the employee unfit for work without providing a medical diagnosis,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-05-B,What is the purpose of a **Company Sheet** in Occupational Health Medical File?,To record and document occupational risks,To provide medical advice to employees,To report work-related injuries or illnesses,To inform employers about employee's health status,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-03-B,What is one key tool used by an occupational health physician to prevent occupational risks?,Employee health monitoring,Actions in the field,Workstation studies,Risk assessment,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-01-B,What is the primary purpose of an Occupational Health Service (OHS) department?,To provide medical care for injured employees,To manage employee absenteeism and presenteeism,To conduct workplace safety inspections,To develop and implement policies to reduce work-related illnesses,d,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-06-A,What is the main difference between Primary and Secondary Prevention?,Primary prevention aims to reduce noise levels in a workplace.,Secondary prevention focuses on detecting diseases early,Tertiary prevention involves adapting workstations for people with disabilities.,All of the above,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-07-B,What is the first step in the occupational health team's process to identify workplace hazards?,Knowledge of workstations,Knowledge of product composition,Hazard Identification and Characterisation,Limit values: based on dose-response relationships published in the literature,a,batch3,"{ ""answer_option"" : ""c"" }",c
OIC-183-02-B,What is one of the primary actions conducted by an occupational health physician in the workplace?,Conducting a fire drill,Assessing the nature and composition of chemical products used,Providing first aid training to employees,Conducting a routine inspection of equipment,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-183-08-A,What is the correct order to follow in a risk management approach?,Step 1: Identify hazards,Step 2: Limit emissions at source,Step 3: Limit employee exposure,Step 4: Evaluate effectiveness of preventive measures,b,batch3,"{ ""answer_option"" : ""a""}",a
OIC-116-12-B,What is the main cause of localized pruritus?,Mycoses,Insect bites,Cutaneous larva migrans,Pediculosis and scabies,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-03-A,What is the primary characteristic of pruritus?,A sudden onset,B. A persistent scratching behavior,C. An increase in body temperature,D. A decrease in appetite,b,batch3,"{ ""answer_option"" : ""A""}",a
OIC-116-13-B,What is the primary cause of generalized severe pruritus in pregnancy?,Intrahepatic Cholestasis of Pregnancy,Autoimmune Bullous Dermatosis Specific to Pregnancy (Pemphigoid of Pregnancy),Polymorphic Rash of Pregnancy,Hormonal Fluctuations During Menstruation,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-11-A,What is the main cause of pediculosis?,Fungal infection,Hormonal imbalance,Genetic predisposition,Poor hygiene,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-02-B,What is the main mediator involved in urticaria?,Histamine,Serotonin,Calcitonin Gene-Related Peptide (CGRP),Melatonin,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-10-B,What is a common underlying hematological cause to rule out when presenting with aquagenic pruritus?,Polycythemia vera,Thrombocytopenia,Leukemia,Anemia of chronic disease,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-06-A,What is the first-line examination for pruritus sine materia?,CBC,"γ-GT, alkaline phosphatases",Creatinine levels,TSH,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-09-A,What is the main systemic cause of diffuse pruritus in Prutit?,Chronic renal failure,"Haemopathies (lymphomas, myeloproliferative disorders)",Dysthyroidism,Martial deficiency,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-14-A,What is the primary goal of treating pruritus in dermatosis?,Identify and treat the underlying cause,Eliminate all irritants from the skin,Use only emollients to soothe the skin,Avoid using any treatment at all,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-08-A,What is the main cause of diffuse pruritus with skin lesions?,Urticaria,Contact eczema,Scabies,Psoriasis,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-116-07-A,What is the primary step in the decision tree for the aetiological diagnosis of pruritus?,Identify and eliminate potential causes,Consider treatment options,Look for underlying medical conditions,Use a random algorithm,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-116-01-A,What does 'sine materia pruritus' refer to?,A sensation that occurs when you touch a specific object,A type of skin condition,The feeling of itching caused by excessive oil production in the body,A medical term for 'I don't know',a,batch3,"{ ""answer_option"" : ""A""}",a
OIC-073-02-A,What is considered a valid form of psychotherapy?,A type of therapy that focuses on improving physical health,A type of therapy that involves role-playing and acting out emotions,A type of therapy that uses animal training as the primary method,A type of therapy that is only used for treating mental illnesses,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-073-04-A,What is the primary goal of Cognitive-Behavioural Therapies?,To identify and change negative thought patterns,To eliminate emotional distress,To develop new coping skills,To treat physical illnesses,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-073-08-B,What is the primary goal of cognitive remediation in psychotherapy?,To improve memory,To enhance metacognition,To increase social cognition,To boost executive functions,b,batch3,"{ ""answer_option"" : ""a""}",a
OIC-073-05-B,What is a common principle of all psychotherapies?,Using psychic processes to treat mental health,Focusing on the patient's past experiences,Emphasizing the importance of physical exercise for mental well-being,Involving patients in decision-making about their treatment plans,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-073-09-B,What is the main indication for Cognitive-Behavioural Therapy (CBT)?,All psychiatric disorders,Sleep disorders,Substance use disorders,Chronic pain,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-073-06-B,What is the primary goal of supportive psychotherapy?,To provide a safe space for patients to express their feelings,To help patients develop coping skills,To analyze patients' past experiences,To introduce new ideas and perspectives,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-073-07-B,What is the primary goal of cognitive-behavioural therapy?,To change thoughts to improve mood,To change emotions to improve behaviour,To understand and accept both thoughts and emotions,To simply observe thoughts without changing them,c,batch3,"{ ""answer_option"" : ""a""}",a
OIC-300-12-A,What is a common symptom of cervical tumors?,Abnormal vaginal discharge,Abnormal menstrual bleeding,Hydrorhea,Pyorrhoea,b,batch3,"{ ""answer_option"" : ""A""}",a
OIC-300-04-A,What is the recommended age range for Gardasil 9 vaccination in France?,11-12,15-16,18-19,20-21,b,batch3,"{ ""answer_option"": ""A"" }",a
OIC-300-02-B,What is a common co-factor for HPV infection that can increase the risk of developing cervical cancer?,Smoking,Immunosuppression,High number of pregnancies,Long-term use of oral contraceptives,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-09-B,What percentage of endometrial cancer cases were diagnosed in women under the age of 50?,40%,80%,90%,100%,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-06-A,What is the typical symptom of cervical cancer in its early stages?,Abnormal vaginal discharge,Spontaneous metrorrhagia,"Red, irregular cervix bleeding on contact",Leucorrhoea,c,batch3,"{ ""answer_option"" : ""A""}",a
OIC-300-14-B,What is the typical thickness of the endometrial mucosa in a patient with uterine body tumours?,4 mm,8 mm,10 mm,12 mm,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-01-B,What is the estimated number of cervical cancer deaths in France per year?,"1,117","2,920","3,000","4,000",b,batch3,"{ ""answer_option"": ""A"" }",a
OIC-300-07-A,What is a characteristic feature of cervical cancer in asymptomatic women?,Budding forms,"Ulcerated, irregular forms",A small red area,The cervix appears normal or has only a small red area,a,batch3,"{ ""answer_option"" : ""A""}",a
OIC-300-13-A,What is a characteristic feature of endometrial cancer that can be assessed during a speculum examination?,"A large, firm uterus","A small, soft uterus",The cervix is often enlarged and mobile,The cervix is often atrophic,b,batch3,"{ ""answer_option"" : ""A""}",a
OIC-300-11-B,What are the two most common histological types of endometrial cancer?,Adenocarcinoma type 3,Serous papillary carcinoma,Clear cell adenocarcinoma,Endometrioid adenocarcinoma,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-05-A,What is the recommended procedure for HPV testing in primary prevention/screening of cervical cancer?,3 years,5 years,1 year,Never,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-08-B,What is the main difference between a macroscopically abnormal cervix and cervical cancer?,A macroscopically abnormal cervix has a high risk of progression to invasive cancer.,A macroscopically abnormal cervix with no signs of invasion or lymph node involvement may still be considered pre-cancerous.,A macroscopically abnormal cervix is always associated with cervical cancer.,A macroscopically abnormal cervix has a low risk of progression to invasive cancer.,b,batch3,"{ ""answer_option"" : ""A""}",a
OIC-300-03-B,What is the main histological type of cervical cancer?,Squamous cell carcinoma,HPV-associated adenocarcinoma,Neuroendocrine tumors,Carcinosarcoma,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-300-10-A,What is the main cause of endometrial cancer?,Estrogen treatment alone,Tamoxifen treatment,Obesity (android type),Hypertension,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-068-03-B,What is the primary risk factor for behavioral disorders in children and adolescents?,Family aggregation,Cognitive factors,Environmental Factors,Perinatal Factors,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-068-04-A,What is the main difference between Oppositional Defiant Disorder (ODD) and Conduct Disorder (CD)?,Both ODD and CD involve aggression towards others.,"Conduct Disorder involves more severe symptoms, such as theft or destruction of property.","Oppositional Defiant Disorder is diagnosed when the child has a history of frequent outbursts, while Conduct Disorder is diagnosed when the child has a history of repeated rule-breaking and violence towards others.","Conduct Disorder involves more severe symptoms, such as substance use or suicidal behavior.",c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-068-02-A,What is the main difference between oppositional defiant disorder and conduct disorder?,Duration,Severity,Age range,Prevalence rate,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-068-01-A,What is one characteristic that is typically associated with normal adolescence?,Puberty,Experimentation and risky choices,Emotional hypersensitivity,Differential maturation of the central nervous system (cortico-limbic asynchrony),a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-237-02-A,What is the main difference between a ventricular tachycardia and an acute coronary syndrome?,"Ventricular tachycardia has a wide QRS, while acute coronary syndrome does not","Ventricular tachycardia is associated with lipothymia, while acute coronary syndrome is linked to syncope","Both are indicative of underlying heart disease, but ventricular tachycardia has a more severe prognosis",Neither is associated with signs of low output,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-237-07-A,What is the typical presentation of a junctional tachycardia?,Palpitations known as 'Bouvere's disease',Atrial fibrillation,Ventricular supraventricular tachycardia,Junctional ventricular tachycardia,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-237-09-B,What is a characteristic feature of Cardiac Neurosis in the context of palpitations?,A normal ECG with no abnormalities,An abnormal ECG with signs of cardiac pathology,Depression or anxiety as a primary symptom,A sudden onset of symptoms without any identifiable cause,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-237-05-A,"What is the main difference between an atrial, ventricular, and junctional extrasystole?",Atrial,Ventricular,Junctional,None of the above,a,batch3,"{ ""answer_option"" : ""A""}",a
OIC-237-06-A,What is a common physiological context for adaptive sinus tachycardia?,Exercise,Stress,Pain,Hypertension,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-237-04-B,What should be done if the patient experiences frequent palpitations (>1/week)?,A Holter ECG with a recording time of between 24 and 96 hours,A long-term ambulatory ECG (7 to 21 days),A stress test during exercise,A routine CBC and ionogram,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-237-01-A,What is a characteristic of palpitations?,A sensation that the heart feels heavy,A sensation that the heart beats too fast,A sensation that the heart feels weak,A sensation that the heart feels numb,b,batch3,"{ ""answer_option"" : ""B""}",b
OIC-237-08-B,What is the characteristic ECG finding in Wolff-Parkinson-White syndrome?,Short PR interval,Wide QRS complex,Prolonged PR interval,delta wave (δ),a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-237-03-A,What is the main difference between Percritical and Inter-Critical ECGs?,Inter-Critical,Percritical,Both are used for diagnosing palpitations,ECG is not a medical device,b,batch3,"{ ""answer_option"" : ""B"" }",b
OIC-101-05-A,What is the most common cause of Peripheral Facial Paralysis (PFP)?,Frigore,Head Trauma,Diabetes,HIV Infection,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-101-07-A,What should be done to prevent complications in patients with facial paralysis due to frigidity?,Use artificial tears as a preventative measure,Apply occlusive dressings at night without considering the severity of palpebral occlusion,Perform temporary tarsorrhaphy for severe cases,Prescribe oral corticosteroids only after 72 hours of treatment initiation,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-101-02-A,What is a characteristic feature of peripheral facial paralysis?,The nasolabial fold is obliterated,The labial commissure falls away,The mouth is drawn to the healthy side when smiling,The eyelashes are more apparent on the paralysed side,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-101-08-B,What is a common outcome in facial paralysis?,Recovery begins 8 to 15 days after onset,Aberrant reinnervation leads to severe persistent deficit,Residual synkinetic movements are the most common outcome,Muscular weakness is a necessary treatment,c,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-101-06-A,What is the primary mode of onset for facial paralysis?,In the morning on waking,After exposure to cold (travel),Immediately after a meal,During exercise or physical activity,b,batch3,"{ ""answer_option"" :""A""}",a
OIC-101-10-A,What is the primary indication for cerebral imaging in Peripheral Facial Paralysis?,Brain MRI,Cerebral Scan,Other Imaging,Cervical CT/MRI with injection,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-101-01-B,What is a common symptom associated with facial paralysis?,Muscle weakness,Loss of sensation in the face,Hyperacusis,Hypotonia,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-210-04-B,What is a common cause of secondary interstitial lung disease?,Infectious,Cardiovascular,Medications,Tumor,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-210-03-B,What is the primary characteristic of hypersensitivity pneumonitis (HPP) in terms of its imaging findings?,Ground-glass opacity,Mosaic attenuation,Air trapping,Centrilobular micronodules,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-210-09-B,What is a common test for diffuse interstitial lung disease (IDP) in immunocompromised patients?,Blood cultures,Nasopharyngeal swab,Therapeutic diuretic test,ECG,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-210-01-A,What is the main category of Diffuse Interstitial Lung Disease (DIP)?,Chronic Obstructive Pulmonary Disease (COPD),Pulmonary Embolism,Acute Respiratory Distress Syndrome (ARDS),Lung Cancer,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-210-02-B,What is the main difference between silicosis and asbestosis?,Both are caused by inhalation of silica and asbestos fibers,"Asbestosis has micronodular interstitial abnormalities, while silicosis has micronodular adenopathy","Silicosis is more likely to cause calcified pleural plaques, while asbestosis causes centrilobular micronodules","Both are caused by inhalation of silica and asbestos fibers, with no difference in clinical presentation or imaging findings",b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-210-08-B,What is the primary purpose of Respiratory Function Tests (RFTs) in the assessment of Diffuse Interstitial Lung Disease (DILD)?,To assess the degree of restriction in patients with DILD.,To evaluate the effectiveness of corticosteroid therapy in sarcoidosis.,To monitor the natural course of IPF and provide information for diagnosing a possible relapse.,To measure the total lung capacity (TLC) to assess the severity of DILD.,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-210-07-B,What is the primary goal of a thorough clinical examination for diffuse interstitial lung disease?,To identify systemic diseases such as connective tissue disease or vasculitis,To assess the patient's overall nutritional status and dietary habits,To evaluate the patient's mental health and social support system,To determine the patient's likelihood of having a family history of lung disease,a,batch3,"{ ""answer_option"" : ""a"" }",a
