id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-164-11-A,Etiologies,What is the primary infection linked to the VZV virus?,Bacterial infection,Herpes simplex virus,Varicella Zoster Virus,Influenza virus,c
OIC-342-18-B,Management,"What is the primary focus of follow-up care for a patient who experienced discomfort, loss of consciousness, or coma in adults?",Diagnosis and treatment of underlying medical conditions,Development of a treatment plan to prevent future episodes,Provision of pain management and symptom relief,Referral to specialist for further evaluation,a
OIC-342-02-B,Physiopathology,What is the main pathophysiological mechanism of malaise in adults?,Cerebral hyperperfusion,Cerebral hypoperfusion or dysfunction of cerebral activity,Loss of consciousness due to cardiac arrest,Decreased oxygen supply to the brain,b
OIC-342-06-A,Positive diagnosis,What is a characteristic difference between an epileptic seizure and a pseudo-seizure (non-epileptic event) in adults?,Both involve loss of consciousness,"Epileptic seizures typically occur during sleep, while pseudo-seizures do not",Epileptic seizures are less severe than pseudo-seizures,"Epileptic seizures can be induced by external stimuli, whereas pseudo-seizures cannot",d
OIC-342-19-B,,"In adults presenting with discomfort, loss of consciousness, or coma due to suspected dehydration and orthostatic hypotension, what is the recommended follow-up action?",Only medication review,Education on self-care and hydration is essential for vulnerable elderly patients,Adequate fluid replacement is crucial to prevent further complications.,Treatment only if symptoms worsen or recur.,c
OIC-342-10-A,,What is the primary reason for identifying a patient's discomfort as an emergency?,Continuous monitoring of cardiac rhythm due to potential cardiac issues,To confirm if the patient has lost consciousness permanently,To ensure the patient receives immediate treatment for severe allergies,To determine the cause of shortness of breath,a
OIC-342-20-A,Management,"What should be done when a patient in adults presents with discomfort, loss of consciousness, or coma?",Prescribe benzodiazepine treatment,Use sedatives and tranquilizers to manage symptoms,Administer anti-anxiety medication only for short-term relief,Only refer the patient to a specialist,a
OIC-342-05-A,Positive diagnosis,What is a key criterion for diagnosing Orthostatic Hypotension?,< 90 mmHg,> 10 mmHg drop in DBP within 1-3 minutes,Focal or generalised dysfunction of the nervous system,Rapid correction of symptoms when blood sugar levels return to normal,b
OIC-342-11-A,,What is an abnormality on an electrocardiogram (ECG) that has immediate diagnostic value in adults experiencing syncope or lipothymia?,Bradycardia,Tachycardia with low blood pressure,Atrial fibrillation,Increased QT interval,d
OIC-342-17-B,,"What is the main purpose of cardiological monitoring in patients with malaise, syncope, or lipothymia?",To diagnose the underlying cause of their symptoms,To prevent sudden cardiac death,To provide ongoing assessment of cardiac function during daily activities,To screen for signs of myocardial infarction,b
OIC-342-21-A,Management,"After a coma, what is the primary goal for managing convulsive seizures?",To minimize patient discomfort and prevent long-term brain damage,To reduce the severity of the coma itself,To eliminate all possibility of seizure recurrence after discharge,To hasten recovery from the coma,a
OIC-342-09-A,Etiologies,What type of malaise is characterized by falls?,Psychogenic pseudo syncope,Malaise with partial or total loss of consciousness,Non-cardiac and non-neurological causes of malaise,Somatomorphic malaise,a
OIC-342-15-A,Management,What is the appropriate action immediately after an adult has experienced a generalized convulsive seizure?,Call for emergency medical services.,Perform CPR if the person's airway is obstructed.,Administer first aid to treat any injuries caused by the fall.,Try to give medication to stop the seizure.,a
OIC-342-03-A,,What is the main diagnostic criterion for distinguishing between a syncope/lipothymia and a generalized epileptic seizure?,Intensity of abnormal movements,Duration of loss of consciousness,Severity of chest pain,Type of neurological deficits,b
OIC-342-16-A,,What should be done to help an adult with low blood pressure?,Elevate the head,Lift the leg above the level of the heart,Turn onto side with the healthy arm in front,Put under the person's knees,b
OIC-342-13-B,Additional tests,What type of test is NOT a second-line test for syncope in adults?,Blood ionogram,Tilt test,ECG monitoring,Endocavitary electrophysiological study,b
OIC-342-04-A,Positive diagnosis,What does the Higham score primarily assess?,Menorrhagia severity,Syncope diagnosis in adults,Lipothymia symptoms,Triggering circumstances for syncope,a
OIC-342-12-B,Additional examinations,What is the primary indication for performing an electroencephalogram (EEG) in adults with suspected epileptic loss of consciousness?,Only when seizures are confirmed by clinical signs,When there is a clear history of epilepsy and no alternative diagnosis can be made,In cases where the cause is uncertain or needs to be ruled out after initial evaluation,"Whenever a patient reports a seizure, regardless of symptoms",c
OIC-342-08-A,Etiologies,What is a neurological cause of malaise without loss of consciousness in adults?,Focal intracerebral lesion,Metabolic disorders including hypoglycaemia and intoxication,Meningitis with severe infection of the meninges covering the brain and spinal cord,"Psychogenic pseudo syncope, a condition characterized by fainting due to stress or anxiety",d
OIC-342-14-A,Identifying the emergency,"After a 45-year-old male experiences sudden loss of consciousness during physical exertion, what element justifies an emergency cardiological opinion?",Recent or unexplained dyspnea,Family history of heart disease in people aged <40,Short QT interval (corrected < 350 ms),Deviation of the head when unconscious,b
OIC-342-01-A,Definition,What is the primary cause of syncope?,A transient global cerebral hypoperfusion,A prolonged seizure causing loss of consciousness for minutes,A feeling of extreme fear or anxiety leading to a heart attack,A sudden and dramatic change in air pressure,a
OIC-342-07-A,Etiologies,What is a common cause of syncope (lightheadedness) in adults?,A severe allergic reaction,Cardiac dysfunction or arrhythmia,A sudden drop in body temperature,Anemia,b
OIC-245-24-B,,What is being measured in the context of 21 hydroxylase block?,Long-chain fatty acids,17 OH progesterone levels,Adrenal gland function tests,Kidney function tests,b
OIC-245-06-B,,At what time of day is the 8-hour ACTH assay typically measured?,Midnight,8 o'clock in the morning,Late afternoon,Early evening before bed,b
OIC-245-17-B,Positive diagnosis,"After confirming the diagnosis of adrenal insufficiency, what test is NOT required?",Renin assay,ACTH test,Blood cortisol test,Other medical histories and physical exams,d
OIC-245-13-B,Management,What is the primary goal of glucocorticoid treatment for adrenal insufficiency?,To reduce cortisol levels in patients with primary adrenal insufficiency,To replace cortisol and aldosterone due to their deficiency or absence,To slow down the progression of adrenal disease,To treat mineralocorticoid deficiency only,b
OIC-245-08-B,Etiologies,What is the primary cause of autoimmune cortical shrinkage?,AIDS,Autoimmune diseases in women,Tuberculosis,Adrenal tumors,b
OIC-245-10-B,Etiologies,What is a common cause of corticotropic insufficiency in adults and children?,Infection or inflammation,Tumor in the pituitary gland,Sudden loss of blood volume during childbirth,Autoimmune disease targeting the adrenal glands,c
OIC-245-16-A,Positive diagnosis,What is a common symptom of adrenal insufficiency in adults and children?,Persistent fever that remains unresponsive to antibiotics,"Digestive disorders such as anorexia, nausea, vomiting, abdominal pain, and diarrhea",Hypertension due to excessive aldosterone production,"Hyponatremia, hyperkalemia, and metabolic acidosis",b
OIC-245-05-A,,What blood cortisol level indicates adrenal insufficiency?,< 50 ng/ml or 138 nmol/l,> 180 ng/ml (500 nmol/l),Between 50-200 ng/ml,Exactly at 8 o'clock,a
OIC-245-20-B,Management,What is recommended for managing acute adrenal insufficiency during surgery?,Administer hydrocortisone via oral route only,"Increase hydrocortisone doses initially, then return to usual treatment with tripling the dose after feeding resumes",Administer fludrocortisone in addition to hydrocortisone,Start IV/IM hydrocortisone continuously for 24 hours during surgery,d
OIC-245-09-A,Etiologies,What are the two main causes of adrenal insufficiency?,Only interruptions in prolonged corticosteroid therapy,Tumors of the hypothalamic-pituitary region and sudden discontinuation of corticosteroids,Only tumors of the hypothalamic-pituitary region,Corticosteroid therapy and surgical removal of adrenal glands,b
OIC-245-15-A,Identification of the emergency,What is the immediate course of action for acute adrenal insufficiency?,Delay treatment until hormone levels are confirmed.,Start treatment as soon as possible to prevent severe symptoms,Wait 24 hours before administering emergency treatment.,"Only provide supportive care, not treatment.",b
OIC-245-11-B,Management,What is the glucocorticoid activity of prednisolone?,6,4,3,2,b
OIC-245-21-B,,What should be done to adjust hydrocortisone doses during acute adrenal insufficiency due to stress?,Continue with 1 tablet in the morning only,Triple the dose of hydrocortisone for children and increase it by 50% for adults,"Administer 2 tablets at night, regardless of the time of day",Increase fludrocortisone doses during stress,c
OIC-245-19-B,Positive diagnosis,"Acute adrenal insufficiency can be a sign of the disease in adults, which of the following is NOT a possible cause?",Addison's disease,Bilateral adrenal hemorrhage,Pituitary apoplexy affecting pituitary secretion,Low cortisol production due to pancreatitis,d
OIC-245-02-A,Positive diagnosis,What are the main differences in semiological characteristics between primary and secondary adrenal insufficiency?,Both conditions have similar general condition manifestations,"Primary adrenal insufficiency has hypotension, while secondary adrenal insufficiency is characterized by pallor","Primary adrenal insufficiency has hyperpigmentation of skin and mucous membranes, whereas secondary adrenal insufficiency also shows hyperpigmentation",Both conditions have similar ion disorder manifestations,b
OIC-245-18-B,Etiologies,What can trigger decompensation of treated adrenal insufficiency?,Only severe physical trauma.,Intense psychological stress or major life events.,Certain medications that interact with hydrocortisone.,All of the above.,d
OIC-245-12-A,,What is typically administered to a patient with suspected adrenal insufficiency as soon as the diagnosis is suspected?,Glucose,100 mg hydrocortisone IV or IM,Potassium chloride,No treatment yet,b
OIC-245-03-A,Positive diagnosis,What are the three primary clinical signs of adrenal insufficiency (peripheral adrenal insufficiency affecting both adrenal glands)?,"Asthenia, weight gain, anorexia","Orthostatic arterial hypotension, nausea, and abdominal pain","Hypertension, tachycardia, and hyperglycemia","Weight loss, decreased appetite for salt, and depression",d
OIC-245-04-A,Positive diagnosis,What is the typical presentation of adrenal insufficiency in adults and children?,General signs are more marked than in primary adrenal insufficiency.,"Asthenia may be the only clinical sign, with no melanoderma present.",Adrenal insufficiency is characterized by both hyperkalemia and hyponatremia.,"General signs are more marked in primary adrenal insufficiency, such as weight loss, fatigue, and darkening of the skin (melanoderma).",b
OIC-245-23-A,Positive diagnosis,What is a characteristic clinical presentation of primary adrenal insufficiency (Addison's disease) in children?,A normal genitalia appearance,"Hypotonia, cholestatic jaundice, and cardiovascular collapse due to mineralocorticoid deficiency",An inability to regain birth weight quickly after birth,Adrenal glands that are abnormally small or underdeveloped,b
OIC-245-25-B,Etiologies,What is the most common cause of adrenal insufficiency in children?,Adrenoleukodystrophy,21-hydroxylase deficiency,Genetic mutations leading to adrenal gland damage,Infections or autoimmune disorders,b
OIC-245-01-A,Definition,What is the main cause of adrenal insufficiency?,An autoimmune reaction,A lack of sunshine leading to low vitamin D levels,Damage to both adrenal glands,Insufficient production of ACTH by the pituitary gland,d
OIC-245-22-B,Physiopathology,What is the primary effect of 21 hydroxylase block on aldosterone production?,Reduced,Increased due to DOC precursor conversion,Aldosterone synthesis continues normally,No change in aldosterone levels,b
OIC-245-07-A,Additional tests,What does a peak cortisol level of < 180 ng/ml (500 nmol/l) indicate during the Synacthen test?,"A normal response to the Synacthen test, ruling out adrenal insufficiency.","Insufficient stimulation by ACTH, indicating primary adrenal insufficiency.",Adrenal insufficiency due to corticotropic axis dysfunction,"No response to exogenous ACTH, regardless of aetiology.",d
OIC-245-14-B,,What is the primary method used to monitor the treatment of adrenal insufficiency?,Measuring cortisol and ACTH levels through blood tests,"Monitoring fatigue, weight, and blood pressure in patients",Using a renin assay to adjust fludrocortisone doses when necessary,"Performing regular bone, metabolic, and cardiovascular assessments for long-term effects of hydrocortisone overdose",b
OIC-107-05-B,Positive diagnosis,What is the primary abnormal movement associated with Huntington's disease?,Parkinsonian syndrome,Corticospinal dystonia,Chorea,Hypokinetic dyskinesia,c
OIC-107-06-A,Positive diagnosis,What is typically associated with Tourette's disease?,Co-morbidities such as obsessive-compulsive disorder and depression.,Tics that only occur during physical activity.,Tourette's disease is not a recognized medical condition.,Tics that only affect individuals over the age of 18.,a
OIC-107-03-A,Etiologies,Which drug(s) is most likely to induce iatrogenic parkinsonian syndrome?,Antidepressants,Neuroleptics (antipsychotics),Dopaminergic agonists,Carbon monoxide,b
OIC-107-07-B,Positive diagnosis,What is typically reserved for the term dyskinesia?,Choreic movements,Abnormal involuntary movements induced by L-dopa in Parkinson's disease and antipsychotics,Dystonic movements exclusively,Involuntary movements that worsen with age,b
OIC-107-02-A,Positive diagnosis,Which type of tremor is most commonly associated with essential tremor?,Parkinsonian tremor,Cerebellar tremor,Action tremor,Functional (psychogenic) tremor,c
OIC-107-01-A,Positive diagnosis,"Which of the following types of movements is characterized by sudden, random, anarchic movements often affecting various territories and present at rest and in action?",Tremor,Chorea,Dystonia,Myoclonus,b
OIC-133-04-A,Positive diagnosis,Assessing Dependency in Elderly People,Katz scales primarily measure instrumental activities of daily living (IADL),"Lawton scale is used for assessing basic acts of daily living (ADL) and IADL, but it only measures eating and using the toilet.",Both Katz and Lawton scales are highly predictive of morbidity and mortality,The Lawton scale can be completed by family members or friends to assess an elderly person's abilities,d
OIC-133-05-B,Physiopathology,What is a main cause of iatrogenic dependence in elderly people?,Chronic illness,Falls while hospitalized,De novo urinary incontinence,Cognitive decline due to hospitalization,c
OIC-133-06-B,Positive diagnosis,What is a major consequence of dependency on patients?,Increased risk of cardiovascular disease in carers,Psychological suffering and social isolation for both patients and carers,Financial difficulties for home improvements or abandonment due to patient's reduced capacity,Improved physical health outcomes for caregivers through increased support,b
OIC-133-09-B,Care,What is the primary purpose of an {établissement de Soins de Longue Durée (EHD) or Unité de Soins Longue Durée?},Non-medical collective accommodation for elderly people with good physical independence,Care facilities for the most dependent people,Temporary accommodation for elderly people who cannot remain at home due to lack of caregiver support,Foster care services for elderly people,b
OIC-133-03-A,Definition,What is Wood's primary focus in his functional analysis of diseases?,Identifying specific medical conditions,Understanding how disease affects an individual's daily life,Determining the cause of a person's disability,Analyzing the physical and social resources available to compensate for disabilities,b
OIC-133-07-A,,"According to the GIR Grid, which type of financial aid is available for individuals with autonomy levels 5 and 6?",Allocation Personne Âgée (APA),Pension funds and/or mutual insurance companies,Both A and B,Neither APA nor pension funds,b
OIC-133-08-A,Taking charge,What is the primary purpose of a Mandat de Protection Future?,To appoint a representative for an adult who needs guardianship,To provide temporary protection for an incapacitated individual without restricting their rights,To allow relatives to make decisions on behalf of an incapacitated person without court intervention,To protect an adult's interests only after they have passed away,b
OIC-133-01-A,Definition,What does the concept of autonomy refer to in the context of elderly care?,The ability of an elderly person to perform daily tasks independently.,The freedom and right to make decisions about one's own life without external influence.,The need for caregivers to assist with daily living activities due to physical limitations.,The age-related decline in cognitive abilities that affects an individual's ability to care for themselves.,b
OIC-133-02-B,Definition,What is the main distinction between Group 1 and Group 6 in the GIR Score?,"Group 1 has the lowest level of autonomy, while Group 6 has some autonomy","Group 1 represents highly dependent individuals, whereas Group 6 includes people with full independence",The difference lies in the type of toilet used,There is no distinction between the two groups,b
OIC-234-14-A,Additional examinations,What is the characteristic radiographic feature of vascular redistribution in pulmonary stasis with alveolo-interstitial syndrome?,Vascular redistribution from the apices to the bases,Intersticial oedema with Kerley's B lines and blurred hilar vessels,Bilateral pleural effusions with unilateral forms seen in directional mitral insufficiency,Alveolar opacities of perihilar distribution when the onset is sudden,b
OIC-234-22-A,,What is the primary factor that confirms cardiogenic shock?, Low cardiac output,Exclusion or correction of hypovolemia,Arterial blood pressure < 90 mmHg for at least 30 minutes,Presence of heart failure symptoms,b
OIC-234-03-A,Definition,What type of pulmonary oedema occurs when there is an increase in left ventricular filling pressure?,Ischemic,Cardiogenic Acute Pulmonary Oedema (PAO),Heart failure leading to transudative PAO,Oxygen deficiency leading to fluid buildup,b
OIC-234-05-B,,What is the primary damage in left heart failure?,Right ventricle,The entire heart,Left atrium and ventricle,Heart chambers,c
OIC-234-09-A,Positive diagnosis,What is the specific sign that is more indicative of cardiac insufficiency (CI) compared to dyspnea?,Orthopnoea,Palpitations,Jugular turgidity,Abdominal pain,a
OIC-234-07-A,Positive diagnosis,"When assessing a patient with acute respiratory failure, which non-cardiogenic cause is less likely based on the presence of fever?",ARDS,Acute pneumonia,Pulmonary embolism,Decompensated COPD,d
OIC-234-17-A,Emergency identification,What is a key sign of cardiogenic pulmonary oedema (PAO) severity,<strong>Respiratory rate < 12/minute</strong>,"Cyanosis, but no chest pain or ST-segment elevation",Profuse sweating without hypercapnia,<strong>Respiratory rate > 30/minute and cyanosis</strong>,d
OIC-234-13-B,Additional examinations,Echocardiography allows:,"Diagnosing cardiac insufficiency (CI), Defining the type of heart failure","Identifying an aetiology, Measuring filling pressures",Specifying the mechanism of CI,Monitoring and evolution (prognosis),a
OIC-234-19-A,Management,What is the primary goal of the low-salt diet in adult heart failure management?,To completely eliminate salt from all food intake,"To reduce daily sodium intake to at least 5-6 g/day, while avoiding excessive salt consumption","To focus solely on cutting back on high-sodium foods, without setting a specific daily limit",To only use salt-free seasoning alternatives for cooking and eating,b
OIC-234-10-B,Additional examinations,What is the primary purpose of a transthoracic echocardiography (TTE) in patients with adult heart failure?,To assess left ventricular hypertrophy,To evaluate cardiac output and diastolic function,To rule out coronary artery disease after a heart attack,To measure serum creatinine levels,b
OIC-234-23-B,Management,What is the primary goal of administering inotropes and catecholamines in cardiogenic shock?,To treat any underlying rhythm disorder,To reduce peripheral vasoconstriction,To increase blood pressure and improve cardiac output,To wean patients off support therapy immediately,c
OIC-234-08-B,,How does left ventricular ejection fraction (LVEF) classify heart failure?,"If LVEF is between 40-49%, it's classified as heart failure with preserved EF.",Heart failure with reduced EF if LVEF ≤ 50% and heart failure with preserved EF if LVEF ≥ 40%.,"If LVEF is > 40%, it's classified as heart failure with reduced EF, while < 40% indicates heart failure with preserved EF.",Heart failure with moderately impaired LVEF typically has an LVEF of exactly 45%,c
OIC-234-12-B,Additional tests,What is the general criterion for considering elevated natriuretic peptide levels (BNP or NT proBNP) in the context of acute dyspnea?,< 100 pg/ml (BNP) or <300 pg/ml (NT-proBNP),> 500 pg/ml (all ages),> 1500 pg/ml (all ages),> 2500 pg/ml (all ages),a
OIC-234-18-A,Management,What is the primary goal of emergency treatment for cardiogenic OAP?,Preventing future episodes,Managing underlying causes of heart failure,Improving oxygen saturation and blood pressure,Reducing cardiac output,c
OIC-234-11-A,Additional tests,What additional examinations should be urgently ordered for adult heart failure patients?,"Blood tests: blood ionogram, urea, creatinine, CBC","Troponin and BNP or NT ProBNP, ECG, Chest X-ray, Arterial blood gas, Cardiac ultrasound","Only the following blood tests should be carried out: urea, creatinine, CBC, liver function tests",No additional examinations are required beyond basic lab work and patient history,b
OIC-234-01-B,Epidemiology,What is the average age range for adults with heart failure?,50-60 years,70-80 years,90-100 years,40-50 years,b
OIC-234-21-B,,What is a common cause of death in heart failure patients?,Kidney disease,Infections,Rhythm disorders,Cardiac arrest due to embolism,c
OIC-234-02-A,Definition,What is the primary definition of heart failure (HF) from a pathophysiological point of view?,A clinical syndrome with past or present symptoms of CHF caused by a structural and/or functional cardiac anomaly,An inability of the heart to deliver sufficient flow to meet the body's needs and/or to function with normal filling pressures,A failure of myocardial contraction leading to LVEF ≤40%,Relaxation compliance causing diastolic dysfunction in LVEF ≥50%,b
OIC-234-20-A,Management,"In the management of adult heart failure with reduced ejection fraction (HFrEF), which of the following is a correct approach?",Initiate all four classes of cardioprotective agents simultaneously and gradually increase doses over 1-2 weeks,Start with beta-blockers at low dose and immediately combine with ACE inhibitors or ARBs in patients with stable IC,"Prescribe loop diuretics as first-line treatment for symptomatic congestion, regardless of edema resistance to thiazides",Monitor patients closely for signs of congestive heart failure (EPOF) and adjust treatment accordingly,d
OIC-234-06-B,,How is cardio-genic PAO distinguished from lesional PAO?,By normal vs. high pulmonary capillary wedge pressure,By high protein content of oedema fluid,By damage to the alveolar-capillary membrane,By an increase in permeability due to ARDS progression,a
OIC-234-16-A,Etiologies,What is a common cause of heart failure in adults?,Only left ventricular systolic dysfunction,"Ischaemic heart disease, hypertension, and valvular heart diseases are the leading causes",Cardiomyopathy is a direct genetic disorder of the cardiac muscle,Right-sided heart failure only occurs due to chronic respiratory insufficiency,b
OIC-234-04-A,Definition,What is a common indicator of cardiogenic shock?,Systolic blood pressure < 80 mmHg,Cardiac index > 2.5 l/min/m²,Urine output > 50 mL/h,Capillary pressure < 10 mmHg,a
OIC-270-05-A,Additional examinations,"In adults with acute low back pain, when should imaging tests be urgently ordered?",Whenever the pain is resistant to symptomatic treatment,Only after a prolonged duration of pain (more than 7 days),When accompanied by signs of severity such as fever and neurological deficit,"For all cases, regardless of clinical presentation",c
OIC-270-01-A,Positive diagnosis,What is the primary goal when examining a patient with acute low back pain?,To rule out other possible causes before accepting the diagnosis of common acute low back pain.,To focus on neurological examination to identify radiculalgia or cauda equina.,To conduct a general and visceral examination to look for signs of renal infarction or acute pyelonephritis.,To only inspect the patient's abdomen and back for visual signs.,a
OIC-270-07-B,,What is a factor that can influence the transition from acute to chronic low back pain?,Prolonged work hours,Family conflict over medical expenses,Fear of returning to work after an injury,Depression and anxiety related to chronic illness,d
OIC-270-03-A,Identifying an emergency,What signs indicate severe acute low back pain?,"Abdominal defense or contracture, intestinal obstruction",Motor deficit and abnormal neurological examination,"All of the above except abdominal defense or contracture, intestinal obstruction",None of the above,f
OIC-270-04-A,Etiologies,"A patient with acute low back pain presents with sudden onset of unilateral lumbar pain radiating to the homolateral iliac fossa, accompanied by nausea, vomiting, and hematuria. Which test is most appropriate for initial imaging?",Simple PNAS,Ultrasound + PSA (sensitivity 80-90%) or ideally abdominal and pelvic CT scan without contrast injection,Non-injected AP CT scan,"Uninjected AP CT scan for fever, renal failure (uninjected), hyperalgesia (no injection)",b
OIC-270-02-A,Etiologies,What are the primary categories of low back pain etiology?,"Infectious, Traumatic, Visceral, and Cardiological","Degenerative, Spondyloarthritis, Non-traumatic spinal cord compression, and Referred Pain","Pulmonary, Gynaecological, Urological, and Nephrological","Fever, Trauma, Abnormal Neurological Examination, and Tumour",b
OIC-270-06-A,Additional tests,Why are biological tests ordered for acute low back pain?,Only to rule out common vertebral causes,As a matter of urgency if there is any sign of seriousness and to adapt to the diagnostic orientation,"Always, regardless of the cause or symptoms",To confirm the diagnosis of a specific disease process rather than just pain,b
OIC-032-04-B,Management,At what age does neonatal blood screening typically begin?,48 hours,72 hours,1 week,2 weeks,b
OIC-032-06-A,Care,When should exclusive breastfeeding begin?,At birth,After 2 weeks,After the baby starts solid foods (at around 6 months),Exclusive breastfeeding for a certain age before starting solids,a
OIC-032-07-B,Positive diagnosis,"Prematurity is defined as birth before 37 weeks' gestation. According to the provided text, what additional weight criterion defines prematurity at 22 weeks' gestation?",at least 250g,at least 500g,more than 1500g,over 1000g,b
OIC-032-05-B,,What is the primary purpose of the Barlow manoeuvre during hip examination in a newborn?,To relieve pain associated with an irreducible dislocated hip,To reveal a protrusion if there is a 'dislocatable hip' or a 'reducible dislocated hip',To assess for neurological disorders that may be related to CDH,To check for asymmetry of the folds and lengths of the lower limbs,b
OIC-032-08-B,Positive diagnosis,What percentage of births are born with a cleft lip and palate that is syndromic?,70%,1 in 2000,30%,5% of all newborns,c
OIC-032-03-B,Positive diagnosis,"After birth, what is the first step in preventing hypothermia?",Clamping and cutting the cord,Applying a warm cap to the newborn's head,Wrapping the newborn snugly in a blanket to retain body heat,Administering vitamin K1 to the newborn immediately after birth,a
OIC-032-01-B,Positive diagnosis,How many Apgar score parameters are used to evaluate a newborn's adaptation to extra-uterine life?,3,4,5,6,a
OIC-032-02-B,Positive diagnosis,What are the primary criteria used to assess the maturation of a newborn baby?,Gestational age determined by ultrasound or last menstrual period,Passive tone measured by popliteal angle and dorsiflexion of foot,"Archaic reflexes like sucking, grasping, and moro reflex present at birth",Active tone assessed by pull-sit maneuver and full sit-up,a
OIC-086-04-A,Etiologies,What is a common cause of neurogenic ptosis?,Damage to the levator muscle of the upper eyelid,Paralysis of the III cranial nerve or cervical sympathetic nerve in Claude-Bernard-Horner syndrome,Inflammation of the orbicularis oculi muscle,Relaxation of the levator aponeurosis with aging,b
OIC-086-12-A,Identification of the emergency,A patient presents with sudden onset ptosis and diplopia. What should be the first step in diagnosis?,Order an MRI of the brain to rule out other causes,"Check for signs of sympathetic disruption, such as miosis and enophthalmos, to consider Claude Bernard-Horner syndrome",Perform a nerve conduction study to assess oculomotor nerve function,Consider temporal involvement and search for an intracranial retrocarotid aneurysm compressing the III nerve,d
OIC-086-10-B,Management,What is the primary method used to treat an ineffective chalazion?,Apply a local corticosteroid ointment.,Perform eyelid massage and use topical antibiotics.,Administer oral pain medication.,Excise the entire meibomian gland.,a
OIC-086-02-A,Positive diagnosis,What is a common cause of entropion?,Muscle spasms,Relaxation of cutaneous tissues,Contraction of conjunctival tissues,Ectopia lentis,b
OIC-086-13-B,Epidemiology,At what age can a catheter be inserted for persistent lacrimation?,0 months,1 month,4 months,6 months,c
OIC-086-11-A,Management,What is typically done for a stye that is resistant to antibiotic treatment?,A surgeon may remove the entire eyelid.,The stye may be incised and drained under local anesthesia on an outpatient basis.,A new type of antibiotic eye drop might be prescribed.,"No further action is needed, it will resolve on its own.",b
OIC-086-03-A,Positive diagnosis,What condition is characterized by excess eyelid skin that affects vision?,Ptosis,Dermachalasis,Ectropion,Entropion,b
OIC-086-06-A,Positive diagnosis,What is the typical location of a stye?,At the center of the eyelid,On the underside of the eyelash,At the free edge of the eyelid centered on a pilosebaceous follicle,Inside the meibomian gland,c
OIC-086-01-A,Positive diagnosis,What is a complication associated with ectropion?,Corneal opacity,Lacrimation and corneal exposure,Palpebral closure deficiency,Tarsal plate hypertrophy,b
OIC-086-05-A,Positive diagnosis,What is typically present in a chalazion?,Bacterial infection,Sebaceous secretions only,Communication with the free margin of the eyelid,No swelling or inflammation,b
OIC-086-09-B,Positive diagnosis,What is not typically a sign of malignancy in a palpebral tumour?,Rapid growth,Loss of eyelashes (Madarosis),Heterochromia as a sign of malignancy,Telangiectasias associated with basal cell carcinoma,c
OIC-112-03-B,Positive diagnosis,What is a characteristic of the bulla in pemphigoid?,Tense and fragile,Flexible and blister-like,Linearly arranged IgG and C3 at the dermal-epidermal junction,No mucosal lesions present,c
OIC-112-04-A,Additional examinations,What is a direct immunofluorescence examination used to confirm in bullous dermatosis?,The presence of autoantibodies.,The absence of autoantibodies.,Only the diagnosis of pemphigoid.,Only the diagnosis of pemphigus.,b
OIC-112-05-B,Etiologies,What is another common cause of bullous diseases?,Vasculitis,Insect bite reaction,Sun burn and thermal exposure,Toxidermia,a
OIC-112-01-A,Definition,What type of bubble forms in the epidermis when cleavage occurs within it?,Sub-epidermal,Intra-epidermal with a taut roof and floor in the dermis,Intra-epidermal with a flaccid roof and floor in the epidermis,Sub-epidermal with a rigid roof and floor in the epidermis,c
OIC-112-02-A,Positive diagnosis,What diagnostic confirmation method for autoimmune bullous dermatosis requires two skin biopsies?,A single skin biopsy for standard histological analysis,Direct immunofluorescence examination on one skin biopsy,"Two skin biopsies: one for histology and the other for direct immunofluorescence examination, where a positive test confirms autoimmune nature",Clinical evaluation alone without any histological or immunofluorescence tests,c
OIC-260-13-B,Management,In the management of acute retention of urine due to clotting macroscopic hematuria:,A suprapubic catheter should be placed with caution,Placement of a double-stream bladder catheter (large bore CH>18) is contraindicated,Intravenous filling and packed red blood cells transfusion may be considered in the presence of hemodynamic problems,Ureteral stent insertion should always be performed for renal colic caused by clotting,c
OIC-260-01-A,Definition,What is the definition of hematuria?,The abnormal presence of white blood cells in the urine,Bleeding from the urethra or other sources outside micturition,"Blood contamination of urine due to menstruation, metrorrhagia, or haemospermia",Red coloring of the urine caused by medicines or food,c
OIC-260-11-A,Positive diagnosis,What is the purpose of the diagnostic tree for hematuria?,To provide a visual representation of all possible causes of hematuria,To guide clinicians through a step-by-step process to narrow down suspected causes,"To generate a comprehensive list of potential diagnoses, including those less likely",To compare treatment options for different types of hematuria,b
OIC-260-03-A,Positive diagnosis,What does microscopic haematuria require for a positive diagnosis?,Urine dipstick test only,"ECBU (Endoscopy, Cystoscopy, and Biopsy ultrasound) confirmation",Blood count test to measure red blood cells per mm³,Imaging tests such as X-ray or CT scan,b
OIC-260-12-A,Identification of the emergency,Why is hospitalization required for patients with macroscopic hematuria?,Only if there are clinical or biological repercussions such as bladder or ureteral clotting.,If the patient has a history of chronic anemia,Only if there is no visible clot in the urinary tract,If the patient is experiencing severe abdominal pain,a
