id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-176-13-A,,What is the usual duration of antibiotic treatment for infectious diarrhoea?,1-3 days,7-10 days,14 days,until symptoms disappear,a
OIC-176-01-A,Definition,What defines diarrhoea in adults?,< 3 bowel movements per day,> 250g of stools per day,Only occurs during the night,Lasts for more than 2 weeks,b
OIC-176-07-A,Complementary examinations,"In adults with acute febrile diarrhoea, what type of examination is recommended?",Parasitological Examination,Blood Cultures,Stool Culture,Virological Examination,c
OIC-176-03-A,Identifying emergencies,What is the primary concern for HUS and Thrombotic Thrombocytopenic Purpura?,Acute dehydration,Post-diarrhoea pseudo-occlusive picture,Febrile diarrhoea on returning from a trip,Sepsis and Septic Shock in Children and Adults,d
OIC-176-05-A,Positive diagnosis,What is the typical presentation of viral watery diarrhoea in children?,Viral watery diarrhoea only affects children over 4 years old,Fever is a common symptom of rotavirus infection in children,C. difficile infections are non-existent before the age of 4 due to lack of toxin receptors,Viral watery diarrhoea always causes bloody stools,b
OIC-176-04-A,Positive diagnosis,What type of food is most commonly associated with infection from Campylobacter jejuni?,Undercooked minced beef,Poultry,Unpasteurised dairy products,Raw fish,b
OIC-176-14-A,,What should you do to prevent infectious diarrhoea?,Drink only bottled water,"Wash hands before meals and after using the toilet, in all circumstances",Avoid eating raw or undercooked food,Take antibiotics if symptoms occur,b
OIC-176-12-A,Management,What is the primary goal of symptomatic management of diarrhoea in adults?,To treat the underlying cause of diarrhoea,To reduce the severity and frequency of diarrhoeal stools,To administer intravenous fluids to prevent dehydration,To use antibiotics to eliminate the diarrhoeal pathogen,b
OIC-176-17-A,,What is a key consideration when prescribing intravenous rehydration in adults and children with infectious diarrhoea?,Only use for severe dehydration,Use IV rehydration only if oral rehydration fails,"Prescribe IV rehydration regardless of severity, as it provides faster hydration",Use IV rehydration in children under 5 years old with mild to moderate dehydration,a
OIC-353-09-B,Management,What are some indications for hospitalizing an individual at risk of suicide?,To treat a life-threatening physical illness related to the suicidal attempt,In the event of a low or medium degree of urgency with decompensated psychiatric disorders,To provide intensive psychotherapy and resolve the crisis immediately,Only for individuals with high-risk psychiatric disorders,b
OIC-353-04-A,Positive diagnosis,What is the most common method used by children in suicidal behavior?,Substance use,Hanging/strangulation and defenestration,Firearm use,Overdose,b
OIC-353-01-A,Definition,What is Suicidal?,An individual who survives a suicide attempt.,A person experiencing suicidal thoughts or having made a voluntary attempt to take their own life.,Someone who has died by suicide but not taken their own life.,A person who is at risk of attempting suicide.,b
OIC-353-03-A,Positive diagnosis,What is a key manifestation of a suicidal crisis in adults?,Only feelings of despair,Feeling overwhelmed by coping strategies with no apparent solution,Withdrawal from affection and physical contact is the only symptom,A sudden search for lethal means is a definitive sign of suicidal crisis,b
OIC-353-11-B,Management,What should be considered when assessing an older person for suicidal risk?,Only physical pain and/or abuse,"Comorbid psychiatric disorders, but not physical pain or abuse",Only conduct a systematic search for comorbid psychiatric disorders,Characteristic depressive episodes and perform a systematic psychosocial assessment,d
OIC-353-07-B,Management,"When assessing suicidal risk in patients, what is the recommended approach?",Directly ask about suicidal thoughts without addressing them directly,Contact family and friends while respecting medical confidentiality,Trivialize the patient's concerns to avoid escalating the situation,Avoid discussing suicidal risk altogether,b
OIC-353-06-B,,What is the primary focus of primary prevention in suicidal risk and behavior?,Identifying people who are already in a suicidal crisis,Providing early detection of suicidal crises through helplines and hotlines,Treating individuals with depression to prevent future suicidal behaviors,Restricting access to resources for those at risk,c
OIC-353-08-A,Management,What is the primary goal of a psychiatric interview after a suicidal crisis has stabilized?,To decide on hospital admission,To assess and guide treatment for associated psychiatric disorders,To prescribe sedatives or hypnotics for agitation/anxiety/insomnia,To provide emotional support only,b
OIC-353-05-A,Positive diagnosis,What is the primary factor in assessing suicidal risk?,Family history of death by suicide,"Psychiatric pathology, such as depression or substance abuse",Recent event leading to a state of crisis,Religious beliefs,b
OIC-353-10-B,Management,What is the primary purpose of involving parents in the care process for individuals at risk of suicide?,To provide emotional support during the assessment process,To limit access to lethal means and create a safe environment,To educate parents on how to recognize warning signs of suicidal behavior,To involve parents in the decision-making process for treatment options,b
OIC-353-02-A,Epidemiology,What percentage of respondents aged 18-85 reported having thought about committing suicide in the last 12 months?,2.5%,4.2%,6.8%,9.1%,b
OIC-082-07-A,Emergency identification,"A 65-year-old patient experiences a sudden drop in vision with a white, painless eye. What is the next step in diagnosis?",Perform an MRI scan of the brain,Ruling out retinal detachment via B-ultrasound,Admit the patient to a neurovascular unit for urgent treatment,Order a CT scan of the head,b
OIC-082-09-B,Positive diagnosis,What is a characteristic clinical sign of central retinal artery occlusion (CRAO)?,Papilledema,Cherry-red staining of the macula,Venous tortuosity and dilatation,Retinal hemorrhages,b
OIC-082-01-A,Positive diagnosis,A visual problem is binocular if,it persists after occlusion of one eye,it disappears when either eye is occluded and is only perceived when both eyes are open,it only occurs in the non-dominant eye,it can only be seen by people with amblyopia,b
OIC-082-08-B,Additional examinations,What type of examination is primarily used to assess the length of the eyeball?,Fluorescein angiography,Ocular ultrasound (B mode),"Electrophysiology (ERG, EOG, PEV)",Goldman visual fields,a
OIC-082-06-A,Etiologies,What is the primary cause of Anterior Ischaemic Optic Neuropathy (NOIA)?,Horton's disease,Arteriosclerosis,Intracranial hypertension,Pituitary adenoma,a
OIC-082-12-B,Positive diagnosis,What should be differentiated from a migraine aura in terms of transient visual disorders?,Transient ischaemic attacks,Symptomatic migraines,Posterior uveitis,Retinal detachment,a
OIC-082-17-B,,What is a common initial symptom of intravitreal hemorrhage?,A sudden loss of peripheral vision,An 'impression of sooty rain',Severe pain in the eye,Blurred vision with no light perception,b
OIC-082-15-A,Identification of the emergency,What is a characteristic of rhegmatogenous retinal detachment (RD) in terms of visual field loss?,The peripheral visual field remains intact.,A gradual loss of central vision occurs.,Visual acuity drops when the macula is lifted by the RD.,No visual symptoms occur before detachment.,c
OIC-082-16-B,Positive diagnosis,What type of retinal detachment occurs due to a tear in the peripheral retina?,Exudative,Tractional,Rhegmatogenous,Posterior Vitreous Detachment,c
OIC-082-10-B,Positive diagnosis,What is the primary characteristic of Retrobulbar Optic Neuritis (NORB) in terms of visual field examination findings?,Total or sectorial papilledema,Central or caecocentral scotoma on visual field examination,Bilateral and progressive damage with a normal fundus examination,Afferent pupillary deficit (Marcus Gunn pupil) in the affected eye only,b
OIC-082-11-A,Positive diagnosis,What typically occurs after the appearance of visual stimuli in an ophthalmic migraine or visual migraine aura?,A severe headache immediately follows,"The symptoms subside in about 15 to 20 minutes, giving way to a pulsatile headache",The patient experiences permanent vision loss,No headache ever occurs with the condition,b
OIC-082-02-A,Definition,Amaurosis fugax is characterized by,"Total visual loss lasting hours and resolving slowly, requiring immediate medical attention.",Sudden loss of vision in one eye that lasts a few minutes and resolves spontaneously.,Gradual decline in visual acuity over months or years due to retinal damage.,Permanent blindness caused by retinal detachment or glaucoma.,b
OIC-082-05-B,,What is the primary purpose of Gonioscopy?,To measure eye pressure,To assess the six oculomotor muscles of each eye separately (ductions) and in combination (versions),To detect retinal detachment in ocular media disorders,To visualize pathological choroidal vessels,b
OIC-082-03-A,Positive diagnosis,What happens to the consensual photomotor reflex (PMR) when the affected eye is illuminated?,It is abolished,"It remains preserved, but the direct PMR is also abolished due to paralysis of the iris sphincter",It is preserved in both eyes and normal pupil size is maintained,It is abolished due to suppression of the afferent pathway,c
OIC-164-07-A,Etiologies,What is the primary mode of transmission for HHV6 virus?,Human-to-human contact via skin-to-skin contact,"Respiratory route (saliva, droplets)",Blood transfusion,Insect bite,b
OIC-164-10-A,Etiologies,What is the primary characteristic that distinguishes Kawasaki Disease from other febrile rashes in children?,A sudden and severe drop in blood pressure,The presence of coronary artery dilation after 10 days without treatment,"A high fever lasting more than 5 days with at least 4 major criteria, including maculopapular exanthema or diffuse erythema of the trunk and limbs",Severe abdominal pain that requires immediate hospitalization,c
OIC-164-05-A,Etiologies,What is the primary mode of transmission for Rubella?,Fecal-oral route,Human-to-human via respiratory droplets,Blood transfusion from an infected individual,Mosquito bite,b
OIC-164-06-A,Etiologies,What is a characteristic of Parvovirus B19 infections in adults?,More severe symptoms than in children,"Rarely affects adults, but can cause long-term health issues",Always transmitted through the respiratory route,Typically occurs only in pregnant women,b
OIC-164-02-A,Identification of the emergency,What is the emergency situation related to a rash in children?,Purpura fulminans is only characterized by extensive and/or necrotic purpura,Toxic epidermal necrolysis (TEN) is a condition that can cause skin detachment similar to burn victims,Kawasaki disease is an inflammatory emergency related to a rash in children,Dermatological emergencies include only staphylococcal epidermolysis and erythema multiforme major,b
OIC-164-08-A,Etiologies,What is the primary age group for primary infection with infectious mononucleosis?,Infancy,Adolescence,Older adults,Children under 5 years old,b
OIC-164-01-A,Positive diagnosis,"What type of rash is characterized by macules, papules, vesicles, and pustules?",Macular exanthema,Vesiculo-pustular exanthema,Erythematous exanthema with scarlatiniform characteristics,Morbilliform exanthema with patches of healthy skin,b
OIC-164-04-A,Etiologies,How long is the contagious period of measles?,5 days after the rash,10-12 days after the onset of symptoms,15-20 days before the appearance of the rash,30-40 days after exposure,b
OIC-164-09-A,Etiologies,What percentage of adults are immune to different types of erythrogenic toxin produced by Group A Streptococcus (GAS)?,90%,80%,95%,100%,b
OIC-164-03-A,Positive diagnosis,What is the primary characteristic of a maculopapular exanthema?,"It appears as a warm, painful infiltrated localized erythema.",It occurs without an interval of healthy skin (scarlatiniform) and is typically associated with scarlet fever or staphylococcal toxic shock.,"It is characterized by macular exanthema without an interval of healthy skin, indicating a viral etiology such as measles, rubella, or Parvovirus B19.","It is a type of elementary lesion that appears in relation to fever and evolves over time, with characteristics similar to those seen in bacterial dermo-hypodermatitis.",c
OIC-164-11-A,Etiologies,What is the primary cause of chickenpox?,Bacterial infection,Viral infection caused by the Herpesviridae family,Fungal infection,Parasitic infection,b
OIC-342-18-B,Management,"What is the primary goal of follow-up care for a patient experiencing symptoms such as malaise, syncope, or reflex lipothymia?",To diagnose and treat an underlying medical condition,To reassure the patient that their symptoms are not life-threatening,To refer the patient to a specialist for further testing,To prescribe medication without addressing the root cause of the symptoms,b
OIC-342-02-B,Physiopathology,What is the main pathophysiological mechanism of malaise in adults?,Overwhelming pain,Cerebral hypoperfusion or dysfunction of cerebral activity,Inflammation of brain tissue,Blockage of blood vessels to the brain,b
OIC-342-06-A,Positive diagnosis,What is a key characteristic that distinguishes an epileptic seizure from a pseudo-seizure?,A person with a pseudo-seizure will always show signs of pain or discomfort,"Epileptic seizures are typically preceded by a warning sign, such as a change in behavior or environment",Pseudo-seizures only occur in individuals with a history of trauma or head injury,A person experiencing an epileptic seizure will always lose consciousness and have a convulsion,b
OIC-342-19-B,,"What is the primary focus of follow-up care for an adult patient experiencing discomfort, loss of consciousness, or coma?",Reviewing medication side effects,Educating patients on preventing orthostatic arterial hypotension,Monitoring elderly patients for potential complications,Conducting regular check-ups to manage chronic conditions,a
OIC-342-10-A,,"What is the primary reason for hospitalizing an adult who has experienced discomfort, loss of consciousness, or coma?",To monitor vital signs,To perform a CT scan immediately,Because it's a cardiac cause and needs continuous monitoring,To administer pain medication,c
OIC-342-20-A,Management,"When administering short-acting antiepileptic treatment (benzodiazepines), the primary indication is",Seizure prophylaxis in patients with a history of seizures.,Acute management of status epilepticus in adults.,Relief from anxiety disorders without seizure activity.,Management of comorbid psychiatric conditions with seizures.,b
OIC-342-05-A,Positive diagnosis,What is the minimum fall in systolic blood pressure required for a diagnosis of Orthostatic Hypotension?,10 mmHg,20 mmHg,30 mmHg,40 mmHg,b
OIC-342-11-A,,"In a case of syncope, what is a common ECG abnormality of immediate diagnostic value?",Atrial fibrillation,Sinus bradycardia with low voltage QRS complexes,Ventricular tachycardia with wide QRS complexes,Asystolic cardiac arrest,b
OIC-342-17-B,,"What is the primary goal of follow-up care for a patient with symptoms of malaise, syncope, or lipothymia of rhythmic cause?",To diagnose the underlying condition,To monitor cardiac function indefinitely to prevent sudden death,To perform regular physical exams and take medical history to identify potential causes,To prescribe medication only if symptoms persist,c
OIC-342-21-A,Management,What is the primary goal of combining long-acting and short-acting treatments in managing a comital seizure?,To reduce the frequency of seizures,To increase the duration of treatment,To prolong recovery time after a seizure,To manage medication side effects,a
OIC-342-09-A,Etiologies,What is a non-cardiac and non-neurological cause of malaise in adults?,Falls,Psychogenic pseudo syncope,Hypoglycemia,Cardiac arrhythmia,c
OIC-342-15-A,Management,What should you do if an adult is experiencing a generalized convulsive seizure?,Call emergency services and try to restrain the person,Try to give the person medication to stop the seizure,"Check the person's airway, breathing, and circulation (ABCs) before attempting to restrain them",Leave the person alone until they wake up,c
OIC-342-03-A,,What is the main diagnostic criterion for distinguishing a syncope/lipothymia from a generalized epileptic seizure?,The presence of abnormal movements,The duration of the loss of consciousness,The triggering factor(s) that led to the loss of consciousness,The type of neurological deficits present,f
OIC-342-16-A,,"What should be done to a person experiencing discomfort, loss of consciousness, or coma in adults?",Put the person on their back,Lift the person's legs up,Turn the person onto their side,Place the person in a supine position,c
OIC-342-13-B,Additional tests,What is the primary purpose of an endocavitary electrophysiological study in diagnosing syncope?,To measure cardiac output,To monitor implantable ECG monitoring systems,To assess the electrical activity of the heart during sleep and stress,To detect abnormalities in blood ionograms,c
OIC-342-04-A,Positive diagnosis,What is the Higham score used to assess?,Menorrhagia severity,Syncope and Lipothymia diagnosis,Triggering circumstances of loss of consciousness,Clinical features of trauma,a
OIC-342-12-B,Additional examinations,What is a common indication for an electroencephalogram (EEG) in adults with malaise or loss of consciousness?,Only when seizures are confirmed,In cases where the cause is unknown and epilepsy is suspected but not ruled out,When a patient's symptoms resemble those of a stroke,To monitor patients who have had a head injury,b
OIC-342-08-A,Etiologies,What is a common neurological cause of malaise without loss of consciousness?,Focal intracerebral lesion,"Metabolic disorders including hypoglycaemia, hypoxia, intoxication, etc.",Drop attacks and psychogenic pseudo syncope are both caused by focal brain lesions,Hypoglycaemia is the primary cause of loss of consciousness in adults,b
OIC-342-14-A,Identifying the emergency,What is a clinical element that justifies a cardiological opinion within 24 hours?,Recent unexplained dyspnoea,Tongue biting during unconsciousness,Family history of sudden cardiac death in people aged < 40 or known family heart disease,Prodromal symptoms such as a feeling of déjà vu or never having seen anything before,c
OIC-342-01-A,Definition,What is the primary cause of syncope?,A prolonged loss of consciousness,Transient global cerebral hypoperfusion,Complete loss of postural tone without amnesia,Sudden onset of myoclonus followed by loss of consciousness,b
OIC-342-07-A,Etiologies,What is a common cause of syncope in adults?,A heart attack,Low blood sugar,A severe allergic reaction,A sudden drop in blood pressure,d
OIC-245-24-B,,What is being specifically diagnosed through measuring 17 OH progesterone in newborns?,Adenoma of adrenal gland,21 hydroxylase block,Congenital adrenal hyperplasia due to other enzyme deficiencies,Adrenoleukodystrophy,b
OIC-245-06-B,,Why is ACTH measured at 8 o'clock in the morning for adrenal insufficiency diagnosis?,Because cortisol levels are highest at night,To confirm primary adrenal insufficiency,To assess corticotropic function,To evaluate the nycthemeral rhythm of cortisol,d
OIC-245-17-B,Positive diagnosis,What is the next step in confirming a diagnosis of adrenal insufficiency?,Conduct additional tests to confirm the etiological cause.,Wait for blood test results before starting treatment.,Perform renin assay only if cortisol levels are low.,"Start treatment immediately, regardless of test results.",d
OIC-245-13-B,Management,What is a key component of treatment for primary adrenal insufficiency?,Laxatives and diuretics,Hydrocortisone tablets and fludrocortisone tablets,Normosodium diet,Avoiding all medications that can suppress cortisol production,b
OIC-245-08-B,Etiologies,What is the main cause of primary adrenal insufficiency in adults?,Autoimmune Cortical Shrinkage,Bilateral Adrenal Tuberculosis,Drug-Induced,Vascular Causes,a
OIC-245-10-B,Etiologies,What is a common cause of corticotropic insufficiency in adults and children?,Autoimmune disease leading to thyroiditis,Granulomatosis causing pituitary inflammation,Trauma or surgery affecting the pituitary gland,Radiotherapy directed at other organs,c
OIC-245-16-A,Positive diagnosis,What is a common clinical sign of adrenal insufficiency?,Excessive sweating,Muscle weakness,Skin wrinkling and low blood pressure,Abdominal pain,c
OIC-245-05-A,,"When measuring cortisol levels, what does a level of < 50 ng/ml (138 nmol/l) indicate?",Low cortisol levels are normal,Adrenal insufficiency is confirmed,A stimulation test should be performed,"Normal cortisol levels, eliminating the possibility of adrenal insufficiency",b
OIC-245-20-B,Management,What is the recommended action for a patient with adrenal insufficiency in a stressful situation?,Administer hydrocortisone IV continuously at SAP,Start treatment at home before referring to hospital,Administer hydrocortisone IM or IV: 25 mg every 6 hours or 100 mg continuous IV at SAP if oral treatment is impossible,Increase hydrocortisone doses in case of intercurrent pathology only,c
OIC-245-09-A,Etiologies,What is a common consequence of discontinuing prolonged corticosteroid therapy?,The pituitary-adrenal axis recovers immediately.,Decompensation may occur if the dose is less than 5 mg prednisone equivalent.,The adrenocortical axis remains unaffected by discontinuation of corticosteroids.,Corticosteroid therapy can be administered via inhalation without any effects on the pituitary-adrenal axis.,b
OIC-245-15-A,Identification of the emergency,What is the immediate course of action for acute adrenal insufficiency?,Delay treatment until hormone levels are confirmed.,"Start treatment immediately, even without diagnostic certainty.",Wait for further diagnosis before administering emergency treatment.,Refer to a specialist for consultation before initiating treatment.,b
OIC-245-11-B,Management,What is the bioequivalence of Dexamethasone in terms of milligrams?,1,5,0.75,20,c
OIC-245-21-B,,What should be done to increase hydrocortisone doses in adults during acute adrenal insufficiency?,Continue with 2 tablets at odd hours.,Take an additional dose immediately upon triggering factor,Increase the dose by only one tablet per day.,Double hydrocortisone doses for non-stress periods.,b
OIC-245-19-B,Positive diagnosis,What is acute adrenal insufficiency a sign of in adults?,Addison's disease,Bilateral adrenal hemorrhage and pituitary apoplexy are not signs.,Pituitary apoplexy,Only bilateral adrenal hemorrhage,a
OIC-245-02-A,Positive diagnosis,What is a key difference in the semiological characteristics between primary and secondary adrenal insufficiency?,"Primary adrenal insufficiency is characterized by hyperpigmentation, while secondary is marked by pallor.","Primary adrenal insufficiency has more pronounced hypotension, while secondary has less marked signs.","Both conditions have similar ion disorders, including hyponatremia and hyperkalaemia.","Secondary adrenal insufficiency is typically associated with autoimmune diseases, whereas primary is not.",b
OIC-245-18-B,Etiologies,What are common causes of decompensation in adults and children with treated adrenal insufficiency?,Only major physical efforts or intense psychological stress.,"Infections, fractures, myocardial infarctions, or invasive diagnostic procedures.","Vomiting, diarrhea, or any minor illness.",Failure to take hydrocortisone regularly.,b
OIC-245-12-A,,What is the initial dose of hydrocortisone administered to a patient with suspected acute adrenal insufficiency?,50 mg IV or IM,"100 mg IV or IM or, if not possible, SC",200 mg IV or IM,300 mg IV or IM,b
OIC-245-03-A,Positive diagnosis,What are the three primary clinical signs of adrenal insufficiency in adults and children?,"Hypertension, weight gain, and polyphagia","Orthostatic arterial hypotension with tachycardia, nausea, and anorexia","Glucocorticoid excess and electrolyte imbalance, depression, and melanoderma","Hypertension, weight loss, and polyuria",b
OIC-245-04-A,Positive diagnosis,"In adrenal insufficiency, what is often the only clinical sign in adults and children?",Melanoderma,Pallor,Headaches and chiasmatic compression,Severe dehydration,b
OIC-245-23-A,Positive diagnosis,What is a common symptom of mineralocorticoid deficiency in children with primary adrenal insufficiency?,"Weight gain, increased appetite","Normal genitalia, hypoglycemia","Poor weight gain, difficulty suckling",Seizures and convulsions only,c
OIC-245-25-B,Etiologies,"In children, the most common cause of adrenal insufficiency is",Enzyme Block (Congenital Adrenal Hyperplasia),Adrenoleukodystrophy,Autoimmune disease,Hypothyroidism,a
OIC-245-01-A,Definition,What is the primary cause of adrenal insufficiency in adults and children?,A lack of aldosterone production,Acute hormone deficiency from pituitary ACTH suppression,Chronic cortisol hormone deficiency,Primary or peripheral adrenal gland involvement (Addison's disease),d
OIC-245-22-B,Physiopathology,What is the primary effect of 21 hydroxylase block on cortisol production?,"A decrease in cortisol production, leading to adrenal insufficiency","An increase in cortisol production, resulting in Cushing's syndrome",No change in cortisol production due to compensatory mechanisms,A shift from cortisol to aldosterone production due to enzyme imbalance,a
OIC-245-07-A,Additional tests,What does a peak cortisol level below 180 ng/ml (500 nmol/l) during the Synacthen Test indicate?,A normal response to exogenous ACTH,Adrenal insufficiency due to adrenal atrophy,Adrenal insufficiency regardless of aetiology,Corticotropic insufficiency only,c
OIC-245-14-B,,"Monitoring adrenal insufficiency is mainly clinical, and what two physical signs are used to assess blood pressure?",Lying down only,Standing up and lying down,Both sitting and standing,Neither sitting nor standing,b
OIC-107-05-B,Positive diagnosis,What is the primary abnormal movement associated with Huntington's disease?,Tremor,Chorea,Dystonia,Parkinsonism,b
OIC-107-06-A,Positive diagnosis,What are tics most like in people with Tourette's disease?,Benign and isolated,"Present every day, impacting functioning and socio-professional adaptation",Only affecting children,Never occurring in adults,b
OIC-107-03-A,Etiologies,Which of the following is most likely to induce chorea?,L-dopa,Antidepressants,Cocaine,Carbon monoxide,c
OIC-107-07-B,Positive diagnosis,What type of movement is usually reserved for the term dyskinesia?,Choreic movements,Dystonic movements,All types of abnormal involuntary movements,Only Parkinson's disease-related movements,a
OIC-107-02-A,Positive diagnosis,What is the main cause of tremor in Parkinsonian Tremor (Resting Tremor)?,Wilson's disease,Essential tremor,"Parkinson's disease, secondary to damage to the nigrostriatal pathway",Cerebellar ataxia,c
OIC-107-01-A,Positive diagnosis,Which of the following best describes a key characteristic of chorea?,Involuntary rhythmic oscillation,"Sudden, random, anarchic movement",Involuntary muscle contractions leading to abnormal posture,Repetitive movements with a stereotyped sequence,b
OIC-133-04-A,Positive diagnosis,What is the primary purpose of assessing ADL (Activities of Daily Living) in elderly people?,To evaluate cognitive functions,To determine autonomy in everyday activities,To assess instrumental abilities for independent living,To measure overall physical health,b
OIC-133-05-B,Physiopathology,What is a primary cause of iatrogenic dependence linked to hospitalization?,Falls,De novo urinary incontinence,Acute confusion due to medication changes,Cognitive decline from lack of social interaction,c
OIC-133-06-B,Positive diagnosis,What is a common consequence of dependency on patients?,Improved physical health,Increased risk of cardiovascular issues in carers,Enhanced social connections,Reduced psychological suffering for both patients and carers,b
OIC-133-09-B,Care,What type of accommodation is characterized by non-medical collective housing for elderly people with a good level of physical independence?,EHPAD,Accueillant Familiaux,Établissements de Soins de Longue Durée,Independent Living Residences,f
OIC-133-03-A,Definition,What is Wood's sequence related to?,The order in which diseases are diagnosed,"The relationship between illness, disability, and disadvantage",The impact of socio-economic factors on functional independence,The medical causes of loss of functional independence,b
OIC-133-07-A,,What type of financial aid is available to elderly individuals with limited autonomy (GIR 1-4)?,Pension funds and/or mutual insurance companies on a case-by-case basis.,"Conseils Départementaux, under the authority of the Allocation Personne Âgée (APA)",EHPAD funding for accommodation,Government-funded home improvements,b
OIC-133-08-A,Taking charge,What type of protection measure allows an individual to delegate representation without needing a court order?,Sauvegarde de Justice,Habilitation Familiale,Mandat de Protection Future,Reporting to the Public Prosecutor,c
OIC-133-01-A,Definition,What does autonomy refer to in the context of elderly care?,The ability of an elderly person to perform daily tasks independently,The state of being completely dependent on others for daily activities,The freedom and right to make one's own decisions about personal care,The physical inability to walk or move without assistance,c
OIC-133-02-B,Definition,What is the main purpose of the GIR Score?,To assess an individual's level of dependence on others,To measure a person's ability to perform daily activities independently,To evaluate an individual's cognitive function,To determine an individual's risk of falling or experiencing accidents,b
OIC-234-14-A,Additional examinations,What is a characteristic radiological sign of pulmonary stasis with alveolo-interstitial syndrome in adult heart failure?,Vascular redistribution from the base to the apex due to left ventricular failure,Alveolar opacities only on one side of the lung due to directional mitral insufficiency,Increased cardiothoracic ratio (> 0.5 cardiomegaly) indicating severe heart failure,"Vascular redistribution from the apex to the base, resulting in bilateral pleural effusions.",a
OIC-234-22-A,,What is the primary indicator used to diagnose cardiogenic shock?,Signs of heart failure alone,Systolic blood pressure < 90 mmHg for at least 30 minutes and low cardiac output (index < 2.2 L/min/m²),Pulmonary arterial occlusion pressure (PAPO) > 15 mmHg only,"Oliguria, skin mottling, cold extremities, cyanosis, consciousness disorders alone",b
OIC-234-03-A,Definition,What is the primary cause of Cardiogenic Acute Pulmonary Oedema (PAO)?,A sudden increase in right ventricular filling pressure.,An increase in left atrial and pulmonary capillary pressures (> 25 mmHg) due to left heart failure.,A direct result of hypoxaemia leading to increased pulmonary vascular resistance.,"A compensatory mechanism for acute respiratory distress, characterized by hypocapnia.",b
OIC-234-05-B,,What is a key consequence of cardiac remodeling in heart failure?,A short-term increase in ventricular size,A long-term decrease in ventricular function,A short-term increase in cardiac output,A long-term increase in ventricular ejection volume,d
OIC-234-09-A,Positive diagnosis,What is the most common clinical sign of cardiac insufficiency (CI) that is also present in global heart failure?,Orthopnoea,Paroxysmal nocturnal dyspnoea,Jugular turgidity,Peripheral oedemas,d
OIC-234-07-A,Positive diagnosis,What is a key symptom that suggests a non-cardiogenic cause of respiratory failure?,Increased heart rate,Fever,Decreased lung sounds,Crackles in the lungs,d
OIC-234-17-A,Emergency identification,What is a key indicator of severe cardiogenic pulmonary edema (PAO) in adults?,< 12/min,> 30/minute,< 90 mmHg or a drop in blood pressure,ST-segment elevation on ECG,b
OIC-234-13-B,Additional examinations,Echocardiography allows: ,Identifying an aetiology,"Monitoring evolution (prognosis), LVEF",Diagnosing cardiac insufficiency (CI) and defining the type of heart failure (IC),Measuring filling pressures,c
OIC-234-19-A,Management,What is the primary goal of the low-salt diet in adult heart failure management?,To increase salt intake by 5-6 g per day,To remove all sources of salt from the patient's diet,To add salt to cooking water to enhance flavor,To provide patients with a detailed list of foods high in salt,d
OIC-234-10-B,Additional examinations,What is the primary purpose of conducting a transthoracic echocardiography (TTE) in patients with adult heart failure?,To confirm the diagnosis of coronary artery disease,"To assess the geometry and segmental function of the left ventricle, as well as right ventricular function and pulmonary pressures",To perform a bone scan to rule out amyloidosis,To conduct an exercise test with thallium perfusion scintigraphy in young patients,b
OIC-234-23-B,Management,What is the primary goal of administering inotropes and catecholamine to a patient with cardiogenic shock?,To increase peripheral vasoconstriction,To sensitize contractile proteins to calcium,To improve cardiac function by increasing heart rate and force of contraction,To reduce blood pressure at all costs,c
OIC-234-08-B,,What is the threshold value for LVEF to classify heart failure with preserved EF?,≤ 40%,≥ 55%,≥ 50%,30%,c
OIC-234-12-B,Additional tests,What is the normal value threshold for NT-proBNP that makes a diagnosis unlikely in the presence of acute dyspnoea?,<100 pg/ml,<300 pg/ml,<450 pg/ml,<900 pg/ml,b
OIC-234-18-A,Management,A patient with cardiogenic OAP is prescribed diuretics. What is the typical dosage of furosemide?,0.5 mg/kg,1 mg/kg,2 mg/kg,3 mg/kg,b
OIC-234-11-A,Additional tests,What is the primary purpose of ordering a troponin test in a patient with suspected heart failure?,To diagnose cardiac arrhythmias,To assess kidney function,To detect myocardial damage or infarction,To evaluate lung capacity,c
OIC-234-01-B,Epidemiology,What is the average age group for adults with heart failure?,50-60 years,70-80 years,40-50 years,20-30 years,b
OIC-234-21-B,,What is a common cause of death in adults with heart failure?,Cardiac arrest due to arrhythmia,End-stage renal disease,Pulmonary embolism and stroke,Chronic respiratory disease,c
OIC-234-02-A,Definition,What is heart failure defined as from a pathophysiological point of view?,An inability to pump blood effectively,A condition where the heart beats too fast,A structural problem with the heart valves,A disease that only affects the lungs,a
OIC-234-20-A,Management,"What is the primary goal for monitoring kalaemia, natremia, and creatininemia when using loop diuretics in patients with adult heart failure?",To ensure adequate hydration,To minimize the risk of hyperkalemia,To optimize electrolyte balance,To detect signs of dehydration,c
OIC-234-06-B,,What type of acute lung oedema is characterized by an increase in permeability due to damage to the alveolar-capillary membrane?,Lesional,Cardiogenic,Hydrostatic,Oncotic,a
OIC-234-16-A,Etiologies,What is a common cause of heart failure in adults?,Left heart failure caused by pulmonary embolism,Right heart failure due to chronic respiratory insufficiency,Ischaemic heart disease with sequelae of myocardial infarction,Valvulopathies caused by anorectics,c
