id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-267-37-B,,What ECG abnormality is commonly associated with hypocalcaemia?,Prolonged PR interval,QT interval shortening,Atrioventricular block,Sinus tachycardia,a
OIC-267-05-A,Diagnostic approach,What is the primary use of the plasma anion gap in diagnosing metabolic acidosis?,To determine if a patient has lactic acidosis or ketoacidosis,To identify patients with hyperchloremic metabolic acidosis due to digestive loss of bicarbonate,To distinguish between renal failure and other causes of metabolic acidosis,To diagnose diabetic ketoacidosis by measuring ketonemia,c
OIC-267-25-A,Identification of the emergency,What are the clinical signs of severe hyponatremia?,"Nausea, vomiting, and headache","Confusion, sleepiness, and coma","Headache, confusion, and nausea without vomiting","Vomiting, cardiorespiratory distress, and profound sleepiness",b
OIC-267-01-A,Positive diagnosis,What is a common indication for performing arterial Gasometry?,Severe acute renal failure,Metabolic toxicities responsible for metabolic acidosis,Shock,Dyspnoea,c
OIC-267-33-A,Management,What is the recommended rate of correction for acute symptomatic hypernatremia in adults?,1 mmol/L/h,2 mmol/L/h,5 mmol/L/h,10 mmol/L/h,b
OIC-267-14-A,Etiologies,What is a common cause of hyperkalaemia?,Excess potassium intake from diet,Reduced renal excretion due to chronic kidney disease,Metabolic alkalosis with normal plasma anion gap,Increased intracellular potassium release due to muscle crushing,d
OIC-267-12-B,Positive diagnosis,What is a common early sign of hyperkalaemic flaccid paralysis?,Respiratory failure,Muscular weakness or paresthesia in the extremities,Cardiac arrest without ECG abnormalities,Arterial hypertension,b
OIC-267-34-A,Definition,"When assessing for hypocalcaemia, what is the correct threshold for ionised calcium levels?",1.10 mmol/L,1.15 mmol/L,1.20 mmol/L,1.25 mmol/L,b
OIC-239-09-B,,"In the case of Rheumatoid Arthritis (RA), what is the primary purpose of testing for Anti-Nuclear Antibodies (ANA) and Capillaroscopy?",To confirm the diagnosis of RA,To rule out secondary RA or other autoimmune diseases,To assess digital blood flow in patients with suspected frostbite,To monitor treatment response in patients with established RA,b
OIC-239-03-A,Positive diagnosis,What clinical feature raises suspicion of secondary Raynaud's phenomenon?,Male sex,Onset after the age of 40 and absence of summer remission,Involvement of the thumbs and digital ulcers,Family history of RA,b
OIC-239-04-B,Positive diagnosis,What is a common dermatological sign of systemic scleroderma?,Digital ulcerations,Pudgy fingers,Telangiectasias,Frostbite,c
OIC-239-05-B,,What does the Allen manoeuvre test for?,The function of the palmar arches,Digital artery blockages,Superficial and deep palmar arch permeability,Nerve damage in the hands,c
OIC-239-01-A,Definition,What is the primary characteristic of Raynaud's Phenomenon (RP)?,"Vasodilatation triggered by heat, exercise, or orthostatism.",Paroxysmal vascular acrosyndrome with vasodilatation and vasoconstriction triggered by cold exposure.,Permanent vascular acrosyndrome with a pronounced cold appearance of the extremities.,Ischaemia localized to the fingers or toes.,b
OIC-239-02-A,Positive diagnosis,What is the primary characteristic of Raynaud's phenomenon (RP)?,A syncopal phase with cyanosis and pain,Painless color changes in extremities,"Crisis of cooking or burning pain, redness, and increased skin temperature",Digital ischemia characterized by gangrenous appearance,a
OIC-207-02-B,Positive diagnosis,What is typically observed on clinical examination when assessing a rib fracture?,A fixed hemithorax,Paradoxical movement of the hemithorax,Increased respiratory rate,Decreased chest expansion,b
OIC-207-12-B,Etiologies,What is the primary cause of mediastinal masses in children located in the posterior mediastinum?,Thymic tumors,Germ cell tumors,Neurogenic tumors,Adenopathies,c
OIC-207-03-A,Positive diagnosis,"What is the characteristic appearance of a homogeneous, sloping, non-systematic, non-retractile opacity on a front upright chest X-ray?",A crescent-shaped image,A partitioned effusion with convex internal border,Complete opacity of the hemithorax under tension,Asymmetry in lung transparency with opacity more marked on the side of the pleural effusion,c
OIC-207-10-B,Positive diagnosis,What is characteristic of the normal radiological appearance of the thymus on a frontal chest view?,"A single, symmetrical opacity in the posterior superior mediastinum",Bilateral and asymmetric opacity of the anterior superior mediastinum with clear contours,"A large, homogeneous opacity compressing the cardiac silhouette","A small, irregular opacity in the middle mediastinum",b
OIC-207-04-A,Positive diagnosis,"When diagnosing a pneumothorax, which imaging modality is NOT recommended?",Exhalation X-rays,Chest CT scan,MRI and FDG PET-CT,Pleural ultrasound,a
OIC-207-01-A,Positive diagnosis,What is the primary characteristic of a well-circumscribed round opacity (nodular syndrome) in pulmonary projection?,It always indicates lung cancer,It suggests lung cancer until proven otherwise due to its nonspecific presentation,It is never benign and can only be confirmed by histological examination,It is always malignant and requires immediate treatment,b
OIC-207-09-A,,"In emergency situations where the prognosis is not life-threatening, what imaging test is generally indicated first?",Chest CT scan with injection,Chest X-ray,ECG,Coronary angiography,b
OIC-207-08-B,Positive diagnosis,What is the primary cause of atelectasis?,Pulmonary collapse due to pleural effusion,"Endo-luminal, mural, or extrinsic obstruction of a bronchus",Coiling secondary to pleural thickening,Primary bronchial tumor,b
OIC-207-05-B,Positive diagnosis,What is the defining characteristic of an alveolar syndrome on imaging?,A pulmonary opacity that does not contain images of aerated bronchi,Pulmonary opacity and containing images of aerated bronchi (aerated bronchogram),"A loss of volume in the lobe or lung concerned, which can be assessed by the displacement of the scissures, the pulmonary hilum, or the diaphragmatic dome","A bilateral, symmetrical, peri-hilar alveolar syndrome",b
OIC-207-11-B,Positive diagnosis,What is the primary purpose of analyzing mediastinal reflection lines on an X-ray?,To identify the location and size of a mediastinal mass,To determine if a mass is malignant or benign based on its shape,To assess radiation exposure to the child's body,"To confirm the presence of a specific type of tumor, such as neuroblastoma",a
OIC-207-06-B,Positive diagnosis,What is a characteristic feature of diffuse interstitial lung disease (DIL) on radiography?,"Usually localized, unilateral involvement","Generally bilateral, diffuse, non-symmetrical, reticular, and/or micronodular",Always shows ground-glass opacities,Typically appears normal on chest X-ray,b
OIC-207-07-B,Positive diagnosis,What is the primary characteristic of a mediastinal abnormality on a chest X-ray?,A clear external boundary convex towards the lung,Gently sloping into the mediastinum with internal limit not visible,Hydric in tone like the rest of the mediastinum with distorted contours,Always convex and never visible on the right side,b
OIC-326-06-B,Definition,What is the primary objective of continuing professional development (DCP) for doctors?,To acquire new knowledge and skills,To maintain current knowledge and practices without updating,To improve patient outcomes through better healthcare practices,To increase doctor's workload with additional training,c
OIC-326-01-A,,What type of prescriptions are available for self-medication?,All specialities subject to compulsory medical prescription,Specialities not subject to compulsory prescription,Restricted prescription specialities,Compulsory hospital prescription,b
OIC-326-02-A,Prescribing,What is the primary purpose of substituting a generic drug for an originator drug?,To increase the risk of adverse reactions,To control healthcare costs by reducing the cost of medications,To improve the efficacy and safety profile of the medication,To ensure that only patented drugs are prescribed,b
OIC-326-07-B,Management,What is the primary purpose of assessing a patient's individual situation before prescribing a drug?,To determine the most effective dosage for the patient,To evaluate the potential benefits and risks of the drug based on the patient's unique characteristics,To compare the patient's medical history with the pharmacological properties of the drug,To establish a therapeutic objective solely based on public health data,b
OIC-326-04-B,Definition,What is the primary role of nurses in relation to medical prescriptions in hospitals?,To validate and dispense medications independently,To assist pharmacists with dispensing medications under a medical prescription,"To apply and respect medical prescriptions, but also check them with the prescriber or other professionals when necessary",To write and prescribe medications themselves,c
OIC-326-03-B,Definition,What is the primary purpose of the Medical Service Rendered (SMR) assessment?,To determine the price of a drug,To evaluate the clinical interest and therapeutic progress of a medicinal product,To assess the severity of a disease and its impact on quality of life,To compare the efficacy of different treatments,b
OIC-326-05-A,,What determines the variation in the benefit/risk ratio?,Only clinical trial data,Data from both clinical trials and post-marketing surveillance,Manufacturer's expectations and physician's opinions,Patient feedback and media reports,b
OIC-008-02-B,Definition,What is a major consequence of discrimination on socio-economic integration?,Increased access to education and employment opportunities,Improved mental and physical health outcomes,Enhanced social connections and community engagement,Reduced stress and anxiety,d
OIC-008-03-B,Definition,What is a primary cause of discrimination in healthcare?,Lack of vigilance by healthcare providers,Systemic malfunctions and unequal access to care,Patient's social perceptions and personal biases,Healthcare providers' personal opinions about patient complexity,b
OIC-008-01-A,Definition,What is the primary purpose of the Hippocratic Oath?,To establish a code of conduct for medical professionals,To prohibit discrimination in healthcare treatment based on prohibited criteria,"To promote health and well-being in all its elements, physical and mental, individual and social",To provide a framework for medical research and development,c
OIC-217-01-A,Definition,What is the primary indicator used to diagnose mononucleosis syndrome?,A blood count with a normal white blood cell count,≥ 10% activated lymphocytes on the blood smear,More than 50% of mononucleated elements (lymphocytes and monocytes) among leukocytes,A complete physical examination,b
OIC-217-06-B,Etiologies,What is a non-infectious etiology of mononucleosis syndrome?,Autoimmune disease such as systemic lupus,"Allergic reaction to medication taken in the previous 6 weeks, possibly DRESS syndrome",Viral infection other than Epstein-Barr virus,Bacterial infection such as streptococcus,b
OIC-217-04-A,Positive diagnosis,What is a common risk factor for mononucleosis syndrome in children and young adults?,Contact with an older adult,Recent introduction of new medication,Intravenous drug use or risky sexual relations,Consumption of raw meat from a cat,c
OIC-217-02-B,Positive diagnosis,What is characteristic of the blood smear in Mononucleosis syndrome?,Presence of blast cells,Activated T lymphocytes with large size and hyperbasophilic cytoplasm,Abnormal platelet count,Increased number of red blood cells,b
OIC-217-05-A,Etiologies,What is the most common infectious cause of mononucleosis syndrome?,Cytomegalovirus (CMV),Toxoplasmosis,Human Immunodeficiency Virus (HIV),Epstein Barr Virus (EBV),d
OIC-161-01-A,Definition,What is the definition of pyelonephritis?,An infection of the bladder reservoir and mucosa,A bacterial or mycotic infection of the renal pelvis and renal parenchyma,A UTI in patients with no anatomical or functional abnormalities of the urinary tract,Recurrent cystitis occurring with a frequency of ≥ 4 episodes/year,b
OIC-161-19-A,Management,"What is the recommended initial treatment for a child with signs of urinary tract infection (clinical signs, positive urine dipstick) and fever?",IV Ceftriaxone followed by oral cefixime,Probabilistic antibiotic treatment started as soon as possible after an ECBU has been performed,Oral amoxicillin/clavulanic acid for 7-10 days,Hospitalization and IV antibiotics with no oral treatment,b
OIC-161-22-B,Epidemiology,What is a common factor that contributes to the development of urinary tract infections in young children?,Constipation,Poor hygiene practices,Genetic predisposition,Abnormal bladder emptying due to immaturity,d
OIC-161-17-A,Positive diagnosis,What is a key symptom that should prompt the diagnosis of a lower urinary tract infection in children?,Fever and back pain,"Dysuria, pollakiuria, burning of the bladder, urgency, foul-smelling urine, urinary incontinence, hematuria, and suprapubic pain","Jaundice, poor weight gain, vomiting, etc.","Tachycardia, polypnea, impaired consciousness, peripheral perfusion anomaly, oliguria",b
OIC-161-09-A,Positive diagnosis,What type of bacteria are responsible for acute pyelonephritis in children and adults?,The same E. coli bacteria that cause cystitis.,"E. coli is the most common cause, but other bacteria like Staphylococcus aureus can also be involved.",Only E. coli causes acute pyelonephritis in children and adults.,Streptococcus pneumoniae is a common cause of acute pyelonephritis.,b
OIC-161-04-B,Complementary examinations,What imaging test is recommended for recurrent cystitis?,Uro-CT scan,MRI,Cystoscopy,Scintigraphy (DMSA),d
OIC-161-18-A,Additional examinations,When should a urine dipstick be used in children?,Always after the age of 1 month,Only if there are suggestive signs of UTI before the age of 1 month,"In addition to ECBU for children over 1 month old, even if BU is negative",Never in infants under 1 month of age,b
OIC-161-10-A,Management,What is the typical duration of symptoms in simple acute cystitis?,1 week,1 month,3 months,6 months,b
OIC-161-08-A,Positive diagnosis,What is a key characteristic of simple acute cystitis?,It often presents with fever and flank pain.,It typically occurs in individuals with anatomical or functional abnormalities.,"It can progress to pyelonephritis, which accounts for less than 1% of cases.",The main symptom is urinary burning.,d
OIC-161-03-A,Complementary examinations,What type of imaging test is recommended for uncomplicated cystitis?,Non-injected AP CT scan,Ultrasound scan of the kidneys and bladder + DBS,ECBU with systematic antibiotic susceptibility testing,Complete blood count,c
OIC-161-12-B,Management,What is the recommended initial treatment for Severe Acute Pyelonephritis (ANP) in adults?,Resuscitation measures and antibiotic therapy with C3G IV + high dose amikacin,Ciprofloxacin or levofloxacin as an oral antibiotic,Aminoglycosides or aztreonam if contraindicated,Carbapenem + amikacin for ESBL risk factors,a
OIC-161-05-A,Complementary examinations,"When performing a urine dipstick test for suspected urinary tract infection (UTI), what should you do first?",Check the expiry date of the dipstick,Ensure the patient's diet provides an adequate supply of nitrates,Confirm that the patient is not taking any medication that could interfere with the reagents,Perform a clinical examination to rule out other causes,a
OIC-161-02-A,Etiologies,What is the main bacterium isolated during community-acquired urinary tract infections?,Staphylococcus saprophyticus,Proteus mirabilis,Enterococcus faecalis,Klebsiella,a
OIC-161-13-A,Positive diagnosis,What is a key symptom of male urinary tract infections (MUTI) in children and adults?,Only urinary burning,Acute fever and chills,Severe pain in the lower back,No symptoms at all,b
OIC-161-21-B,Management,What is a key principle in treating recurrent cystitis?,Long-term antibiotic treatment should always be the first line of treatment.,Only increasing oral hydration has been formally proven to be effective in preventing recurrent cystitis.,Risk factors such as frequency of intercourse and new partners can be modified to prevent recurrence.,Long-term antibiotic prophylaxis is only necessary for patients with a history of severe or complicated infections.,b
OIC-161-06-A,Additional tests,What is the accepted threshold for significant leucocyturia?,<10^4 /mL,> 10^3 CFU/mL,> 10^4 CFU/mL,≥ 10^5 /mL,c
OIC-161-11-A,,How is simple acute pyelonephritis typically treated?,Inpatient treatment only,Outpatient treatment with fluoroquinolones for 7 days,IV C3G treatment in rare cases requiring hospital management,Hospital admission after imaging and failure of outpatient treatment,b
OIC-161-20-B,Complementary examinations,What is a key consideration when diagnosing recurrent cystitis in adults?,A simple micturition schedule can rule out other conditions like overactive bladder.,A CT scan may be necessary to investigate for bladder tumors in post-menopausal patients with SBAU and haematuria.,ECBU is always required to confirm the infectious nature of recurrent cystitis.,False recurrent cystitis can only be diagnosed by a cystoscopy.,a
OIC-161-15-A,Management,What is the recommended approach for diagnosing urinary tract infections during pregnancy?,Diagnose with a single urine culture and wait for results before starting treatment,"Use leucocyturia ≥ 10<sup>4</sup>/mL and bacteriuria ≥ 10<sup>3</sup> CFU/mL as criteria for diagnosis, regardless of pregnancy status",Probabilistic treatment should be started without waiting for the antibiogram result in pregnant women,Use a urine culture with antibiotic susceptibility testing to confirm the presence of an infection and guide treatment,d
OIC-161-14-A,Management,What is the recommended duration of treatment for male urinary tract infections?,7 days,14 days,21 days,28 days,b
OIC-161-07-A,Definition,What is urinary colonisation?,The presence of bacteria in the urine with symptoms.,A pathological condition requiring treatment.,The normal presence of bacteria in the urine without causing harm or symptoms.,Only found in elderly patients and diabetics.,c
OIC-161-16-A,,Why is it challenging to diagnose urinary tract infections in the elderly?,Because they are more likely to experience typical symptoms.,"Due to their comorbidities, which can mask or mimic UTI symptoms.",As a result of age-related changes in kidney function.,Because they are less susceptible to infections.,b
OIC-225-06-A,,What is a common consequence of acute limb ischaemia if left untreated?,Good results in 75% of cases,Amputations may be necessary due to permanent critical ischaemia,50% of patients recover with no long-term effects,Death rates decrease by 20%,b
OIC-225-05-A,,What is the primary goal of drug treatment in AOMI?,To reduce LDL cholesterol levels,To slow the progression of atheromatous disease by correcting risk factors and instituting systematic drug treatment,To improve walking distance through exercise training alone,To treat symptoms at rest immediately with revascularisation,b
OIC-225-09-A,Emergency identification,What is the primary goal of anticoagulant treatment in acute ischaemia?,To prevent thrombus formation,To promote revascularization through clot lysis,To manage pain and prevent tissue damage,To reduce blood pressure and heart rate,a
OIC-225-16-A,Definition,What type of intestinal ischaemia occurs when there is an acute arterial occlusion or low flow?,Chronic,Reversible in the first few hours if arterial flow is restored,Proportional to the volume and composition of the food ingested,Permanent and leads to mesenteric infarction,d
OIC-225-17-A,Positive diagnosis,What is the primary functional sign associated with chronic intestinal ischemia?,Abdominal tenderness,Postprandial abdominal pain (mesenteric angina),Diarrhea and vomiting,Abdominal distension,b
OIC-225-14-B,Management,What is the primary goal of monitoring an abdominal aortic aneurysm (AAA)?,To limit growth and reduce diameter,To detect complications such as endoleaks or limb folds,To screen for other aneurysms in the body,To control cardiovascular risk factors and prevent rupture,d
OIC-225-08-B,Etiologies,What type of obstruction typically has a more gradual onset and less severe ischaemia?,Embolism,Thrombosis,Aneurysm,Cardiac arrhythmia,b
OIC-225-02-B,Physiopathology,What is the primary factor that contributes to the development of AOMI?,Only age,Smoking and hypertension are the main risk factors for AOMI.,"A combination of obesity, sedentary lifestyle, and hypercholesterolemia contribute to AOMI.","Age, male sex, and smoking are the primary risk factors for AOMI.",d
OIC-225-07-A,Positive diagnosis,What is the ultimate criterion of severity in acute ischaemia?,Pain on palpation,Paralysis with inability to move toes,Muscle rigidity and skin mottling,Livid limb appearance,b
OIC-225-03-A,Positive diagnosis,What is a key symptom that may suggest AOMI?,Shortness of breath,Muscular pain on walking (claudication),Abnormal heart rate,Swollen legs,b
OIC-225-11-B,Etiologies,What is one rare cause of abdominal aortic aneurysms (AAAs)?,Infectious aneurysm,Aneurysmal evolution of an aortic dissection,Hereditary connective tissue dystrophies,Vascular prostheses complications,c
OIC-225-01-A,Definition,What is Obliterative Arteriopathy of the Lower Limbs (AOMI)?,Inflammation of the arteries in the lower limbs.,Presence of atherosclerotic lesions in the aorta and underlying arteries perfusing the lower limbs.,Narrowing of the arteries in the pelvis due to age-related changes.,A condition characterized by inflammation of the blood vessels in the legs.,b
OIC-225-10-A,Definition,What is the typical diameter threshold for an abdominal aortic aneurysm (AAA) to be considered abnormal?,1.0 times the upstream diameter,1.5 times the upstream diameter,2.0 times the upstream diameter,3.0 times the upstream diameter,b
OIC-225-04-A,Complementary examinations,What is the primary purpose of measuring ankle pressures in patients with AOMI?,To diagnose venous disease,To confirm arterial origin of claudication symptoms,To quantify the impact of lesions on oxygen supply,To rule out neurological disorders,b
OIC-225-15-A,Emergency identification,What is the primary treatment for patients with ruptured aneurysms?,Surgery after stabilization,Emergency surgery immediately,CT scan before hospital admission,Embolectomy only,b
OIC-225-12-A,Positive diagnosis,How often are Abdominal Aortic Aneurysms (AAAs) symptomatic?,Mostly,In most cases,Only when ruptured,Never,b
OIC-225-13-A,,What imaging modality is used to screen and monitor asymptomatic abdominal aortic aneurysms?,Thoracic-abdominal-pelvic CT,MRI,Arteriography,Abdominal ultrasound,d
OIC-191-04-B,Physiopathology,"In an immunocompromised patient with neutropenia lasting ≥7 days, the most likely pathogens responsible for infection are:",Enterobacteriaceae,Pseudomonas aeruginosa and invasive candidiasis,"Gram-positive cocci (Staphylococcus, Streptococcus) and HSV","Mycobacteria, Listeria, Salmonella, and CMV",b
OIC-191-02-B,Epidemiology,What is a risk factor for invasive fungal infections in immunocompromised patients?,HIV infection with CD4 <100/mm³,Allogeneic transplants and organ transplant recipients,Major abdominal surgery and intravenous drug use,Renal insufficiency and corticotherapy,b
OIC-191-08-B,Complementary examinations,What is the primary purpose of performing a thoracic-abdominal-pelvic CT scan in an immunocompromised patient with fever that persists after 48 hours of antibiotic therapy?,To confirm the presence of a deep-seated infection,To rule out respiratory or gastrointestinal infections,To assess for signs of sepsis,To evaluate for fungal infections such as aspergillosis,a
OIC-191-09-B,Management,What type of antibiotic should be added to intravenous therapy if there are signs of severity or suspicion of multi-resistant gram-negative bacteria?,Aminoglycoside,Glycopeptide (vancomycin),Macrolide,Fluoroquinolone,a
OIC-191-10-B,Management,What is the primary concern when treating unexplained fever in an asplenic patient?,OPSI (Overwhelming Post-Splenectomy Infection) is not a risk,The patient may have a viral infection and antibiotics are unnecessary,The patient's immune system will recover on its own,"OPSI, a fulminant infection most often pneumococcal, is a therapeutic emergency",d
OIC-191-07-B,Etiologies,"In an immunocompromised patient, what type of infection is most common in the early phase (< 1 month) after organ transplantation?",Fungal infections,Bacterial infections,"Viral infections (e.g. CMV, Pneumocystis jirovecii)",Parasitic infections,c
OIC-191-11-B,,What is the recommended timing for vaccinating immunocompromised patients before starting immunosuppressive treatment?,At least 1 week before,At least 2 weeks before,Immediately after diagnosis,After completing previous vaccinations,b
OIC-191-03-A,Positive diagnosis,What is a key aspect of the clinical examination for an immunocompromised patient with fever?,Only examining the skin and mucosa,Focusing on respiratory symptoms only,Checking for signs of dehydration only,"Conducting a thorough, complete, and repeated examination of all bodily systems",d
OIC-191-06-A,Identification of urgency,"In an immunocompromised patient, fever is always an emergency due to",Risk of multi-resistant bacteria carriage,Pneumococcal infection risk,Pulmonary pneumocystis risk,All of the above,d
OIC-191-01-A,Definition,What is the definition of febrile neutropenia?,Fever and PNN ≥ 1500/mm³,"Fever and PNN < 500/mm³, with temperature ≥38.3°C",PNN < 0.5G/L only,No fever or neutropenia is required,b
OIC-191-05-A,,What is the primary route of infection for an immunocompromised patient?,Only through respiratory entry points,Through digestive tract from mouth to anus,Skin entry favored by peripheral and central venous catheters,"Respiratory, digestive tract, and skin are all equally likely entry points",c
OIC-226-07-A,,What is the primary use of Venous Doppler Ultrasound for DVT?,To confirm diagnosis,As a first-line treatment,For patients with severe renal insufficiency,In pregnant women only,a
OIC-226-09-A,,What is the definition of hemodynamic failure in High-risk PE?,< 90 mmHg,> 120 mmHg,SBP ≥ 40 mmHg for more than 15 minutes,SBP < 100 mmHg,c
OIC-226-04-A,Positive diagnosis,What is the primary purpose of using clinical probability scores in diagnosing VTE?,To determine the exact cause of symptoms,To guide the performance of additional tests and imaging to confirm or rule out a diagnosis of VTE,To predict the severity of VTE symptoms,To diagnose VTE in patients with no medical history,b
OIC-226-01-A,,What is a characteristic of deep vein thrombosis (DVT) in the lower limbs?,Distal DVT involves only the muscle veins,Proximal DVT occurs in the upper limbs,Distal DVT can involve the collecting trunks or muscle veins,Pulmonary embolism is a type of deep vein thrombosis,c
OIC-226-05-A,,What is a key indicator of high-risk pulmonary embolism (PE)?,< 90 mmHg,> 120 mmHg,Fall in SBP ≥ 40 mmHg for more than 15 minutes,SBP > 100 mmHg with no other symptoms,c
OIC-226-13-A,,When should thromboprophylaxis be prescribed?,For patients with a low risk of VTE,"In medicine for patients with multiple risk factors for VTE and in surgery for orthopedic, carcinological, or bariatric surgery",Only for bedridden patients at home,When anticoagulants are contraindicated,b
OIC-226-14-B,,How long should anticoagulant treatment typically last for proximal DVT or PE?,At least 3 months,Until cancer is cured,For life to prevent recurrence,Only until symptoms resolve,a
OIC-226-06-A,,What is the correct relationship between D-dimer levels and age-adjusted threshold for diagnosing non-severe pulmonary embolism (PE)?,< 500 µg/L if under 50 years old,< [age × 10] µg/L if over 50 years old,< 1000 µg/L regardless of age,< 200 µg/L for all patients,b
OIC-226-03-B,,What promotes hypercoagulability?,Only acquired thrombophilias,Only constitutional hereditary thrombophilias,Neither acquired nor constitutional hereditary thrombophilias,Both acquired and constitutional hereditary thrombophilias,d
OIC-226-18-B,,What is the primary purpose of performing a venous Doppler ultrasound on the lower limbs?,To confirm the diagnosis of superficial venous thrombosis (SVD),To estimate the extent of TVS in the lower limb,To exclude frequently associated deep vein thrombosis (DVT) and confirm SVD,To monitor the effectiveness of anticoagulant treatment for DVT,a
OIC-226-17-B,,What should be detected before stopping anticoagulant treatment for PE?,Chest pain,Dyspnoea,Post-embolic pulmonary hypertension (PH),Elevated blood pressure,c
OIC-226-02-A,Etiologies,What type of risk factors are associated with an increased risk of deep vein thrombosis and pulmonary embolism?,Major Transient Risk Factors,Minor Persistent Risk Factors,General Characteristics,Cancer,a
OIC-226-11-A,,"In cases of DVT of the lower limbs, what is the primary indication for class 3 elastic compression?",To prevent blood clots from forming,To reduce oedema and pain in the acute phase,For patients with ankle systolic pressure index ≥ 0.60,To treat post-thrombotic syndrome immediately after diagnosis,b
OIC-226-08-A,Additional tests,What is the primary indication for using Angio-CT to diagnose pulmonary embolism (PE)?,When ventilation-perfusion scintigraphy is unavailable or contraindicated.,In cases where there is a high suspicion of PE based on clinical symptoms and physical examination findings.,To rule out cardiogenic shock as the cause of hypotension in patients with suspected PE.,When the patient's condition does not allow them to be taken to the scanner for other diagnostic tests.,b
OIC-226-10-A,,"In cases of non-severe DVT/PE, anticoagulant treatment is started before diagnostic confirmation by imaging.",Always inpatient,Only for patients with severe renal failure or pathology at risk of hemorrhage,"Immediately, without heparin phase, except for high-risk or high-intermediate PE","Never, as bed rest is not indicated",c
OIC-226-16-B,,What is the primary long-term complication of Deep Vein Thrombosis (DVT) that affects the lungs?,Pulmonary Embolism,Post-Embololic Pulmonary Hypertension (PH),Heart Failure due to Right Heart Strain,Respiratory Distress Syndrome,b
OIC-226-12-A,,"What type of contraception is contraindicated in cases of VTE (DVT, PE) with a history of MVTE?",All forms of contraception,Hormonal IUDs,Progestogen-only pills and implants,Barrier methods,c
OIC-226-15-B,Etiologies,"What is the first essential step in assessing a patient for MTEV (TVP, EP)?",Performing imaging tests,Conducting routine biological tests and a thorough clinical examination,Recommending cancer screening procedures,Ordering a PSA test for men only,b
OIC-056-02-A,Definition,What is the primary characteristic of a Multiple Disability?,Irreversible consequences,Coexistence of several impairments in the same child,Secondary impairments linked to an initial pathology,Early cerebral dysfunction with severe physical and social dependence,d
OIC-056-06-A,Definition,What is the primary role of the Maison Départementale des Personnes en Situation de Handicap (MDPH) for children with disabilities?,To provide financial benefits only,"To assess disability and compensation needs, and draw up a personalized compensation plan (PPC)",To refer families to care facilities based on the main impairment,To offer only educational guidance without assessing any other needs,b
OIC-056-01-A,Definition,What is a key factor in determining if a child has a disability?,Only the presence of an impairment,"The interaction between state of health, activities, participation, environmental, and personal factors",Age-related abilities only,Learning difficulties alone,b
OIC-056-08-B,Etiologies,When conducting an aetiological approach to disability,Treatment should be implemented before searching for a cause of disability.,"Aetiological orientation is based on the child's age at diagnosis, not the age of onset of the disorder.",Genetic causes and accidental causes are mutually exclusive.,Diagnostic hypotheses should guide the selection of brain imaging tests.,d
OIC-056-04-A,Support,What is the primary goal of supporting children with disabilities and their families?,To provide medical treatment only,"To enable them to participate as much as possible in family life, society, and promote their quality of life",To prepare them for independent living,To solely focus on the child's disability,b
OIC-056-03-A,Positive diagnosis,What is the primary focus of assessment for a disabled child?,Frank clinical examination,Multidisciplinary and coordinated functional assessment with family involvement,Assessing only impairment and activity levels,Evaluating the child's performance in isolation,b
OIC-056-05-A,Taking charge,What is the primary goal of multidisciplinary care for a disabled child?,To focus solely on medical treatment,To provide individualized education and financial assistance to the family,"To enable the child to participate as much as possible in family life and society, while developing their skills and those of their family",To delay diagnosis and intervention until a formal diagnosis is made,c
OIC-056-07-B,Epidemiology,What is the most common type of motor disability in children?,Trisomy 21,Congenital Malformations,Cerebral Palsy,Dyslexia and Dysorthographia,c
OIC-056-09-B,,What is the primary goal of the 'Projet personnalisé de scolarisation' (PPS) for a child with a disability?,To place the child in an institution,To provide individualized support and education within mainstream schools,To focus on medical treatment only,To separate children with disabilities from their families,b
OIC-254-04-A,Positive diagnosis,Which population is at risk for nutritional deficiency and/or malformation during pregnancy?,Only teenage girls,Restrictive or unbalanced diets only,"Disadvantaged backgrounds, restrictive or unbalanced diets, smoking, alcoholism, excess weight, diabetes, eating disorders, history of neural tube defect or cleft lip and palate",None of the above,c
OIC-254-02-B,Physiopathology,What is the recommended weight gain during pregnancy for a woman with a BMI of 25.0 kg/m²?,7 - 11.5 kg,12.5 - 18 kg,16 - 20 kg,10 - 15 kg,a
OIC-254-05-A,Management,How much iron should pregnant women take daily for supplementation?,30 mg,50 mg,100 mg,150 mg,b
OIC-254-01-B,Physiopathology,What happens to pregnant women's energy requirements during pregnancy?,They decrease by 70 kcal/day,They increase by an average of 260 kcal/day in the 2nd trimester,They remain the same throughout pregnancy,They increase by an average of 500 kcal/day in the 3rd trimester,d
OIC-254-06-A,Management,"To reduce the risk of food-borne infection in pregnant women, what should be avoided?",Only raw or undercooked meats,All foods that require refrigeration,Raw milk and soft cheeses with a bloomy rind,None of the above,c
OIC-254-03-B,Physiopathology,What is the recommended daily dose of folic acid for pregnant women?,1000 µg,400 µg,800 µg,600 µg,b
OIC-254-07-A,Taking charge,What is the recommended approach to consuming fish during pregnancy?,Limit all fish consumption to once a week,"Vary fish species, origins, and methods of supply to minimize exposure to contaminants",Avoid eating fish altogether,Only eat farmed fish,b
