id,question,option_a,option_b,option_c,option_d,correct_option
OIC-082-10-B,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic."
OIC-082-11-A,Savoir évoquer le diagnostic d'aura migraineuse (Knowing how to evoke the diagnosis of migraine aura),"An ophthalmic migraine or visual migraine aura is characterized by the appearance of visual stimuli which subside in about 15 to 20 minutes, usually giving way to a pulsatile headache, often in the hemicranium and contralateral. In some cases, the scintillating scotoma is isolated, with no headache.","An ophthalmic migraine or visual migraine aura is characterized by the appearance of visual stimuli which subside in about 15 to 20 minutes, usually giving way to a pulsatile headache, often in the hemicranium and contralateral. In some cases, the scintillating scotoma is isolated, with no headache.","An ophthalmic migraine or visual migraine aura is characterized by the appearance of visual stimuli which subside in about 15 to 20 minutes, usually giving way to a pulsatile headache, often in the hemicranium and contralateral. In some cases, the scintillating scotoma is isolated, with no headache.","An ophthalmic migraine or visual migraine aura is characterized by the appearance of visual stimuli which subside in about 15 to 20 minutes, usually giving way to a pulsatile headache, often in the hemicranium and contralateral. In some cases, the scintillating scotoma is isolated, with no headache.",option_a
OIC-082-02-A,Which of these statements is true about amaurosis fugax?,Amaurosis fugax is an acute onset of total visual loss lasting a few minutes and resolving spontaneously. It corresponds to a transient ischemic attack of the retina.,It is a diagnostic emergency because of the risk of a constituted retinal artery occlusion or ischemic stroke.,Horton's disease should also be systematically considered.,Amaurosis fugax is an acute onset of total visual loss lasting a few minutes and resolving spontaneously. It corresponds to a transient ischemic attack of the retina.,Option d
OIC-082-05-B,Know the main complementary examinations in ophthalmology and their indications,Examination of the Anterior Segment by Biomicroscopy,Measurement of Visual Acuity,Gonioscopy,Additional Examinations,Option d
OIC-082-03-A,Which of these options best describes a patient's photomotor reflex disorder?,The direct PMR is abolished due to the drop in vision. The consensual PMR is preserved.,"When anisocoria is more marked in the dark, the pathological eye is the one with the tightest pupil (myosis). When anisocoria is more marked in the light, the pathological eye is the one with the largest pupil (mydriasis).",The direct PMR is abolished due to the drop in vision. The consensual PMR is preserved.,"When anisocoria is more marked in the dark, the pathological eye is the one with the tightest pupil (myosis). When anisocoria is more marked in the light, the pathological eye is the one with the largest pupil (mydriasis).",option_c
OIC-164-07-A,Which of these statements about febrile rashes in children is correct?,"HHV6 virus (Herpesviridae family, beta-herpesvirinae subfamily, roseolovirus genus) is the most common cause of febrile rash in children.","Human-to-human transmission via the respiratory route (saliva, droplets) is a major risk factor for febrile rashes in children.","Primary infection in early childhood, then lifelong latency, with potentially severe reactivation in immunocompromised patients (Herpes virus) is the most common cause of febrile rash in children.",Incubation period: 5 to 15 days is a major risk factor for febrile rashes in children.,"HHV6 virus (Herpesviridae family, beta-herpesvirinae subfamily, roseolovirus genus) is the most common cause of febrile rash in children."
OIC-164-10-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","The diagnosis is based on several factors.

Complete Classical Form:

- Combines a fever lasting 5 days or more and 4 of the following major criteria: 
  - Maculopapular exanthema or diffuse erythema of the trunk and limbs with early fine desquamation at day 5. 
  - Involvement of the extremities with erythema of the palms and soles and/or edema of the hands and feet and/or subacute fine desquamation (later, around day 10). 
  - Bilateral non-suppurative bulbar conjunctivitis.
  - Oropharyngeal involvement: glossitis and/or cheilitis and/or pharyngitis. 
  - Cervical adenopathies > 1.5 cm, bilateral but possibly unilateral (or asymmetric), which can sometimes lead to the diagnosis of a phlegmon.","There are incomplete forms (fewer than 4 major criteria), which can lead to misdiagnosis, particularly in younger children, exposing them to a greater risk of cardiac complications. In the presence of unexplained fever lasting more than 5 days, with a patient in poor general condition, it is important to investigate this diagnosis (in addition to the infectious work-up) by means of a biological work-up and cardiac ultrasound. A normal cardiac ultrasound does not rule out the diagnosis, but in the case of coronary dilatation, the diagnosis may be accepted even if there are fewer than 4 other major criteria other than fever.","The following anomalies are often observed:

- Inflammatory syndrome: high CRP and SV, hyperleukocytosis, thrombocytosis (appearing later, around day 10), hypoalbuminemia.

Liver abnormality: moderate cytolysis (frequent), more rarely elevated bilirubin.

Very frequent aseptic leucocyturia.

Aseptic meningitis (when lumbar puncture is performed).","Complications:

- Acute: Multisystemic form ""Kawasaki shock"" with myocarditis, multivisceral damage, macrophagic activation syndrome.

Sub-acute: Dilatation of the coronary arteries, which may lead to aneurysm. The risk of dilatation is increased after 10 days without treatment, so the diagnosis of Kawasaki disease is urgent. Diagnosis is made using a transthoracic cardiac ultrasound by a cardiologist experienced with this disease.","The diagnosis is based on several factors.

Complete Classical Form:

- Combines a fever lasting 5 days or more and 4 of the following major criteria: 
  - Maculopapular exanthema or diffuse erythema of the trunk and limbs with early fine desquamation at day 5. 
  - Involvement of the extremities with erythema of the palms and soles and/or edema of the hands and feet and/or subacute fine desquamation (later, around day 10). 
  - Bilateral non-suppurative bulbar conjunctivitis.
  - Oropharyngeal involvement: glossitis and/or cheilitis and/or pharyngitis. 
  - Cervical adenopathies > 1.5 cm, bilateral but possibly unilateral (or asymmetric), which can sometimes lead to the diagnosis of a phlegmon."
OIC-164-05-A,Which of these statements about congenital rubella is false?,Congenital rubella can result in growth retardation.,Congenital rubella can result in deafness.,Congenital rubella can result in microcephaly.,Congenital rubella can result in cardiac malformations.,b
OIC-164-06-A,Parvovirus B19 is a DNA virus. Which of the following statements best describes its epidemiology?,"Human-to-human transmission occurs via the respiratory route (saliva, droplets) or transplacentally.","It is a very frequent infection, generally from childhood to school age, with 40 to 80% of adults being immune.",Parvovirus B19 belongs to the Parvoviridae family.,"Human-to-human transmission occurs via the respiratory route (saliva, droplets) or transplacentally.",option_b
OIC-164-02-A,Which of the following statements about Kawasaki disease is correct?,It is a vasculitis.,It is an infectious disease.,It is caused by Group A Streptococcus.,It is associated with fever and rash.,c
OIC-164-08-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","The typical clinical picture includes a fever of variable intensity, which may be prolonged, significant asthenia, pseudomembranous angina, cervical polyadenopathy, but other territories may be affected, often with splenomegaly. The rash is inconstant, maculopapular, and favored by ampicillin use.","The typical clinical picture includes a fever of variable intensity, which may be prolonged, significant asthenia, pseudomembranous angina, cervical polyadenopathy, but other territories may be affected, often with splenomegaly. The rash is inconstant, maculopapular, and favored by ampicillin use.","The typical clinical picture includes a fever of variable intensity, which may be prolonged, significant asthenia, pseudomembranous angina, cervical polyadenopathy, but other territories may be affected, often with splenomegaly. The rash is inconstant, maculopapular, and favored by ampicillin use.","The typical clinical picture includes a fever of variable intensity, which may be prolonged, significant asthenia, pseudomembranous angina, cervical polyadenopathy, but other territories may be affected, often with splenomegaly. The rash is inconstant, maculopapular, and favored by ampicillin use.",> option_c
OIC-164-01-A,Which type of rash is most likely to be present in a child with a febrile rash?,Maculopapular,Scarlatiniform,Morbilliform,None,Option C
OIC-164-04-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.",The measles virus is an RNA virus belonging to the Paramyxoviridae family and the Morbillivirus genus.,"Human-to-human transmission occurs by air (aerosol) and is highly contagious (R<sub>0</sub> = 15 to 20, meaning one infected person can cause 15 to 20 secondary cases).","It is a major cause of infant mortality worldwide, though death is rare in high-income countries.",Regular outbreaks of epidemics occur in France.,The measles virus is an RNA virus belonging to the Paramyxoviridae family and the Morbillivirus genus.
OIC-164-09-A,Which of these statements about scarlet fever is correct? (1 point),Scarlet fever is a rare disease in children. It occurs more often in winter.,The erythrogenic toxin produced by Group A Streptococcus pyogenes causes scarlet fever.,Invasive GAS infections are not justified by prophylaxis against scarlet fever.,Scarlet fever is a rare disease in adults. It occurs more often in summer.,option_b
OIC-164-03-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Haemodynamic failure: purpura fulminans, necrotizing fasciitis, toxic shock syndrome","Mucosal ulcerations with or without epidermal detachments: Stevens-Johnson syndrome, Lyell syndrome, erythema multiforme major, epidermolysis","Erythema, facial edema, adenopathy, general deterioration, multivisceral involvement with hypereosinophilia: DRESS","Fever ≥ 5 days with cervical adenopathy, mucosal involvement (conjunctivitis, glossitis), pharyngitis, extremity edema: Kawasaki disease","Haemodynamic failure: purpura fulminans, necrotizing fasciitis, toxic shock syndrome"
OIC-164-11-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Chickenpox is an infection caused by the varicella zoster virus (VZV). It is very frequent in children and adolescents. The incubation period is 2 weeks, with a contagiousness linked to airborne or contact transmission. The rash appears in successive outbreaks of vesicles on different ages, all over the body, possibly reaching the mucous membranes (mouth), progressing to crusting accompanied by pruritus which can be very intense. A fever accompanies the eruption (fever as long as there are new lesions). Severe forms include neonatal chickenpox and immunocompromised patients. Treatment is symptomatic with severe forms or chickenpox occurring in subjects at risk warranting the prescription of IV aciclovir.","Chickenpox is an infection caused by the varicella zoster virus (VZV). It is very frequent in children and adolescents. The incubation period is 2 weeks, with a contagiousness linked to airborne or contact transmission. The rash appears in successive outbreaks of vesicles on different ages, all over the body, possibly reaching the mucous membranes (mouth), progressing to crusting accompanied by pruritus which can be very intense. A fever accompanies the eruption (fever as long as there are new lesions). Severe forms include neonatal chickenpox and immunocompromised patients. Treatment is symptomatic with severe forms or chickenpox occurring in subjects at risk warranting the prescription of IV aciclovir.","Chickenpox is an infection caused by the varicella zoster virus (VZV). It is very frequent in children and adolescents. The incubation period is 2 weeks, with a contagiousness linked to airborne or contact transmission. The rash appears in successive outbreaks of vesicles on different ages, all over the body, possibly reaching the mucous membranes (mouth), progressing to crusting accompanied by pruritus which can be very intense. A fever accompanies the eruption (fever as long as there are new lesions). Severe forms include neonatal chickenpox and immunocompromised patients. Treatment is symptomatic with severe forms or chickenpox occurring in subjects at risk warranting the prescription of IV aciclovir.","Chickenpox is an infection caused by the varicella zoster virus (VZV). It is very frequent in children and adolescents. The incubation period is 2 weeks, with a contagiousness linked to airborne or contact transmission. The rash appears in successive outbreaks of vesicles on different ages, all over the body, possibly reaching the mucous membranes (mouth), progressing to crusting accompanied by pruritus which can be very intense. A fever accompanies the eruption (fever as long as there are new lesions). Severe forms include neonatal chickenpox and immunocompromised patients. Treatment is symptomatic with severe forms or chickenpox occurring in subjects at risk warranting the prescription of IV aciclovir.","Chickenpox is an infection caused by the varicella zoster virus (VZV). It is very frequent in children and adolescents. The incubation period is 2 weeks, with a contagiousness linked to airborne or contact transmission. The rash appears in successive outbreaks of vesicles on different ages, all over the body, possibly reaching the mucous membranes (mouth), progressing to crusting accompanied by pruritus which can be very intense. A fever accompanies the eruption (fever as long as there are new lesions). Severe forms include neonatal chickenpox and immunocompromised patients. Treatment is symptomatic with severe forms or chickenpox occurring in subjects at risk warranting the prescription of IV aciclovir."
OIC-342-18-B,What is the management of a patient with benign symptoms?,The patient should be reassured that there are no serious underlying causes.,"The patient should be reassured that there are no serious underlying causes, and that they will be seen again in the near future.","The patient should be reassured that there are no serious underlying causes, but that they may need to return for further evaluation if their symptoms persist or worsen.","The patient should be reassured that there are no serious underlying causes and that they will be seen again in the near future. However, it is important to monitor them closely for any worsening of their condition.",option_c
OIC-342-02-B,Which of the following is a pathophysiological mechanism of malaise?,Cerebral hypoperfusion,Cerebral activity dysfunction,Cerebrovascular disease,Brainstem dysfunction,option_c
OIC-342-06-A,Which of these is NOT a characteristic of an epileptic seizure?,The patient may be confused or disoriented.,There may be loss of consciousness (coma) in adults.,The patient may have a brief period of unconsciousness.,The patient may experience an aura before the seizure.,b
OIC-342-19-B,What is the most common cause of loss of consciousness and coma in adults?,Hypovolemia,Cardiac arrhythmias,Cerebral hypoxia,Seizures,A
OIC-342-10-A,Which of these is NOT a cause for immediate action?,Cardiac arrest,Hypovolemia (hypotension),Severe hypoxemia,Pulmonary embolism,A
OIC-342-20-A,What are the indications for and methods of prescribing anticonvulsant treatment?,The first indication for antiepileptic drug therapy in adults with epilepsy is a seizure that has not responded to at least 2 appropriate treatments.,"In children, the first indication for antiepileptic drug therapy is a seizure that has not responded to at least 1 appropriate treatment.",The first indication for anticonvulsant drug therapy in adults with epilepsy is a seizure that has responded to at least 2 appropriate treatments.,"In children, the first indication for antiepileptic drug therapy is a seizure that has not responded to at least 1 appropriate treatment.",The first indication for anticonvulsant drug therapy in adults with epilepsy is a seizure that has not responded to at least 2 appropriate treatments.
OIC-342-05-A,Which of the following is NOT a sign of neuroglucopenia?,A. Decreased level of consciousness,B. Confusion,C. Drowsiness,D. Disorientation,A.
OIC-342-11-A,Which of these is NOT a sign of hypoxemia?,A. Tachycardia,B. Bradycardia,C. Hypotension,D. Pulsus paradoxus,C
OIC-342-17-B,"Which of these is not part of the follow-up of a patient seen for malaise, syncope or lipothymia of rhythmic cause?",Cardiological monitoring,Prevention of sudden death,Follow-up with cardiology,Follow-up with neurology,Option d
OIC-342-21-A,Which of these is not an indication that a patient has had a comital seizure?,A. A patient who has been in a coma for more than 24 hours may have a comital seizure.,B. A patient with a history of seizures should be treated as having a comital seizure if they are unconscious and do not respond to stimuli.,C. A patient who is awake but has no response to stimuli or verbal commands should be considered for a comital seizure.,"D. A patient with a history of seizures may have a comital seizure, even if they are awake and responsive.",B
OIC-342-09-A,Which of the following is NOT a cause of malaise without loss of consciousness?,Catalepsy,Falls,Psychogenic pseudo syncope,"Metabolic disorders including hypoglycemia, hypoxia, intoxication, etc.",option_c
OIC-342-15-A,What is the most appropriate treatment for an adult patient with a generalized tonic-clonic seizure?,The best way to treat this patient would be to administer intravenous diazepam. This drug will quickly and effectively reduce the frequency of seizures in adults.,"Intramuscular ketamine is another option for treating patients with generalized convulsive seizures. Ketamine has a rapid onset of action, but it can cause respiratory depression if administered too rapidly.",The best way to treat this patient would be to administer intravenous diazepam. This drug will quickly and effectively reduce the frequency of seizures in adults.,"Intramuscular ketamine is another option for treating patients with generalized convulsive seizures. Ketamine has a rapid onset of action, but it can cause respiratory depression if administered too rapidly.",option_a
OIC-342-03-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible."
OIC-342-16-A,What should be done to treat a patient with malaise?,The patient's temperature should be taken and recorded.,"A rectal temperature of 37.5°C or higher indicates fever, which requires treatment.","If the patient is unconscious, they should be placed in lateral safety position to prevent aspiration of vomitus into their airway.",The patient's blood pressure should be monitored and recorded if it is low.,Option C
OIC-342-13-B,Which of the following is NOT a common cause of syncope in adults?,A. Hypovolemic shock,B. Arrhythmia,C. Hypercalcemia,D. Hypoglycemia,Option d
OIC-342-04-A,Which of the following is a triggering circumstance for syncope?,A. A fall,B. An electric shock,C. A blow to the head,D. A seizure,A
OIC-342-12-B,Which of these is not a common cause of coma in adults?,A. Head trauma,B. Hypoglycemia,C. Hypothermia,D. Hyperthermia,C
OIC-342-08-A,Which of the following is a cause of malaise without loss of consciousness?,Hypoglycemia,Toxic drugs,Meningitis,Discontinuation of treatment,A
OIC-342-14-A,"Identify the clinical and paraclinical elements justifying an emergency cardiological, neurological, or resuscitation opinion.",Loss of consciousness during physical effort,Recent or unexplained dyspnoea,Heart failure,Family history of sudden cardiac death in people aged < 40 or known family heart disease,b
OIC-342-01-A,Which of the following is NOT an example of malaise?,A. A vague feeling of unease or disturbance of physiological functions.,"B. Syncope (Malaise/loss of consciousness SDD-050): Clinical manifestation secondary to transient global cerebral hypoperfusion, spontaneously resolving.","C. Lipothymia (Malaise/loss of consciousness SDD-050): Clinical manifestation with the same mechanism as syncope, but the duration of cerebral hypoperfusion is too short to cause complete loss of consciousness.","D. Comitial or epileptic seizure (Convulsion SDD-120, Coma and disturbed consciousness SDD-028, Malaise/loss of consciousness SDD-050): Clinical manifestation linked to the synchronous paroxysmal hyperactivity of cortical neurons and to the propagation of this activity.",D
OIC-342-07-A,Which of these is NOT a cause of syncope in adults?,Hypovolemia,Cardiac arrhythmias,Cerebrovascular disease,Hypoglycemia,A
OIC-245-24-B,What is the specific diagnosis for a child with adrenal insufficiency?,Adrenal insufficiency,Cushing syndrome,Addison disease,Hypopituitarism,Adrenal insufficiency
OIC-245-06-B,Which of these statements about the ACTH assay is true?,The ACTH assay measures the amount of ACTH released by the adrenal gland.,"ACTH levels are measured at 8 o'clock in the morning because it follows the nycthemeral rhythm of cortisol, and this is the time when the value is highest.","ACTH levels are measured at 12 o'clock in the afternoon because it follows the diurnal rhythm of cortisol, and this is the time when the value is lowest.","The ACTH assay measures the amount of ACTH released by the adrenal gland. The ACTH assay can be used to determine the aetiology of adrenal insufficiency: if ACTH is high, this indicates primary adrenal insufficiency; if ACTH is normal or low in relation to low cortisol, it indicates corticotropic insufficiency.",option_c
OIC-245-17-B,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic."
OIC-245-13-B,Which of these is not a treatment for chronic adrenal insufficiency?,Fludrocortisone,Hydrocortisone,Mineralocorticoid,Glucocorticoids,Option d
OIC-245-08-B,Which of the following is a main cause of primary adrenal insufficiency in adults?,Autoimmune Cortical Shrinkage,Bilateral Adrenal Tuberculosis,Drug-Induced,Bilateral Adrenal Lesions,A
OIC-245-10-B,Which of these is NOT a cause of corticotropic insufficiency?,Autoimmune disease,Granulomatosis,Trauma,Pituitary surgery,Radiotherapy
OIC-245-16-A,Which of the following is a clinical sign of adrenal insufficiency in adults and children?,"Extracellular dehydration with skin wrinkling, hypotension (Abnormal arterial hypotension SD-043), up to and including collapse.","Confusion, convulsive seizures secondary to hyponatremia and hypoglycemia (Hypoglycemia SD-209), even coma.","Digestive disorders: anorexia, nausea, vomiting, abdominal pain, diarrhea.",Diffuse pain.,"Extracellular dehydration with skin wrinkling, hypotension (Abnormal arterial hypotension SD-043), up to and including collapse."
OIC-245-05-A,Know How to Prescribe an 8-Hour Cortisol Test,"The definitive diagnosis of adrenal insufficiency is based on the measurement of cortisol at 8 o'clock, the time when cortisol is highest: Low cortisol levels (indicatively < 50 ng/ml or 138 nmol/l) indicate adrenal insufficiency. Cortisol > 180 ng/ml (500 nmol/l) indicates normal cortisol levels, eliminating the possibility of adrenal insufficiency.","Between these two values, a stimulation test is performed, such as the synACTHene test: If cortisol 60 minutes after injection is < 180 ng/ml (500 mmol/l), it indicates adrenal insufficiency. If cortisol 60 minutes after injection is > 180 ng/ml (500 mmol/l), it indicates no adrenal insufficiency.","The definitive diagnosis of adrenal insufficiency is based on the measurement of cortisol at 8 o'clock, the time when cortisol is highest: Low cortisol levels (indicatively < 50 ng/ml or 138 nmol/l) indicate adrenal insufficiency. Cortisol > 180 ng/ml (500 nmol/l) indicates normal cortisol levels, eliminating the possibility of adrenal insufficiency.","Between these two values, a stimulation test is performed, such as the synACTHene test: If cortisol 60 minutes after injection is < 180 ng/ml (500 mmol/l), it indicates adrenal insufficiency. If cortisol 60 minutes after injection is > 180 ng/ml (500 mmol/l), it indicates no adrenal insufficiency.",option_a
OIC-245-20-B,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","In the event of potential decompensation factors, increase hydrocortisone doses (see chapter on ""Understanding the Principles of Pharmacological Adaptation in Acute Adrenal Insufficiency in the Event of Stress"")",Inform the attending physician: Increase hydrocortisone doses in case of intercurrent pathology. Recognize acute adrenal insufficiency. Start treatment at home before referring the patient to hospital.,"The emergency doctor or anaesthetist receiving a patient with adrenal insufficiency in a stressful situation must: Be aware of the risk of acute adrenal insufficiency. Know how to prevent it: if oral treatment is impossible, administer hydrocortisone IM or IV: 25 mg every 6 hours or 100 mg continuous IV at SAP.","In the event of surgery, the following may be offered: 100 mg IV or IM initially. Then, in the case of major surgery, 100 mg/24 hours continuous IV to the SAP until feeding is resumed. Then return to treatment with hydrocortisone ""per os"" by tripling the usual dose (minimum 60 mg per 24 hours in three or four doses, including one taken at night), then gradually reducing over a few days to the usual doses.",option_c
OIC-245-09-A,Which of these statements about adrenal insufficiency in adults and children is true? ,Corticosteroid therapy can lead to adrenal insufficiency.,The pituitary-adrenal axis does not recover immediately on discontinuation of a dose > 7 mg prednisone equivalent for 3 to 4 weeks.,"It is also possible to use routes of administration other than the oral route: percutaneous corticosteroid therapy, intramuscular corticosteroid therapy (delayed-acting forms), inhaled corticosteroid therapy.","During a reduction in corticosteroid therapy, decompensation may occur if the dose is less than 5 mg prednisone equivalent.",Corticosteroid therapy can lead to adrenal insufficiency.
OIC-245-15-A,Which of these statements best describes acute adrenal insufficiency?,Acute adrenal insufficiency is a vital pathology and an extreme emergency.,"Treatment is started as soon as the diagnosis is suspected, even without diagnostic certainty. Hormone levels (cortisol, ACTH) can be measured at a later stage if they are not taken just before emergency treatment. They should not delay treatment.","Acute adrenal insufficiency is a vital pathology and an extreme emergency. Treatment is started as soon as the diagnosis is suspected, even without diagnostic certainty. Hormone levels (cortisol, ACTH) can be measured at a later stage if they are not taken just before emergency treatment. They should not delay treatment.","Acute adrenal insufficiency is a vital pathology and an extreme emergency. Treatment is started as soon as the diagnosis is suspected, even without diagnostic certainty. Hormone levels (cortisol, ACTH) can be measured at a later stage if they are not taken just before emergency treatment. They should not delay treatment.",> Acute adrenal insufficiency is a vital pathology and an extreme emergency.
OIC-245-11-B,Which of the following is a glucocorticoid with the longest biological half-life?,Prednisone,Hydrocortisone,Dexamethasone,Prednisolone,Option C
OIC-245-19-B,Which of these is a sign of acute adrenal insufficiency?,Complete adrenal enzyme block (21-hydroxylase +++),Addison's disease,Bilateral adrenal hemorrhage,Pituitary apoplexy.,option_a
OIC-245-02-A,Which of the following is a characteristic of primary adrenal insufficiency?,Fatigue (Asthenia SD-021),Depression,Anorexia,Nausea (SD-012),Fatigue (Asthenia SD-021)
OIC-245-18-B,What are some common causes of decompensation in patients with treated adrenal insufficiency?,"Vomiting, diarrhea, infection, fracture, myocardial infarction, surgery, anesthesia, invasive diagnostic procedures, major physical effort, or intense psychological stress.",Failure to adequately adjust hydrocortisone treatment in response to these situations highlights the importance of therapeutic education in managing adrenal insufficiency.,"Vomiting, diarrhea, infection, fracture, myocardial infarction, surgery, anesthesia, invasive diagnostic procedures, major physical effort, or intense psychological stress can cause decompensation in patients with treated adrenal insufficiency.",Failure to adequately adjust hydrocortisone treatment in response to these situations highlights the importance of therapeutic education in managing adrenal insufficiency.,"Vomiting, diarrhea, infection, fracture, myocardial infarction, surgery, anesthesia, invasive diagnostic procedures, major physical effort, or intense psychological stress can cause decompensation in patients with treated adrenal insufficiency."
OIC-245-12-A,Which of these is NOT a cause for adrenal insufficiency in adults?,Hypoglycaemia,Hyperkalaemia,Acute pancreatitis,Cushing's syndrome,Hypoglycaemia
OIC-245-03-A,Which of these signs are most likely to be present in primary adrenal insufficiency?,Hypotension,Weight loss,"Anorexia, but retained an appetite for salt",Melanoderma and slate patches on the oral mucosa,Option d
OIC-245-04-A,Which of the following is NOT associated with adrenal insufficiency?,No melanoderma,Depends on etiology,Pallor,Hyponatremia without hyperkalemia,Option d
OIC-245-23-A,Which of these is NOT a feature of primary adrenal insufficiency in children?,Hypoglycemia,Hypotonia,Vomiting,Dehydration,Hypertension
