id,question,option_a,option_b,option_c,option_d,correct_option
OIC-009-05-A,What is the core principle of respect for autonomy in medical ethics?,Patient's right to make decisions without coercion or undue influence,Obtaining informed consent before making decisions about one's own body,Respecting patients' wishes as long as they are not against their own best interests,Informed consent can be obtained through coercion or manipulation of the patient's decision-making process,option_a
OIC-009-17-A,What is the main ethical principle underlying respect for patients' autonomy in end-of-life care?,Beneficence,Non-maleficence,Respect for dignity and humanity,Confidentiality,c
OIC-009-19-B,What is the role of 'deep and continuous sedation until death' (DCSD) prior to making a decision about this procedure?,A,B,C,D,a
OIC-315-03-B,What is the most common etiological factor affecting Acute Leukaemia?,Toxic substances,Genetic anomalies,Evolution of a chronic myeloproliferative syndrome or a myelodysplastic syndrome,Viral agents,option_a
OIC-315-02-A,What is the main difference between AML and ALL?,Increased incidence in adults,Decreased incidence in children,Different age ranges of diagnosis,Same age range of diagnosis,c
OIC-315-05-A,What is the primary complication of Acute Leukaemia?,Thrombocytopenia,Hyperleukocytosis,Neutropenia,DIC with microthrombotic damage,c
OIC-315-06-A,What can be expected from a patient with acute leukaemia on a haemogram?,A diagnosis of normo- or microcytic anaemia,Bleeding disorders,Thrombocytopenia being constant and severe,Immune thrombocytopenic purpura (ITP),option_a
OIC-315-04-A,When is a patient likely to experience anaemic syndrome?,Early diagnosis,Late diagnosis,Acute infection exposure,Rapid bone marrow failure treatment initiation,a
OIC-315-10-B,What is the primary indication for performing a myelogram in children with acute leukaemia?,To check blood clotting,To identify bone marrow causes of cytopenias,To relieve pain from headaches,To assess neurological symptoms,b
OIC-315-07-B,What percentage of marrow infiltrate by blasts in a myelogram is sufficient to diagnose acute leukemia?,20%,50%,80%,100%,b
OIC-315-09-A,What is the most likely indication of acute leukaemia in children with a specific symptom?,Dehydration due to platelet abnormality,Purpura/ecchymosis/haematoma,"Anorexia, asthenia, hepatomegaly and splenomegaly",Lameness,c
OIC-315-01-A,What percentage of cells in acute leukemia (AL) should be blasts to be considered present? Answer,10%,%,50%,>20%),option_a
OIC-315-08-A,What percentage of children with childhood leukaemia are diagnosed with Lymphoblastic Acute Leukaemia?,40%,%,80% ,25%,c
OIC-102-14-B,What is a common neurological examination finding for recent diplopia?,Hypotensive vasculature,Orthostatic dysfunction,Hyperthymesia,Posterior cortical atrophy,a
OIC-102-02-A,When does diplopia appear?,Both eyes are open,"One eye is closed, but the other is wide open",The healthy eye closes before either one,Neither of the options provided appears when dipslopia occurs,option_a
OIC-102-13-B,What is the primary cause of monocular diplopia in cases where occlusion persists?,Corneal scarring following keratitis or trauma.,Iris-related tear duct blockage.,Crystal lens opacity causing astigmatism.,Keratoconus-induced irregular astigmatism., 
OIC-102-12-B,What is the recommended imaging examination for recent acute binocular diplopia?,Cerebral Imaging,Neuroradiological Examination,No Brain Imaging,Optical Disorder Diagnosis,c
OIC-102-05-B,What is a _hypotropia_,A downward deviation of the eye,An upward deviation of the eye,An inward deviation of the eye,An outward deviation of the eye,option_a
OIC-102-10-A,Which of the following is NOT a main argument in favor of myasthenia gravis diagnosis given diplopia symptoms?,Diagnosis based on electrophysiological tests.,Associated with thymoma.,Not investigated for when associated with diplopia.,Diagnosis can be confirmed through the presence of ptosis during acute exacerbations.,C
OIC-102-04-B,Which type of movement does an individual perform when moving their eyes sideways?,Horizontal,Vertical,Up and Over,Down and Inward,option_a
OIC-102-03-B,What is the purpose of the Hess-Lancaster test in diagnosing oculomotor paralysis?,To assess diplopia,To measure pupillary inequality,To determine the side of paralytic strabismus and identify the paralyzed muscle or muscles,To examine the effect of a different colored glass on oculomotor motricity,c
OIC-102-09-B,What can be said about diplopia in the case of intracranial hypertonia?,Diplopia may indicate a lesion affecting the abducens nucleus,Diplopia is caused by direct compression of the VI nerve in the cerebellopontine angle,Diplopia may be associated with a lesion in the third cranial nerve,There is no clear localizing value for diplopia in the case of intracranial hypertonia,d
OIC-102-01-B,What is the main functional connection between Cranial Nerve VI and Cranial Nerve III in terms of eye movement?,The medial longitudinal fasciculus (FLM) connects both nerves.,Nerve IV arises from the superior colliculus for nucleus of the trochlear nerve only,Both are innervated by their respective motor neurons located in the midbrain and that there is a direct connection between them via a bundle.,"Innervation of both involves separate nuclei, with the abducens (VI) and oculomotor (III) being primarily involved with eye movements.",option_c
OIC-102-11-A,What emergency condition requires immediate investigation?,Pupillary dilation with pain,Aneurysm of the posterior communicating artery,Hemorrhage in the optic nerve,Optic neuritis,b
OIC-215-04-A,When is a diagnosis of purpura fulminans suspected?,Fever,Severe dehydration,Hyperthermia and fever combined,Purpura with no signs of haemodynamic failure or neurological involvement,b
OIC-215-02-A,What is the primary mechanism of vascular purpura in adults and children?,Inflammation of the vasculitis,Fragility of capillary vascular wall,Thrombocytopenia (platelet abnormality),Scurvy,option_b
OIC-215-08-A,What are the main infectious etiologies of purpura in adults and children?,Purpura fulminans,Endocarditis,Post-vaccination infection,Autoimmune disease,b
OIC-215-03-A,What is a characteristic feature of purpura fulminans in children?,Vascular damage to multiple capillaries,Rapid extension in size and number of a vascular purpura with no necrotic or ecchymotic elements over 3 mm in diameter,Infectious meningitis without bacterial infection,Failure to respond to antibiotics within 60 minutes of treatment starting,option_a
OIC-215-05-A,What is the main difference between vascular purpura and thrombocytopenic purpura?,"Vascular purpura has fever, ENT signs, peripheral neuropathy, and proteinuria due to vasculitis. Thrombocytopenic purpura has a low platelet count due to splenic sequestration.",Thrombocytopenic purpura is caused by scurvy. Vascular purpura is not.,"Both conditions can cause fever and ENT signs, but thrombocytopenic purpura causes splenomegaly due to adenopathy.",Thrombocytopenic purpura has hepatomegaly due to liver involvement. Vascular purpura does not.,option_a
OIC-215-09-A,What is not typically done to treat purpura?,Platelet transfusion,Administering a blood test for other causes of bleeding,Insert an IV line to administer medication,Do nothing and hope the condition resolves on its own,option_b
OIC-215-01-A,What is the main difference between petechial purpura and ecchymotic purpura?,petechial purpura has a single spot,vibices (in the form of linear streaks),petechial purpura tends to be smaller,ecchymotic purpura tends to spread rapidly,b
OIC-215-06-A,What should be done in case of thrombocytopenic purpura?,Check for thrombocytopenia on a citrate tube,Prescribe a platelet transfusion without checking the prothrombin rate or activated partial thromboplastin time,Perform blood smear analysis,Test liver function tests,option_a
OIC-215-07-B,What is most commonly recommended for vascular purpura in adults?,Anti-neutrophil cytoplasmic antibodies (ANCA),Cryoglobulinemia,Urine protein electrophoresis,White blood cell count,option_a
OIC-176-15-A,What does 'collective' mean in the context of a foodborne outbreak?,A group or community affected by an illness,An isolated event,The result of a single incident,A term used to describe non-food items contaminated with bacteria,a
OIC-176-06-B,What is the main parasite responsible for giardiasis in adults?,Giardia intestinalis,Cryptosporidium spp,*Cystoisospora belli*,**Ankylostoma duodenale**,option_a
OIC-176-16-A,What is the primary cause of acute kidney injury in children with hemolytic uremic syndrome (HUS)?,"(A) Infection, (B) Dehydration, (C) Hemolysis, (D) Hyperkalemia",Infectious diarrhoea in adults and children is the most common cause of HUS. It leads to severe dehydration.,Fungal infection commonly causes HUS in children who have a compromised immune system.,"Vitamin C deficiency can lead to kidney damage, but it is not the primary cause of HUS.",B
OIC-176-10-B,What is the indication for endoscopic examination when there is persistent diarrhoea with no identified cause?,Infectious gastroenteritis,Pseudomembranous colitis of C. difficile,Food poisoning,Malabsorption syndrome,b
OIC-176-02-A,What is a common mode of transmission for diarrhoea in children?,Ingestion of contaminated food and water,Side effects of medication,Facilitated by poor hygiene of the hands on which pathogens are found,Parasitic infection,c
OIC-176-09-A,What is the main additional test to assess Acute Diarrhea in Adults?,Complete Blood Count (CBC),Blood gas with lactates,Infrared Sauna Test,"Blood ionogram, creatininaemia",option_a
OIC-176-11-A,"What is the main risk of acute diarrhoea in infants, adults, or children?",Dehydration,Malnutrition,Cerebral oedema,Prevention/Treatment of Dehydration,option_a
OIC-176-08-B,"What test should be performed on a child with persistent digestive problems (pain, bloating, frothy stools) after a trip to a tropical zone?",Giardiasis,Cryptosporidiosis,Anguillulosis,Infectious diarrhoea of children and adults is tested for giardiasis in the event of these symptoms.,option_a
OIC-176-13-A,Which of the following statements about antibiotic therapy for invasive dysentery is correct?,Always start with ciprofloxacin,A 7-day course is always sufficient for all cases,Antibiotics are only effective against Shigella spp.,"In children, the treatment duration should be less than 3 days",c
OIC-176-01-A,What is the correct definition of diarrhoea according to duration?,Less than or equal to 1 week,More than 3 weeks,Between 2 and 4 weeks,Never,b
OIC-176-07-A,What type of test is recommended to diagnose Cryptosporidium infections in adults and children?,$oxed{A}$,$oxed{C}$,$oxed{D}$,$oxed{E}$,$oxed{A}$
OIC-176-03-A,What is the primary characteristic of HUS Dehydration?,Frequent vomiting,Increased bowel movements,Decreased bowel movements,Increased bowel movements with secretory mechanism,d
OIC-176-05-A,What percentage of children with viral watery diarrhoea also have fever?,8-60%,90-100% (always positive),2-15%,4/5 of all cases in young children,b
OIC-176-04-A,What is the typical age group most commonly associated with watery diarrhoea due to viral causes?,Children,Adults,Elderly people living in institutions,"Tortoises, reptiles",b
OIC-176-14-A,What happens when you're not vaccinated against typhoid fever?,You get better and recover from your illness.,"You develop a severe condition, such as meningitis or encephalitis.",You can't be vaccinated because of allergy to the vaccine components.,You will always have some level of immunity after vaccination.,d
OIC-176-12-A,What should be avoided in adults with diarrhoea?,Administering medication orally,Giving over-the-counter pain relievers for nausea or vomiting,Using antacids to treat constipation,Offering electrolyte-rich drinks as a substitute for water,option_b
OIC-176-17-A,What is the recommended oral rehydration solution for mild to moderate dehydration in adults?,1. D12A,Rice Chow,Gatorade,"Water Only""}  {  ","But not Rice Chow, which contains high fructose corn syrup and does not contain electrolytes. So option B is incorrect."
OIC-353-09-B,What is a common indication for hospitalization in cases of suicidal risk?,A life-threatening psychiatric disorder with severe symptoms,A minor psychiatric disorder with mild symptoms,The patient's personal safety plan,Depressed mood without any suicidal thoughts or behaviors,option_a
OIC-353-04-A,What is the primary method used by children in their 5th year and onwards for suicidal ideas?,Hanging/strangulation,Defenestration,Jumping off a high place into water,Electrocution,b
OIC-353-01-A,What is the term for an individual who survives a suicidal attempt?,Attempted Suicide (AS),Suicidal Ideation (SDI),Survived Attempted Suicide,Indirected Suicide,option_a: AS
OIC-353-03-A,What triggers suicidal crisis in adults? ,Genetics,Environmental factors,Unstable relationships,Major life change,A
OIC-353-11-B,What should be done for older adults experiencing depressive episodes?,Conduct a comprehensive review of their mental health history,Try a complementary therapy like yoga,Remove all access to potential means of self-harm immediately,Only consider their physical pain and/or abuse if there is no mood-related change,c
OIC-353-07-B,What is a common approach to identifying suicidal risk in children?,"A thorough medical evaluation, including assessment of mental health and developmental factors.",Counseling sessions with family members and friends.,Ignoring the child's feelings and dismissing their concerns as 'just being dramatic' or 'overreacting'.,Only providing information about self-harm techniques without addressing underlying issues.,"A thorough medical evaluation, including assessment of mental health and developmental factors."
OIC-353-06-B,"What is the main difference between primary, secondary, and tertiary prevention measures in suicide prevention?",Primary,Secondary,Tertiary,Early detection,B
OIC-353-08-A,What should be done immediately after a child's suicidal behavior?,Call emergency services,Give them a hug and tell them they're safe,Do something creative with the scissors,Just ignore what they say,a
OIC-353-05-A,What is the primary focus of the RUD assessment in suicidal risk and behavior?,Risk factors,Urgency assessment,Protective factors,Suicidal potential management,A
OIC-353-10-B,Who needs to have their safety plan reviewed by?,Only healthcare professionals,Parents and caregivers of children and adolescents with suicidal risk,Medical team members only,Children themselves,b
OIC-353-02-A,What percentage of suicidal thoughts are reported by individuals aged 18-85? ,4.2%,0.3%,10% ,1%,4.2%
OIC-082-07-A,What is considered an emergency in the context of acute visual impairment with white eye?, ,Retrobulbar optic neuritis,Rhegmatogenous retinal detachment,Intravitreal haemorrhage,d
OIC-082-09-B,What is the main clinical sign of central retinal artery occlusion (CRAO)?,"Sudden, very profound drop in visual acuity",Pupil in areflexic mydriasis,Ischaemic white retinal oedema of the retina with cherry-red staining of the macula,Cherry-red spot on the optic disc,C option 
OIC-082-01-A,What happens to a visual disorder that affects one eye?,It appears monocular because we can still see objects clearly with our unaffected eye.,It disappears completely when either eye is occluded and only returns when both eyes are open.,It remains unchanged even after occlusion of the healthy eye.,"It will always be binocular in nature, even if one eye has a visual problem.",b
OIC-082-08-B,What are the main additional tests for guiding diagnosis and management in acute visual impairment?,Goldman visual fields,Optical coherence tomography,Fluorescein angiography,Ocular ultrasound,a
OIC-082-06-A,What is the main difference between Arteriosclerosis and Acute Visual Impairment?,Arteriosclerosis,Acute Visual Impairment,Arterial Stenosis,Arteritis,b
OIC-082-12-B,What is a common cause of positive visual phenomena resembling migraine aura?,Transient ischaemic attacks,Partial occipital epilepsy,Symptomatic migraines,Retinal tear,A
OIC-082-17-B,What is the expected clinical sign before a patient develops acute visual impairment in cases of intravitreal hemorrhage?,Myodesopsia,Visual field loss,Vitreous opacification,Retinal detachment,myodesopsia
OIC-082-15-A,What is the primary visual sign associated with acute rhegmatogenous retinal detachment?,Myodesopsias followed by phosphenes,Amputation of the peripheral visual field,When the RD lifts the optic disc,A sudden decrease in visual acuity due to a vitreous hemorrhage,option_a
OIC-082-16-B,What percentage of retinal detachments are caused by cataract surgery?,2%,10%,50%,99.9%,d
OIC-082-10-B,What is the most common cause of optic neuropathy?,Arteriosclerosis,Horton's disease,Metabolic optic neuropathies,Tumoral Optic Neuropathies,a
OIC-082-11-A,Quel est l'objectif du diagnostic de la migraine aura ?,Évaluer les symptômes de la migraine,Diagnostiquer le syndrome du vertigame migrain,Prevenir les épisodes de migraine,Traiter les symptômes de l'ophthalmic migraine,option_a
OIC-082-02-A,What is the main condition that requires emergency treatment in cases of amaurosis fugax?,Acarthrosis,Horton's disease,Carotid atheroma or embolism cardiopathy,Amaurotic degeneration,c
OIC-082-05-B,What is measured to determine the extent of damage to the optic nerve in glaucoma?,Visual field test,Optical coherence tomography (OCT),Electro-oculogram (EOG),Fundus angiography,b
OIC-082-03-A,What happens to pupils when both eyes are illuminated?,"The direct PMR of each eye is abolished, resulting in anisocoria.",Both eyes develop myosis due to aberrant neural pathways.,"Asymmetrical pupillary constriction occurs in the dark side (tightest pupil), and symmetrical dilation occurs in the light side (largest pupil).",There is no difference in pupil size between illuminated and unlit eyes.,A}
OIC-164-07-A,What is the primary mode of transmission for HHV6?,Human-to-human contact through kissing,Contaminated food or water,Insect bites,Airborne transmission,option_a
OIC-164-10-A,What is the primary characteristic of Kawasaki disease?,It involves only infants under 1 year of age.,It typically affects children over 2 years of age.,It has a high risk of complications such as myocarditis and coronary artery aneurysms.,It is more common in children from Asia.,c
OIC-164-05-A,Which of the following statements about Rubella vaccine efficacy is correct?,The MMR vaccine provides 100% protection against rubella,The MMR vaccine offers no protection against rubella,The MMR vaccine can be given to individuals with weakened immune systems,There are no reported cases of rubella in vaccinated individuals,option_a
OIC-164-06-A,What is a key characteristic of parvovirus B19 infection in pregnant women?,"It can cause congenital rubella,","It is usually treated with antibiotics,",It causes severe anemia in the fetus and children.,The virus is a DNA virus belonging to the Parvoviridae family.,c
OIC-164-02-A,What is the primary emergency related to a febrile rash in children?,Purpura fulminans,Dermato-hypodermatitis (item 155),Staphylococcal epidermolysis,Bullous dermatosis affecting the skin and/or external mucous membranes,option_a
OIC-164-08-A,What is the primary way that Epstein-Barr virus (EBV) enters an individual's body?,Human-to-human transmission via respiratory droplets,Infectious mononucleosis through contaminated food and drinks,Through direct contact with infected saliva,By receiving a vaccination from another person or in highly recommended immunizations,c
OIC-164-01-A,What is the main classification of an erythematous exanthema?,Macula-papulosa,Vesiculopustular,Maculopapulo-erythematosa,Scalpaltiniform,option_b
OIC-164-04-A,What is the primary reason for community eviction during measles cases in France?,To protect local residents from potential complications,To prevent accidental transmission of the disease to vulnerable individuals such as children with weakened immune systems,The government imposes a curfew on infected areas due to concerns over public health,All community members must undergo mandatory medical testing before returning home,b
OIC-164-09-A,What is a common complication of scarlet fever that can occur in some cases?,Rheumatic Fever,Post-infectious Glaucoma,Tongue Enanthema,Respiratory Infection,d
OIC-164-03-A,What is the primary difference between scarlet fever and staphylococcal toxic shock syndrome?,"Scarlet fever is characterized by macular exanthema, while staphylococcal toxic shock syndrome is marked by vesiculo-pustular lesions","Staphylococcal toxic shock syndrome typically presents with mucosal ulcerations, whereas scarlet fever features a morphilliform rash.","Both conditions can be associated with respiratory signs, but staphylococcal toxic shock syndrome is more likely to present with angina","Scarlet fever and NID are both viral exanthems, while staphylococcal toxic shock syndrome is caused by bacteria.",option_c
OIC-164-11-A,What is the primary source of acquisition for chickenpox?,Varicella Zoster Virus,Chickenpox virus,HIV,Herpes simplex virus,option_a
OIC-342-18-B,"What is the primary goal of follow-up care for a patient with symptoms of malaise, syncope, or reflex lipothymia?",To ensure benzodiazepine therapy,To educate patients on the importance of vitamin D intake,To monitor for potential respiratory problems in the hospital,To assess patient response to a new medication},a
OIC-342-02-B,What is the main pathophysiological mechanism of malaise in adults?,Inflammation,Cerebral hypoperfusion,Seizure disorder,Viral infection,b
OIC-342-06-A,What is a pseudo-seizure?,"A sudden, brief loss of consciousness in an adult",A prolonged episode of muscle convulsions,An unexplained change in behavior or mood,A harmless medical condition,a
OIC-342-19-B,What is the recommended next step after stabilizing an adult with orthostatic arterial hypotension?,Closely monitor blood pressure and heart rate,Administer a strong analgesic to relieve pain,Give the patient a placebo injection as standard practice,Assess for underlying neurological conditions that may lead to orthostatic hypotension,Closely monitor blood pressure and heart rate
OIC-342-10-A,What is the main concern when identifying an adult in a coma due to discomfort or loss of consciousness?,Seizure,Cardiac arrest,Stroke,Hypothermia,option_b
OIC-342-20-A,What should be done before administering benzodiazepine treatment in adults with seizures?,Use benzodiazepine as a first-line treatment,Wait until the patient recovers from an episode of epilepsy,Monitor blood sugar levels closely after administration,Always administer benzodiazepine intravenously,option_a
OIC-342-05-A,What is a key characteristic of Orthostatic Hypotension?,A fall of <20 mmHg in SBP within 1-2 minutes,A fall of >10 mmHg in DBP within 1-2 minutes,A decrease in heart rate by >50 beats per minute,A rise in blood pressure by >20 mmHg within 1-3 seconds,d
OIC-342-11-A,What should be done if a patient is diagnosed with lipothymia and shows abnormal ECG readings during syncope?,Administer medication to treat the underlying cause of the condition,Perform a physical examination to check for any other symptoms,Change the patient's diet to include more omega-3 fatty acids,Use only garlic supplements to alleviate symptoms,option_a
OIC-342-17-B,What is the primary goal in following up an adult patient with mild symptoms?,Regular follow-up appointments,High-intensity physical activity,Increased medication dosage,Abed's paradoxical illness,option_a
OIC-342-21-A,What is the primary treatment approach for coma in adults?,Corticosteroids,Anticonvulsants only,"Combination of anticonvulsants, sedatives, and corticosteroids",No specific treatment,c
OIC-342-09-A,What is the main difference between malaise without loss of consciousness and with partial or total loss of consciousness in adults?,Metabolic disturbances,Panic attacks,Somatomorphic symptoms,Electrolyte imbalance,option_d
OIC-342-15-A,What should you do when an adult experiences a generalized convulsive seizure?,Call emergency services immediately,Give the person a glass of water and wait for them to calm down,Try to make it worse by talking loudly or turning off lights,"Do nothing, as seizures are normal in adults",a
OIC-342-03-A,What is the correct duration criterion between loss of consciousness in a patient with malaise or loss of consciousness?,3 minutes,1 hour,10 years,A year and 9 months after a previous episode of mild neurological symptoms.,b
OIC-342-16-A,"What is the primary symptom to address when a person is in a coma, according to first aid treatment?",Discomfort,Loss of consciousness,Lethargy,Restlessness and agitation,a
OIC-342-13-B,What is the main purpose of an endocavitary electrophysiological study?,To diagnose heart failure,To confirm second-line tests for syncope and lipothymia,To assess breathing patterns in patients with respiratory diseases,To evaluate the effectiveness of implantable ECG monitoring,option_d
OIC-342-04-A,What is a common triggering circumstance for loss of consciousness in adults?,Prolonged periods of physical activity,Stressful events,Lying down after meals,Excessive exercise after meals,a
OIC-342-12-B,What is a clear indication for performing an EEG if the patient has been admitted with symptoms that are assumed to be caused by epilepsy?,Low blood sugar levels,Infections and other systemic illnesses,Inadequate hydration,Electrolyte imbalances,option_b
OIC-342-08-A,What causes malaise in adults without loss of consciousness?,Fall and drop attack,Psychogenic pseudo syncope,Bacterial meningitis,Focal intracerebral lesion,option_a
OIC-342-14-A,What is a clinical element justifying a cardiological opinion within 24 hours?  ,Heart failure,Sustained atrial arrhythmia,Tongue biting,Deviation of the head when unconscious,option_a
OIC-342-01-A,What is the main difference between Syncope (Malaise/Loss of Consciousness SDD-050) and Lipothymia (Malaise/Loss of Consciousness SDD-050)?,"Lipothymia has a longer duration of cerebral hypoperfusion, usually lasting hours or days.","Syncope typically occurs without prodromal symptoms, while Lipothymia may have mild symptoms before the loss of consciousness.",Both are characterized by temporary loss of consciousness with amnesia and spontaneous return to normal state of consciousness within seconds.,Lipothymia is more likely to occur in individuals with a history of epilepsy or myoclonus.,b
OIC-342-07-A,What is the main cause of syncope in adults?,Hypertension,Vasovagal reflex,Cardiac arrhythmia,Reflex loss of consciousness due to hypotensive shock,b
OIC-245-24-B,What is the purpose of 21 hydroxylase assay in newborn screening?,To detect adrenal insufficiency,To measure the levels of long-chain fatty acids,To identify genetic mutations causing hormone disorders,To diagnose adrenal tumors,a
OIC-245-06-B,What time is ACTH usually measured in the morning?,12 o'clock,4pm,8am,6pm,c
OIC-245-17-B,What is the appropriate action to take if a child has confirmed positive results for adrenal insufficiency?,Conduct further blood tests to confirm the diagnosis,Start treatment immediately without waiting for test results,Check the patient's diet and lifestyle for potential causes of adrenal insufficiency,Increase the child's excretion of cortisone in urine,b
OIC-245-13-B,"1. What should be your treatment plan for life, or until proof of recovery of the pituitary-adrenal axis?",Glucocorticoid alone,Only hydrocortisone tablets,Mineralocorticoid only,Laxatives and diuretics,option_a
OIC-245-08-B,What is the primary cause of autoimmune cortical shrinkage in adults?,Autoimmune Cortical Shrinkage,Vascular Causes,Infectious Causes,Bilateral Adrenal Tuberculosis,option_a
OIC-245-10-B,What is another common cause of corticotropic insufficiency?,Scleroderma,Autoimmune disease (pituitary),Radiotherapy,Trauma,b
OIC-245-16-A,What is a common symptom of adrenal insufficiency in adults and children?,Hypertension,Glaucoma,Anemia,Hyperthyroidism,c
OIC-245-05-A,What happens when a patient with adrenal insufficiency has low cortisol levels at 8 o'clock?,They may experience increased energy and mood,They will feel extremely hungry and thirsty,Their symptoms worsen over time without treatment,They are able to live a normal life with minimal medication,option_d
OIC-245-20-B,What is the recommended dose of hydrocortisone for children with acute adrenal insufficiency?,100 mg every 6 hours,150 mg every 4 hours,50 mg every 12 hours, ,b
OIC-245-09-A,What is a common consequence of stopping corticosteroid therapy in adults and children?,Adrenal insufficiency,Hypothalamus-pituitary axis stimulation,Cortisol levels increase,Adrenal tumor growth,A
OIC-245-15-A,What happens immediately after an adult or child presents with symptoms of acute adrenal insufficiency?,The patient is rushed to the hospital and given medication that increases cortisol levels.,The doctor orders a series of tests to confirm the diagnosis before starting treatment.,Emergency surgery is performed to remove an adrenal gland tumor.,A thorough review of medical history is conducted to rule out other underlying causes.,option_a
OIC-245-11-B,What is the main glucocorticoid equivalent for prednisolone in adults?,5,10,18,7,b
OIC-245-21-B,What should be the dose increase for Adrenal Insufficiency in adults?,Take 4 tablets of hydrocortisone 20 mg as soon as the triggering factor occurs.,"Adrenal insufficiency is not an acute condition, so increasing doses would be unnecessary and potentially harmful. Instead, use a gradual increase over time to allow for physiological adaptation.","The dose of fludrocortisone should be tripled in cases of stress to provide a more pronounced effect, but only if the patient has taken hydrocortisone at least once before.","In adults, there is no need for multiple doses of fludrocortisone during acute adrenal insufficiency; instead, use it as needed for its mineralocorticoid activity.",Take 4 tablets of hydrocortisone 20 mg as soon as the triggering factor occurs.
OIC-245-19-B,What is a possible sign of acute adrenal insufficiency in adults?,Addison's disease,Bilateral adrenal hemorrhage,Pituitary apoplexy,None of the above,a
OIC-245-02-A,What is the characteristic symptom of primary adrenal insufficiency that differs from secondary adrenal insufficiency?,Fatigue in adults,Depression in children with pituitary damage,Hyperpigmentation in general condition only,"Hypertension in children with central, corticotropic insufficiency",c
OIC-245-18-B,What is one common intercurrent pathology that can cause decompensation of treated adrenal insufficiency?,Panic attack,Coughing fit,Bleeding wound,Viral infection,b
OIC-245-12-A,What should be done immediately after administering hydrocortisone in acute adrenal insufficiency?,Administer saline solution,Give glucose to compensate for hypoglycaemia,Use potassium supplements due to hyperkalaemia,Stop the treatment,option_a
OIC-245-03-A,What is a characteristic feature of primary adrenal insufficiency in adults?,Hypertension,Orthostatic hypotension with tachycardia,"Anorexia, weight loss, and melena",Weight gain,b
OIC-245-04-A,What is the primary sign associated with adrenal insufficiency in children?,Hyperkalemia,Anemia,No changes to blood glucose levels,Hyponatremia without hyperkalemia,d
OIC-245-23-A,What is the main characteristic of genital abnormalities in children diagnosed with primary adrenal insufficiency?,Abnormality of internal genitalia,External genitalia abnormality without testicles,Abnormality of internal genitalia and external genitalia,External genitalia abnormality only,option_a
OIC-245-25-B,What is the most common cause of adrenal insufficiency in children?,Congenital Adrenal Hyperplasia (CAH) due to 21-hydroxylase deficiency,X-linked recessive disease,Adrenoleukodystrophy,Congenital adrenal hyperplasia due to 17-hydroxylase deficiency,option_a
OIC-245-01-A,What is the primary difference between acute and chronic adrenal insufficiency?,"Acute adrenal insufficiency results from an overproduction of hormones, while chronic adrenal insufficiency results from a deficit.","Chronic adrenal insufficiency results from a deficit in cortisol production, whereas acute adrenal insufficiency does not affect cortisol levels.",Both forms are caused by a pituitary gland problem.,Corticotropic or central adrenal insufficiency is only the primary type of adrenal insufficiency.,b
OIC-245-22-B,What is the primary cause of adrenal insufficiency in adults and children with 21 hydroxylase block?,The enzyme responsible for converting progesterone into aldosterone is absent.,There are no precursors to cortisol that can be converted from 17 hydroxyprogesterone.,The accumulation of very long-chain fatty acids in the cells leads to an excessive production of androgens.,21 Hydroxylase deficiency is caused by a defect in the transport of cholesterol into peroxisomes.,option_a
OIC-245-07-A,What is the purpose of administering tetracosactide directly into the vein after insulin hypoglycaemia in an adult with suspected adrenal insufficiency?,To confirm a negative cortisol response to ACTH,To test for adrenal atrophy caused by corticotropic insufficiency,To assess the sensitivity of the cortisol measurement before and after insulin hypoglycaemia,To stimulate the adrenal cortex with tetracosactide in an attempt to induce a cortisol response,c
OIC-245-14-B,What is a common sign of adrenal insufficiency in adults and children?,Rapid weight gain,Increased blood pressure,Nausea,Fatigue,option_a
OIC-107-05-B,What is the expected outcome for the family member who has a new Huntington's disease diagnosis?,They will eventually be cured of their condition,"They will never recover from their condition, and their life will be significantly impacted by the disease", ,They will become even more severely disabled by the time they reach old age,b
OIC-107-06-A,What is an essential characteristic of motor tics?,They are typically symmetrical and occur only at rest,They can be present in both children and adults,They always have a specific trigger,They rarely cause significant distress or impairment,b
OIC-107-03-A,What is the primary drug likely to induce Iatrogenic Parkinsonian Syndrome?,L-dopa,Cocaine,Salbutamol,Interferon,a
OIC-107-07-B,What is the main difference between a peak-dose dyskinesia and biphasic dyskinesia?,The primary cause of both types is L-dopa-induced movement disorder.,"Peak-dose Dyskinesias occur after taking the medication for less than 1 month, while biphasic Dyskinesias are a more severe type that can last up to 6 months or longer.",Biphasic dyskinesis is usually seen in children with schizophrenia and is not related to L-dopa use in Parkinson's disease.,"Peak-dose dyskinesis is typically associated with a higher dose of L-dopa, while bipolar dyskinesia is characterized by involuntary movements that worsen during the manic phase of bipolar disorder.",option_a
OIC-107-02-A,What is considered a key feature of functional (psychogenic) tremor?,A sudden onset often triggered by anxiety or excitement,An action tremor that resolves after muscle contraction stops,An exaggerated physiological tremor with a distinct pattern,A resting tremor characterized by an unrelenting trembling,a
OIC-107-01-A,What is the main difference between tremor and dystonia?,Tremor occurs in muscles at rest,Dystonia affects a segment of the body,Both are abnormal postures,Tremor is more rhythmic,b
OIC-133-04-A,What is the main difference between the Katz scale and the Lawton scale?,Body care,Transfers,Eating,Lawton scale's focus on using a telephone,option_a
