id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-237-05-A,"{""question"": ""Which of the following characteristics is NOT associated with malignant ventricular extrasystoles?"", ""option_a"": ""Frequent occurrence"", ""option_b"": ""Polymorphic appearance"", ""option_c"": ""Short coupling to the preceding T wave"", ""option_d"": ""Long coupling to the preceding T wave"", ""correct_option"": ""option_d""}",Etiologies,Which of the following characteristics is NOT associated with malignant ventricular extrasystoles?,Frequent occurrence,Polymorphic appearance,Short coupling to the preceding T wave,Long coupling to the preceding T wave,option_d
OIC-325-19-B,"{""question"": ""What is a potential risk associated with the ingestion of counterfeit medicines containing an excessive quantity of the active ingredient?"", ""option_a"": ""The patient may develop an allergic reaction."", ""option_b"": ""The patient could experience hypoglycaemia."", ""option_c"": ""The patient may suffer from an overdose and adverse effects."", ""option_d"": ""The patient will likely develop resistance to the medication."", ""correct_option"": ""c""}",,What is a potential risk associated with the ingestion of counterfeit medicines containing an excessive quantity of the active ingredient?,The patient may develop an allergic reaction.,The patient could experience hypoglycaemia.,The patient may suffer from an overdose and adverse effects.,The patient will likely develop resistance to the medication.,c
OIC-020-02-A,"{""question"": ""In clinical research, what is the primary characteristic of a study's protocol?"", ""option_a"": ""It is a document that can be modified during the study to adapt to new findings."", ""option_b"": ""It outlines the study's rationale, objectives, and methodology, and should not be modified during the study."", ""option_c"": ""It includes a detailed budget and financial plan for the study."", ""option_d"": ""It is a summary of the study's results and conclusions."", ""correct_option"": ""b""}",Definition,"In clinical research, what is the primary characteristic of a study's protocol?",It is a document that can be modified during the study to adapt to new findings.,"It outlines the study's rationale, objectives, and methodology, and should not be modified during the study.",It includes a detailed budget and financial plan for the study.,It is a summary of the study's results and conclusions.,b
OIC-261-14-A,"{""question"": ""Which of the following is not a correct description of the types of rapidly progressive glomerulonephritis (RPGN)?"", ""option_a"": ""Type 1: Deposits of anti-MBG antibodies, often revealing pulmonary signs and severe renal failure."", ""option_b"": ""Type 2: Immune complex deposits with multiple causes based on glomerular deposits of immunoglobulins and complement."", ""option_c"": ""Type 3: Absence of immunoglobulin deposits in the glomeruli, associated with ANCA-associated vasculitides."", ""option_d"": ""Type 4: Deposits of anti-DNA antibodies along the glomerular basement membrane."", ""correct_option"": ""D""}",Positive diagnosis,Which of the following is not a correct description of the types of rapidly progressive glomerulonephritis (RPGN)?,"Type 1: Deposits of anti-MBG antibodies, often revealing pulmonary signs and severe renal failure.",Type 2: Immune complex deposits with multiple causes based on glomerular deposits of immunoglobulins and complement.,"Type 3: Absence of immunoglobulin deposits in the glomeruli, associated with ANCA-associated vasculitides.",Type 4: Deposits of anti-DNA antibodies along the glomerular basement membrane.,d
OIC-112-01-A,"{""question"": ""Where are immunoglobulins typically deposited in autoimmune bullous dermatosis?"", ""option_a"": ""On the surface of keratinocytes"", ""option_b"": ""In the dermis layer"", ""option_c"": ""At the dermo-epidermal junction"", ""option_d"": ""Within the epidermal layer"", ""correct_option"": ""c""}",Definition,Where are immunoglobulins typically deposited in autoimmune bullous dermatosis?,On the surface of keratinocytes,In the dermis layer,At the dermo-epidermal junction,Within the epidermal layer,c
OIC-247-30-B,"{""question"": ""What is the recommended initial treatment for hyperosmolar coma in terms of fluid administration?"", ""option_a"": ""0.9% saline at a rapid infusion rate to quickly restore fluid balance"", ""option_b"": ""0.9% saline at 10% of body weight, administered slowly to avoid complications"", ""option_c"": ""1% saline to rapidly decrease blood glucose levels"", ""option_d"": ""Fluids with dextrose to immediately increase blood sugar levels"", ""correct_option"": ""b""}",Management,What is the recommended initial treatment for hyperosmolar coma in terms of fluid administration?,0.9% saline at a rapid infusion rate to quickly restore fluid balance,"0.9% saline at 10% of body weight, administered slowly to avoid complications",1% saline to rapidly decrease blood glucose levels,Fluids with dextrose to immediately increase blood sugar levels,b
OIC-024-01-A,"{""question"": ""What is NOT a common cause of first trimester haemorrhage?"", ""option_a"": ""Ectopic pregnancy"", ""option_b"": ""Progressive intrauterine pregnancy with a decidual haematoma"", ""option_c"": ""Non-progressive intrauterine pregnancy"", ""option_d"": ""Diabetes mellitus"", ""correct_option"": ""D""}",Positive diagnosis,What is NOT a common cause of first trimester haemorrhage?,Ectopic pregnancy,Progressive intrauterine pregnancy with a decidual haematoma,Non-progressive intrauterine pregnancy,Diabetes mellitus,d
OIC-027-10-A,"{""question"": ""What is the increased risk associated with maternal measles infection during the 3 weeks prior to birth?"", ""option_a"": ""Congenital malformations"", ""option_b"": ""Subacute sclerosing panencephalitis"", ""option_c"": ""Death in newborns"", ""option_d"": ""Prematurity"", ""correct_option"": ""c""}",Follow-up and/or prognosis,What is the increased risk associated with maternal measles infection during the 3 weeks prior to birth?,Congenital malformations,Subacute sclerosing panencephalitis,Death in newborns,Prematurity,c
OIC-325-11-A,"{""question"": ""What is the primary aim of addictovigilance in France?"", ""option_a"": ""To monitor and manage the risk of abuse, misuse, and dependence linked to the consumption of psychoactive substances, excluding alcohol and tobacco."", ""option_b"": ""To control the distribution and sale of all psychoactive substances."", ""option_c"": ""To provide addiction treatment and rehabilitation services to individuals."", ""option_d"": ""To regulate the prescription of medicinal substances by healthcare professionals."", ""correct_option"": ""a""}",Definition,What is the primary aim of addictovigilance in France?,"To monitor and manage the risk of abuse, misuse, and dependence linked to the consumption of psychoactive substances, excluding alcohol and tobacco.",To control the distribution and sale of all psychoactive substances.,To provide addiction treatment and rehabilitation services to individuals.,To regulate the prescription of medicinal substances by healthcare professionals.,a
OIC-267-35-B,"{""question"": ""What are the possible causes of hypocalcaemia according to the provided content?"", ""option_a"": ""Increased calcium absorption from the intestine"", ""option_b"": ""Reduced calcium losses due to decreased urinary excretion"", ""option_c"": ""Increased calcium deposits in tissues and urinary losses"", ""option_d"": ""Enhanced bone resorption leading to increased calcium entering the circulation"", ""correct_option"": ""c""}",Physiopathology,What are the possible causes of hypocalcaemia according to the provided content?,Increased calcium absorption from the intestine,Reduced calcium losses due to decreased urinary excretion,Increased calcium deposits in tissues and urinary losses,Enhanced bone resorption leading to increased calcium entering the circulation,c
OIC-235-04-A,"{""question"": ""What is the correct interpretation of the ECG evolution in acute pericarditis according to the provided educational content?"", ""option_a"": ""ECG shows a consistent Q wave formation during the first week."", ""option_b"": ""ECG demonstrates a concave upward ST elevation in the first stage, flat T waves between the 24th and 48th hour, negative T waves for the first week, and normalization during the first month."", ""option_c"": ""ECG reveals a continuous ST depression throughout the illness duration."", ""option_d"": ""ECG indicates a persistent PR segment elevation with no changes over time."", ""correct_option"": ""b""}",,What is the correct interpretation of the ECG evolution in acute pericarditis according to the provided educational content?,ECG shows a consistent Q wave formation during the first week.,"ECG demonstrates a concave upward ST elevation in the first stage, flat T waves between the 24th and 48th hour, negative T waves for the first week, and normalization during the first month.",ECG reveals a continuous ST depression throughout the illness duration.,ECG indicates a persistent PR segment elevation with no changes over time.,b
OIC-082-16-B,"{""question"": ""What is the primary cause of rhegmatogenous retinal detachment (RD)?"", ""option_a"": ""Exudative fluid from vitreous cavity"", ""option_b"": ""Traction from diabetic retinopathy"", ""option_c"": ""Retinal tear allowing fluid to pass from the vitreous cavity into the subretinal space"", ""option_d"": ""Cataract surgery complications"", ""correct_option"": ""c""}",Positive diagnosis,What is the primary cause of rhegmatogenous retinal detachment (RD)?,Exudative fluid from vitreous cavity,Traction from diabetic retinopathy,Retinal tear allowing fluid to pass from the vitreous cavity into the subretinal space,Cataract surgery complications,c
OIC-108-09-A,"{""question"": ""In Alzheimer's disease (AD), which type of memory impairment is most characteristic and indicative of the disease, particularly in the early stages?"", ""option_a"": ""Procedural memory consolidation disorder"", ""option_b"": ""Semantic memory consolidation disorder"", ""option_c"": ""Episodic memory consolidation disorder"", ""option_d"": ""Working memory consolidation disorder"", ""correct_option"": ""c""}",,"In Alzheimer's disease (AD), which type of memory impairment is most characteristic and indicative of the disease, particularly in the early stages?",Procedural memory consolidation disorder,Semantic memory consolidation disorder,Episodic memory consolidation disorder,Working memory consolidation disorder,c
OIC-325-09-B,"{""question"": ""What is the basis for assessing imputability in the pharmaco-medical evaluation of an adverse drug reaction report according to the French method?"", ""option_a"": ""Based solely on the patient's genetic information."", ""option_b"": ""Using chronological criteria, semiological criteria, and bibliographical criteria."", ""option_c"": ""Through a randomized controlled trial comparing the drug to a placebo."", ""option_d"": ""By evaluating the financial impact of the drug on the healthcare system."", ""correct_option"": ""B""}",Definition,What is the basis for assessing imputability in the pharmaco-medical evaluation of an adverse drug reaction report according to the French method?,Based solely on the patient's genetic information.,"Using chronological criteria, semiological criteria, and bibliographical criteria.",Through a randomized controlled trial comparing the drug to a placebo.,By evaluating the financial impact of the drug on the healthcare system.,b
OIC-186-02-B,"{""question"": ""What is the main allergen in bee venom that can cause systemic reactions in a small percentage of the population?"", ""option_a"": ""Hyaluronidase"", ""option_b"": ""Antigen 5"", ""option_c"": ""Phospholipase A2"", ""option_d"": ""Phospholipase A1"", ""correct_option"": ""c""}",Epidemiology,What is the main allergen in bee venom that can cause systemic reactions in a small percentage of the population?,Hyaluronidase,Antigen 5,Phospholipase A2,Phospholipase A1,c
OIC-082-11-A,"{""question"": ""What is the typical duration for the visual stimuli experienced during an ophthalmic migraine or migraine aura to subside?"", ""option_a"": ""5 to 10 minutes"", ""option_b"": ""15 to 20 minutes"", ""option_c"": ""30 to 45 minutes"", ""option_d"": ""Over an hour"", ""correct_option"": ""b""}",Positive diagnosis,What is the typical duration for the visual stimuli experienced during an ophthalmic migraine or migraine aura to subside?,5 to 10 minutes,15 to 20 minutes,30 to 45 minutes,Over an hour,b
OIC-237-02-A,"{""question"": ""In the context of identifying serious ECG diagnoses for palpitations, which of the following ECG findings is considered an absolute emergency due to the risk of cardiorespiratory arrest?"", ""option_a"": ""Regular tachycardia with narrow QRS complexes"", ""option_b"": ""Fine QRS tachycardia with good clinical tolerance"", ""option_c"": ""Any regular tachycardia with wide QRS complexes"", ""option_d"": ""Regular tachycardia with normal QRS complexes"", ""correct_option"": ""c""}",,"In the context of identifying serious ECG diagnoses for palpitations, which of the following ECG findings is considered an absolute emergency due to the risk of cardiorespiratory arrest?",Regular tachycardia with narrow QRS complexes,Fine QRS tachycardia with good clinical tolerance,Any regular tachycardia with wide QRS complexes,Regular tachycardia with normal QRS complexes,c
OIC-101-08-B,"{""question"": ""What is a possible unfavorable outcome of facial paralysis?"", ""option_a"": ""Complete recovery within 2 weeks"", ""option_b"": ""Residual synkinetic movements"", ""option_c"": ""Immediate onset of crocodile tears syndrome"", ""option_d"": ""Persistent severe deficit with disabling facial deformity"", ""correct_option"": ""d""}",,What is a possible unfavorable outcome of facial paralysis?,Complete recovery within 2 weeks,Residual synkinetic movements,Immediate onset of crocodile tears syndrome,Persistent severe deficit with disabling facial deformity,d
OIC-019-06-B,"{""question"": ""Who votes for the Social Security Financing Act (LFSS) each year?"", ""option_a"": ""The President of the Republic"", ""option_b"": ""The Prime Minister"", ""option_c"": ""Parliament"", ""option_d"": ""The Supreme Court"", ""correct_option"": ""C""}",Definition,Who votes for the Social Security Financing Act (LFSS) each year?,The President of the Republic,The Prime Minister,Parliament,The Supreme Court,c
OIC-283-05-A,"{""question"": ""What is a key aspect to consider during the clinical examination of a patient suspected of having constipation, especially to identify potential secondary causes or complications?"", ""option_a"": ""Assessment of dietary fiber intake to ensure proper nutrition."", ""option_b"": ""Evaluation of the patient's hydration status and fluid intake."", ""option_c"": ""Examination of the anal margin for local lesions such as haemorrhoids or fissures."", ""option_d"": ""Performing a dynamic perineal examination to check for contraction of the external anal sphincter and perineal descent."", ""correct_option"": ""d""}",Positive diagnosis,"What is a key aspect to consider during the clinical examination of a patient suspected of having constipation, especially to identify potential secondary causes or complications?",Assessment of dietary fiber intake to ensure proper nutrition.,Evaluation of the patient's hydration status and fluid intake.,Examination of the anal margin for local lesions such as haemorrhoids or fissures.,Performing a dynamic perineal examination to check for contraction of the external anal sphincter and perineal descent.,d
OIC-162-03-A,"{""question"": ""Which of the following is NOT considered a preventive measure for sexually transmitted infections (STIs) according to the provided educational content?"", ""option_a"": ""Protecting sexual relations by using condoms"", ""option_b"": ""Preventive vaccination for HPV and hepatitis B (and hepatitis A in men who have sex with men)"", ""option_c"": ""Systematically offering HIV serology and treponemal test"", ""option_d"": ""Prescribing antibiotics as a regular preventive measure without testing"", ""correct_option"": ""d""}",,Which of the following is NOT considered a preventive measure for sexually transmitted infections (STIs) according to the provided educational content?,Protecting sexual relations by using condoms,Preventive vaccination for HPV and hepatitis B (and hepatitis A in men who have sex with men),Systematically offering HIV serology and treponemal test,Prescribing antibiotics as a regular preventive measure without testing,d
OIC-157-09-A,"{""question"": ""When interpreting a positive blood culture, which of the following factors should be considered to differentiate between contamination and true bacteremia?"", ""option_a"": ""The presence of a single positive vial with Staphylococcus aureus."", ""option_b"": ""At least 2 positive blood culture bottles from 2 different pairs with the same bacterial species presenting the same antibiotic sensitivity phenotype (same antibiogram)."", ""option_c"": ""The detection of Malassezia yeasts in a single blood culture bottle."", ""option_d"": ""The presence of coagulase-negative staphylococci in a single blood culture bottle without any medical device in place."", ""correct_option"": ""option_b""}",,"When interpreting a positive blood culture, which of the following factors should be considered to differentiate between contamination and true bacteremia?",The presence of a single positive vial with Staphylococcus aureus.,At least 2 positive blood culture bottles from 2 different pairs with the same bacterial species presenting the same antibiotic sensitivity phenotype (same antibiogram).,The detection of Malassezia yeasts in a single blood culture bottle.,The presence of coagulase-negative staphylococci in a single blood culture bottle without any medical device in place.,option_b
OIC-037-10-B,"{""question"": ""What is the recommended treatment for uterine arteriovenous malformations (UAVM) after abortion?"", ""option_a"": ""Antibiotic therapy"", ""option_b"": ""Hormonal therapy"", ""option_c"": ""Embolisation by interventional radiology"", ""option_d"": ""Surgical removal of the uterus"", ""correct_option"": ""c""}",,What is the recommended treatment for uterine arteriovenous malformations (UAVM) after abortion?,Antibiotic therapy,Hormonal therapy,Embolisation by interventional radiology,Surgical removal of the uterus,c
OIC-094-04-B,"{""question"": ""What is a common complication associated with intervertebral disc and facet joint origins of spinal pain in the specified age groups?"", ""option_a"": ""Radiculalgia"", ""option_b"": ""Cauda equina syndrome"", ""option_c"": ""Intermittent limb claudication"", ""option_d"": ""Spinal stenosis"", ""correct_option"": ""C""}",Physiopathology,What is a common complication associated with intervertebral disc and facet joint origins of spinal pain in the specified age groups?,Radiculalgia,Cauda equina syndrome,Intermittent limb claudication,Spinal stenosis,c
OIC-050-09-B,"{""question"": ""When is scrotal ultrasound indicated in the evaluation of a hydrocele in adults?"", ""option_a"": ""To confirm the presence of a hydrocele and assess the condition of the underlying testicle, ruling out reactions to orchi-epidydimitis or associated with a testicular tumor."", ""option_b"": ""To determine the patient's blood type."", ""option_c"": ""To evaluate the presence of a urinary tract infection."", ""option_d"": ""To check for the presence of inguinal hernia."", ""correct_option"": ""a""}",Additional examinations,When is scrotal ultrasound indicated in the evaluation of a hydrocele in adults?,"To confirm the presence of a hydrocele and assess the condition of the underlying testicle, ruling out reactions to orchi-epidydimitis or associated with a testicular tumor.",To determine the patient's blood type.,To evaluate the presence of a urinary tract infection.,To check for the presence of inguinal hernia.,a
OIC-325-12-A,"{""question"": ""Who is responsible for declaring cases of serious drug dependence or serious abuse of a psychoactive substance, plant, medicine, or other product, excluding alcohol and tobacco?"", ""option_a"": ""Only the patient's family members"", ""option_b"": ""Only law enforcement agencies"", ""option_c"": ""Doctor, dental surgeon, midwife, pharmacist, and other healthcare professionals"", ""option_d"": ""Only the CEIP"", ""correct_option"": ""c""}",Definition,"Who is responsible for declaring cases of serious drug dependence or serious abuse of a psychoactive substance, plant, medicine, or other product, excluding alcohol and tobacco?",Only the patient's family members,Only law enforcement agencies,"Doctor, dental surgeon, midwife, pharmacist, and other healthcare professionals",Only the CEIP,c
OIC-254-06-A,"{""question"": ""Which of the following foods should pregnant non-immune women avoid to prevent listeriosis and toxoplasmosis?"", ""option_a"": ""Fresh fruits and vegetables, properly washed"", ""option_b"": ""Cooked poultry and lean meats, well-cooked"", ""option_c"": ""Pressed cooked cheeses like Gruy\u00e8re and Comt\u00e9"", ""option_d"": ""Raw milk and soft cheeses with bloomy or washed rind"", ""correct_option"": ""d""}",Management,Which of the following foods should pregnant non-immune women avoid to prevent listeriosis and toxoplasmosis?,"Fresh fruits and vegetables, properly washed","Cooked poultry and lean meats, well-cooked",Pressed cooked cheeses like Gruyère and Comté,Raw milk and soft cheeses with bloomy or washed rind,d
OIC-261-11-B,"{""question"": ""Which of the following is a common presentation and diagnostic feature of extra-membranous glomerulopathy (GEM)?"", ""option_a"": ""Proliferation of podocytes with granular immunofluorescence deposits of IgA"", ""option_b"": ""Nephrotic syndrome with impure urine and granular immunofluorescence deposits of IgG and C3"", ""option_c"": ""IgE-mediated allergic reaction leading to nephrotic syndrome"", ""option_d"": ""Hypercellularity of the glomeruli with negative immunofluorescence staining"", ""correct_option"": ""B""}",Positive diagnosis,Which of the following is a common presentation and diagnostic feature of extra-membranous glomerulopathy (GEM)?,Proliferation of podocytes with granular immunofluorescence deposits of IgA,Nephrotic syndrome with impure urine and granular immunofluorescence deposits of IgG and C3,IgE-mediated allergic reaction leading to nephrotic syndrome,Hypercellularity of the glomeruli with negative immunofluorescence staining,b
OIC-342-20-A,"{""question"": ""What is the initial treatment approach for a patient experiencing a first-time seizure?"", ""option_a"": ""Administer a long-term anticonvulsant medication immediately."", ""option_b"": ""Provide short-acting benzodiazepines and assess the patient."", ""option_c"": ""Perform a lumbar puncture to identify the cause of the seizure."", ""option_d"": ""Advise the patient to rest and monitor for recurrence without medication."", ""correct_option"": ""option_b""}",Management,What is the initial treatment approach for a patient experiencing a first-time seizure?,Administer a long-term anticonvulsant medication immediately.,Provide short-acting benzodiazepines and assess the patient.,Perform a lumbar puncture to identify the cause of the seizure.,Advise the patient to rest and monitor for recurrence without medication.,option_b
OIC-237-03-A,"{""question"": ""When attempting to establish a definitive diagnosis for palpitations, which type of ECG recording is considered essential due to its concomitance with palpitations?"", ""option_a"": ""Inter-critical ECG"", ""option_b"": ""Percritical ECG"", ""option_c"": ""Long-term ambulatory ECG"", ""option_d"": ""Stress test ECG"", ""correct_option"": ""B""}",,"When attempting to establish a definitive diagnosis for palpitations, which type of ECG recording is considered essential due to its concomitance with palpitations?",Inter-critical ECG,Percritical ECG,Long-term ambulatory ECG,Stress test ECG,b
OIC-049-08-B,"{""question"": ""Which hormone is primarily responsible for the development of secondary sexual characteristics in boys during puberty?"", ""option_a"": ""Leptin"", ""option_b"": ""Testosterone"", ""option_c"": ""FSH"", ""option_d"": ""Insulin"", ""correct_option"": ""B""}",Physiopathology,Which hormone is primarily responsible for the development of secondary sexual characteristics in boys during puberty?,Leptin,Testosterone,FSH,Insulin,b
OIC-153-02-A,"{""question"": ""What is the main cause of thrombo-embolic complications in patients with mechanical valve prostheses?"", ""option_a"": ""Infective endocarditis"", ""option_b"": ""Poorly balanced INR"", ""option_c"": ""Late postoperative anticoagulation"", ""option_d"": ""Presence of atrial fibrillation"", ""correct_option"": ""B""}",Definition,What is the main cause of thrombo-embolic complications in patients with mechanical valve prostheses?,Infective endocarditis,Poorly balanced INR,Late postoperative anticoagulation,Presence of atrial fibrillation,b
OIC-299-03-B,"{""question"": ""Which of the following is NOT a correct factor that improves prognosis for patients with glioblastoma (grade 4)?"", ""option_a"": ""Age < 70"", ""option_b"": ""General and neurological condition preserved (Karnofsky index > 70%)"", ""option_c"": ""Quality of surgical resection"", ""option_d"": ""Presence of IDH mutation"", ""correct_option"": ""d""}",Definition,Which of the following is NOT a correct factor that improves prognosis for patients with glioblastoma (grade 4)?,Age < 70,General and neurological condition preserved (Karnofsky index > 70%),Quality of surgical resection,Presence of IDH mutation,d
OIC-226-09-A,"{""question"": ""In the management of pulmonary embolism (PE), which patient category is most appropriately managed as an outpatient with a short hospitalization or care pathway due to a low risk of mortality?"", ""option_a"": ""Patients with PE associated with haemodynamic failure (SBP < 90 mmHg or SBP fall \u2265 40 mmHg for more than 15 minutes)."", ""option_b"": ""Patients with a sPESI score of 0 and no cardiac repercussions."", ""option_c"": ""Patients with high intermediate severity PE who should initially be monitored closely in intensive care units."", ""option_d"": ""Patients with absolute life-threatening emergency with a mortality risk of > 30%."", ""correct_option"": ""b""}",,"In the management of pulmonary embolism (PE), which patient category is most appropriately managed as an outpatient with a short hospitalization or care pathway due to a low risk of mortality?",Patients with PE associated with haemodynamic failure (SBP < 90 mmHg or SBP fall ≥ 40 mmHg for more than 15 minutes).,Patients with a sPESI score of 0 and no cardiac repercussions.,Patients with high intermediate severity PE who should initially be monitored closely in intensive care units.,Patients with absolute life-threatening emergency with a mortality risk of > 30%.,b
OIC-256-02-B,"{""question"": ""What are the valid reasons for a child or adolescent to be exempt from practising sport in school according to the provided content?"", ""option_a"": ""Lack of interest in sports activities"", ""option_b"": ""Presence of chronic illnesses in decompensation, permanent disabilities, or severe malnutrition"", ""option_c"": ""Temporary academic stress or fatigue"", ""option_d"": ""Unfamiliarity with the rules of a particular sport"", ""correct_option"": ""B""}",,What are the valid reasons for a child or adolescent to be exempt from practising sport in school according to the provided content?,Lack of interest in sports activities,"Presence of chronic illnesses in decompensation, permanent disabilities, or severe malnutrition",Temporary academic stress or fatigue,Unfamiliarity with the rules of a particular sport,b
OIC-256-09-B,"{""question"": ""What is the recommended number of protein rations per day for a child athlete's diet?"", ""option_a"": ""4-6 protein rations per day"", ""option_b"": ""1-2 protein rations per day"", ""option_c"": ""3-5 protein rations per day"", ""option_d"": ""5-7 protein rations per day"", ""correct_option"": ""B""}",,What is the recommended number of protein rations per day for a child athlete's diet?,4-6 protein rations per day,1-2 protein rations per day,3-5 protein rations per day,5-7 protein rations per day,b
OIC-267-33-A,"{""question"": ""What is the recommended initial rate of correction for acute symptomatic hypernatremia in adults?"", ""option_a"": ""1 mmol/L/h"", ""option_b"": ""2 mmol/L/h"", ""option_c"": ""5 mmol/L/h"", ""option_d"": ""10 mmol/L/h"", ""correct_option"": ""b""}",Management,What is the recommended initial rate of correction for acute symptomatic hypernatremia in adults?,1 mmol/L/h,2 mmol/L/h,5 mmol/L/h,10 mmol/L/h,b
OIC-176-14-A,"{""question"": ""What is the recommended age for administering the live oral rotavirus vaccine?"", ""option_a"": ""Before 3 months of age"", ""option_b"": ""Before 6 months of age"", ""option_c"": ""Before 12 months of age"", ""option_d"": ""Before 18 months of age"", ""correct_option"": ""b""}",,What is the recommended age for administering the live oral rotavirus vaccine?,Before 3 months of age,Before 6 months of age,Before 12 months of age,Before 18 months of age,b
OIC-261-10-B,"{""question"": ""What is the risk associated with corticoresistance in SNLGM patients?"", ""option_a"": ""70% risk of complete remission within 2 years"", ""option_b"": ""50% risk of end-stage chronic renal failure within 5 years"", ""option_c"": ""30% risk of relapse after corticosensitivity"", ""option_d"": ""20% risk of developing new proteinuria within 1 year"", ""correct_option"": ""b""}",,What is the risk associated with corticoresistance in SNLGM patients?,70% risk of complete remission within 2 years,50% risk of end-stage chronic renal failure within 5 years,30% risk of relapse after corticosensitivity,20% risk of developing new proteinuria within 1 year,b
OIC-256-01-A,"{""question"": ""Under which of the following circumstances is a medical certificate stating no contraindications to practising sport required?"", ""option_a"": ""To obtain or renew a federal sports licence for any sport"", ""option_b"": ""To participate in a sports competition if the patient is not a member of a sports federation"", ""option_c"": ""Every three years for sports federation members"", ""option_d"": ""For sports involving special constraints requiring specific medical examinations"", ""correct_option"": ""b""}",Support,Under which of the following circumstances is a medical certificate stating no contraindications to practising sport required?,To obtain or renew a federal sports licence for any sport,To participate in a sports competition if the patient is not a member of a sports federation,Every three years for sports federation members,For sports involving special constraints requiring specific medical examinations,b
OIC-076-11-A,"{""question"": ""Which of the following biological markers is known to normalize within a few weeks after stopping alcohol consumption?"", ""option_a"": ""Blood alcohol level"", ""option_b"": ""GGT (Gamma Glutamyl Transpeptidase)"", ""option_c"": ""CDT (desialylated transferrin)"", ""option_d"": ""VGM (Mean corpuscular volume)"", ""correct_option"": ""C""}",Additional tests,Which of the following biological markers is known to normalize within a few weeks after stopping alcohol consumption?,Blood alcohol level,GGT (Gamma Glutamyl Transpeptidase),CDT (desialylated transferrin),VGM (Mean corpuscular volume),c
OIC-188-01-A,"{""question"": ""According to the provided educational content, which of the following best defines asthma in adults and children?"", ""option_a"": ""A respiratory condition characterized by temporary inflammation of the upper airways with symptoms such as sneezing and nasal congestion."", ""option_b"": ""A chronic inflammatory disease of the lower airways with symptoms like dyspnoea, whistling sounds in the chest, chest tightness, and cough, which vary in time and intensity and can be reversed with rapid-acting bronchodilators."", ""option_c"": ""An immunological disorder presenting with PAREO symptoms (Pruritus, Anosmia, Rhinorrhoea, Sneezing, Nasal obstruction), indicating allergic rhinitis."", ""option_d"": ""A temporary inflammatory reaction in the gastrointestinal tract leading to symptoms such as nausea and vomiting."", ""correct_option"": ""B""}",Definition,"According to the provided educational content, which of the following best defines asthma in adults and children?",A respiratory condition characterized by temporary inflammation of the upper airways with symptoms such as sneezing and nasal congestion.,"A chronic inflammatory disease of the lower airways with symptoms like dyspnoea, whistling sounds in the chest, chest tightness, and cough, which vary in time and intensity and can be reversed with rapid-acting bronchodilators.","An immunological disorder presenting with PAREO symptoms (Pruritus, Anosmia, Rhinorrhoea, Sneezing, Nasal obstruction), indicating allergic rhinitis.",A temporary inflammatory reaction in the gastrointestinal tract leading to symptoms such as nausea and vomiting.,b
OIC-299-09-B,"{""question"": ""What is the appropriate initial management for a patient with HTIC presenting with peritumoral vasogenic edema?"", ""option_a"": ""Administration of new-generation drugs effective against focal/partial seizures"", ""option_b"": ""Corticosteroid therapy with methylprednisolone or dexamethasone"", ""option_c"": ""Endoscopic ventriculocisternostomy or LCS shunt for obstructive hydrocephalus"", ""option_d"": ""Immediate resection surgery for the bulky or haemorrhagic tumour"", ""correct_option"": ""B""}",,What is the appropriate initial management for a patient with HTIC presenting with peritumoral vasogenic edema?,Administration of new-generation drugs effective against focal/partial seizures,Corticosteroid therapy with methylprednisolone or dexamethasone,Endoscopic ventriculocisternostomy or LCS shunt for obstructive hydrocephalus,Immediate resection surgery for the bulky or haemorrhagic tumour,b
OIC-207-09-A,"{""question"": ""In an emergency department, under which of the following circumstances is a chest X-ray NOT the first-line imaging choice?"", ""option_a"": ""Acute dyspnoea with no other life-threatening symptoms"", ""option_b"": ""Chest pain with suspected pulmonary embolism"", ""option_c"": ""Haemoptysis in a patient with no other significant symptoms"", ""option_d"": ""Abnormal respiratory sounds without clear diagnosis"", ""correct_option"": ""B""}",,"In an emergency department, under which of the following circumstances is a chest X-ray NOT the first-line imaging choice?",Acute dyspnoea with no other life-threatening symptoms,Chest pain with suspected pulmonary embolism,Haemoptysis in a patient with no other significant symptoms,Abnormal respiratory sounds without clear diagnosis,b
OIC-156-14-A,"{""question"": ""Which of the following is NOT considered a red flag for considering a disco-vertebral infection in the presence of recent onset spinal pain?"", ""option_a"": ""Fever"", ""option_b"": ""Age \u2265 55"", ""option_c"": ""Chest pain presenting as back pain"", ""option_d"": ""Regular physical activity"", ""correct_option"": ""d""}",Positive diagnosis,Which of the following is NOT considered a red flag for considering a disco-vertebral infection in the presence of recent onset spinal pain?,Fever,Age ≥ 55,Chest pain presenting as back pain,Regular physical activity,d
